"id","stats_varcount","stats_var_bool","stats_var_discrete","stats_dom_0","stats_dom_25","stats_dom_50","stats_dom_75","stats_dom_100","stats_dom_mean","stats_dom_not2_2_ratio","stats_branchingvars","stats_conscount","stats_arity_0","stats_arity_25","stats_arity_50","stats_arity_75","stats_arity_100","stats_arity_mean","stats_arity_mean_normalised","stats_cts_per_var_mean","stats_cts_per_var_mean_normalised","stats_alldiff_count","stats_alldiff_proportion","stats_sums_count","stats_sums_proportion","stats_or_atleastk_count","stats_or_atleastk_proportion","stats_binary_count","stats_binary_proportion","stats_table_count","stats_table_proportion","stats_lex_count","stats_lex_proportion","stats_unary_count","stats_unary_proportion","stats_multi_shared_vars","stats_edge_density","stats_Local_Variance","clustering_coefficient","minimum_degree","normalised_minimum_degree","maximum_degree","normalised_maximum_degree","median_degree","normalised_median_degree","mean_degree","normalised_mean_degree","width_of_ordering","normalised_width_of_ordering","width_of_graph","normalised_width_of_graph","SAC_literals","normalised_SAC_literals","stats_tightness_0","stats_tightness_25","stats_tightness_50","stats_tightness_75","stats_tightness_100","stats_tightness_mean","stats_tightness_mean_normalised","stats_literal_tightness_0","stats_literal_tightness_25","stats_literal_tightness_50","stats_literal_tightness_75","stats_literal_tightness_100","stats_literal_tightness_mean","stats_literal_tightness_coeff_of_variation","Class"
"rand-2-40-11-414-200-61_ext.xml.minion.gz",40,0,40,11,11,11,11,11,11,0,40,414,2,2,2,2,2,2,0.05,20.7,0.05,0,0,0,0,0,0,0,0,414,1,0,0,0,0,0,0.530769,0.686658,0.543776,13,0.325,28,0.7,21,0.525,20.7,0.5175,19,0.475,15,0.375,0,0,82,175,201,224,321,200.115942,0.483372,11.368421,17.944444,19.884615,21.807692,29.866667,20.007776,0.146824,"standard"
"rand-2-40-11-414-200-63_ext.xml.minion.gz",40,0,40,11,11,11,11,11,11,0,40,414,2,2,2,2,2,2,0.05,20.7,0.05,0,0,0,0,0,0,0,0,414,1,0,0,0,0,0,0.530769,0.686658,0.533912,13,0.325,27,0.675,21,0.525,20.7,0.5175,25,0.625,16,0.4,0,0,91,170,199,232,314,201.091787,0.485729,12.92,17.958333,19.944444,21.95,30.210526,19.988885,0.146831,"standard"
"rand-2-40-11-414-200-65_ext.xml.minion.gz",40,0,40,11,11,11,11,11,11,0,40,414,2,2,2,2,2,2,0.05,20.7,0.05,0,0,0,0,0,0,0,0,414,1,0,0,0,0,0,0.530769,0.686658,0.53661,10,0.25,28,0.7,20.5,0.5125,20.7,0.5175,22,0.55,17,0.425,0,0,95,175,201,229,304,203.101449,0.490583,10.157895,18.619048,20.277778,22.285714,28.421053,20.311248,0.139402,"standard"
"rand-2-40-11-414-200-67_ext.xml.minion.gz",40,0,40,11,11,11,11,11,11,0,40,414,2,2,2,2,2,2,0.05,20.7,0.05,0,0,0,0,0,0,0,0,414,1,0,0,0,0,0,0.530769,0.686658,0.540413,12,0.3,27,0.675,21,0.525,20.7,0.5175,25,0.625,16,0.4,0,0,100,178,202,228,342,203.350242,0.491184,12.473684,18.347826,20.409091,22.3125,28.095238,20.310097,0.140474,"standard"
"rand-2-40-11-414-200-69_ext.xml.minion.gz",40,0,40,11,11,11,11,11,11,0,40,414,2,2,2,2,2,2,0.05,20.7,0.05,0,0,0,0,0,0,0,0,414,1,0,0,0,0,0,0.530769,0.686658,0.534565,15,0.375,28,0.7,21,0.525,20.7,0.5175,24,0.6,16,0.4,0,0,97,176,202,230,304,202.101449,0.488168,12.315789,18,20.153846,22.333333,30.333333,20.214304,0.146891,"standard"
"rand-2-40-11-414-200-71_ext.xml.minion.gz",40,0,40,11,11,11,11,11,11,0,40,414,2,2,2,2,2,2,0.05,20.7,0.05,0,0,0,0,0,0,0,0,414,1,0,0,0,0,0,0.530769,0.686658,0.524491,13,0.325,27,0.675,20.5,0.5125,20.7,0.5175,26,0.65,16,0.4,0,0,103,172,200,230,321,202.289855,0.488623,11.736842,18.111111,20.1,22.222222,28.777778,20.260702,0.148185,"standard"
"rand-2-40-11-414-200-73_ext.xml.minion.gz",40,0,40,11,11,11,11,11,11,0,40,414,2,2,2,2,2,2,0.05,20.7,0.05,0,0,0,0,0,0,0,0,414,1,0,0,0,0,0,0.530769,0.686658,0.538962,12,0.3,29,0.725,20,0.5,20.7,0.5175,23,0.575,16,0.4,0,0,104,174,200,225,300,199.874396,0.482788,11.888889,17.941176,19.875,21.727273,29.066667,19.962455,0.147143,"standard"
"rand-2-40-11-414-200-75_ext.xml.minion.gz",40,0,40,11,11,11,11,11,11,0,40,414,2,2,2,2,2,2,0.05,20.7,0.05,0,0,0,0,0,0,0,0,414,1,0,0,0,0,0,0.530769,0.686658,0.528124,15,0.375,30,0.75,21.5,0.5375,20.7,0.5175,22,0.55,15,0.375,0,0,84,173,195,226,317,200.231884,0.483652,9.176471,18.052632,20.04,21.875,28.473684,19.942754,0.141883,"standard"
"rand-2-40-11-414-200-77_ext.xml.minion.gz",40,0,40,11,11,11,11,11,11,0,40,414,2,2,2,2,2,2,0.05,20.7,0.05,0,0,0,0,0,0,0,0,414,1,0,0,0,0,0,0.530769,0.686658,0.526219,14,0.35,26,0.65,20,0.5,20.7,0.5175,26,0.65,17,0.425,0,0,117,174,200,221,310,199.272947,0.481336,11.222222,17.952381,19.909091,21.809524,29.647059,19.900617,0.138068,"standard"
"rand-2-40-11-414-200-79_ext.xml.minion.gz",40,0,40,11,11,11,11,11,11,0,40,414,2,2,2,2,2,2,0.05,20.7,0.05,0,0,0,0,0,0,0,0,414,1,0,0,0,0,0,0.530769,0.686658,0.522447,14,0.35,26,0.65,21,0.525,20.7,0.5175,21,0.525,16,0.4,0,0,78,174,199,225,319,199.649758,0.482246,12.652174,18.26087,20.04,21.727273,27.6,20.036065,0.130404,"standard"
"rand-2-40-11-414-200-9_ext.xml.minion.gz",40,0,40,11,11,11,11,11,11,0,40,414,2,2,2,2,2,2,0.05,20.7,0.05,0,0,0,0,0,0,0,0,414,1,0,0,0,0,0,0.530769,0.686658,0.537689,14,0.35,26,0.65,21,0.525,20.7,0.5175,25,0.625,15,0.375,0,0,106,176,198,224,337,201.152174,0.485875,11.5625,18.066667,20.090909,21.782609,28.823529,20.087972,0.137047,"standard"
"rand-2-40-16-250-350-11_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.312134,7,0.175,17,0.425,13,0.325,12.5,0.3125,17,0.425,9,0.225,0,0,270,331,357,374,431,353.884,1.415536,24.846154,32.714286,35,37.909091,53.428571,35.239156,0.114039,"standard"
"rand-2-40-16-250-350-13_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.331942,6,0.15,20,0.5,12,0.3,12.5,0.3125,15,0.375,9,0.225,0,0,259,329,351,366,446,348.244,1.392976,22.571429,32.25,34.75,37.4375,46.833333,34.712107,0.107765,"standard"
"rand-2-40-16-250-350-15_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.332116,6,0.15,18,0.45,13,0.325,12.5,0.3125,16,0.4,9,0.225,0,0,239,335,356,379,451,356.552,1.426208,22.75,33.181818,35.461538,38,50.285714,35.49719,0.108935,"standard"
"rand-2-40-16-250-350-17_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.323702,7,0.175,18,0.45,13,0.325,12.5,0.3125,16,0.4,9,0.225,0,0,254,329,345,370,439,348.748,1.394992,23.2,32.181818,34.75,37.333333,46.384615,34.851927,0.109808,"standard"
"rand-2-40-16-250-350-19_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.32836,7,0.175,20,0.5,12.5,0.3125,12.5,0.3125,19,0.475,9,0.225,0,0,261,327,350,375,435,349.16,1.39664,22.285714,32.375,34.7,37.538462,48.111111,34.875239,0.108504,"standard"
"rand-2-40-16-250-350-1_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.318515,7,0.175,19,0.475,12.5,0.3125,12.5,0.3125,13,0.325,9,0.225,0,0,280,324,350,373,431,350.076,1.400304,22.125,32.375,35.3125,37.461538,49.333333,35.111884,0.107465,"standard"
"rand-2-40-16-250-350-21_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.326709,8,0.2,19,0.475,13,0.325,12.5,0.3125,16,0.4,9,0.225,0,0,258,328,347,368,429,348.456,1.393824,21.545455,32.307692,34.846154,37.153846,47.357143,34.776969,0.109508,"standard"
"rand-2-40-16-250-350-23_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.319229,8,0.2,18,0.45,12.5,0.3125,12.5,0.3125,17,0.425,9,0.225,0,0,260,328,349,373,478,350.024,1.400096,24.076923,32.5,35.25,37.764706,48.555556,35.201326,0.114339,"standard"
"rand-2-40-16-250-350-25_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.319391,7,0.175,18,0.45,12,0.3,12.5,0.3125,16,0.4,9,0.225,0,0,263,329,351,373,444,350.596,1.402384,23.4,32.545455,35.285714,37.571429,46.909091,35.060391,0.106823,"standard"
"rand-2-40-16-250-350-27_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.306085,5,0.125,18,0.45,12.5,0.3125,12.5,0.3125,17,0.425,9,0.225,0,0,229,324,349,375,442,348.864,1.395456,20,32.083333,34.615385,37.25,46,34.636762,0.109616,"standard"
"rand-2-40-16-250-350-29_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.327637,7,0.175,18,0.45,13,0.325,12.5,0.3125,16,0.4,9,0.225,0,0,251,326,351,371,457,349.248,1.396992,24.090909,32.2,34.8,37.307692,51.857143,34.925374,0.113774,"standard"
"rand-2-40-16-250-350-31_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.334485,6,0.15,18,0.45,13,0.325,12.5,0.3125,16,0.4,9,0.225,0,0,240,328,351,373,448,350.56,1.40224,23.3,32.666667,35,37.705882,51.090909,35.189948,0.108162,"standard"
"rand-2-40-16-250-350-33_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.323802,6,0.15,18,0.45,13,0.325,12.5,0.3125,16,0.4,9,0.225,0,0,267,329,347,372,476,349.736,1.398944,25.153846,32.611111,34.818182,37.357143,45.7,34.966921,0.107391,"standard"
"rand-2-40-16-250-350-35_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.309689,8,0.2,18,0.45,12.5,0.3125,12.5,0.3125,15,0.375,9,0.225,0,0,268,328,348,368,423,348.48,1.39392,23.454545,32.454545,34.866667,37.307692,48.75,34.924932,0.104878,"standard"
"rand-2-40-16-250-350-37_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.310017,7,0.175,19,0.475,13,0.325,12.5,0.3125,19,0.475,9,0.225,0,0,258,327,350,372,429,349.264,1.397056,22.875,32.5,34.777778,37.454545,49.666667,34.948954,0.108363,"standard"
"rand-2-40-16-250-350-39_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.301622,7,0.175,20,0.5,12,0.3,12.5,0.3125,13,0.325,8,0.2,0,0,272,326,347,369,438,346.86,1.38744,21.090909,32.0625,34.555556,37.285714,45.875,34.718687,0.115798,"standard"
"rand-2-40-16-250-350-3_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.313138,6,0.15,18,0.45,12.5,0.3125,12.5,0.3125,16,0.4,9,0.225,0,0,275,331,351,374,449,352.792,1.411168,22.888889,32.714286,35.090909,38.1,47.888889,35.294798,0.112598,"standard"
"rand-2-40-16-250-350-41_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.340709,7,0.175,20,0.5,12,0.3,12.5,0.3125,19,0.475,9,0.225,0,0,253,333,351,373,462,350.864,1.403456,21.428571,32.333333,35,37.857143,47.428571,34.997344,0.11786,"standard"
"rand-2-40-16-250-350-43_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.332446,8,0.2,17,0.425,13,0.325,12.5,0.3125,17,0.425,9,0.225,0,0,266,327,349,376,441,351.308,1.405232,22.2,32.583333,35,37.75,46.818182,35.119517,0.11077,"standard"
"rand-2-40-16-250-350-45_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.334415,6,0.15,21,0.525,12.5,0.3125,12.5,0.3125,18,0.45,9,0.225,0,0,272,332,353,377,433,353.7,1.4148,24.625,32.666667,35,37.923077,49,35.203695,0.112731,"standard"
"rand-2-40-16-250-350-47_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.312273,5,0.125,18,0.45,12.5,0.3125,12.5,0.3125,15,0.375,9,0.225,0,0,248,326,352,374,435,350.444,1.401776,24.4,32.5625,35,37.416667,46.5,34.963821,0.11344,"standard"
"rand-2-40-16-250-350-49_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.333073,7,0.175,20,0.5,12,0.3,12.5,0.3125,17,0.425,9,0.225,0,0,272,330,350,374,461,352.804,1.411216,24.125,32.307692,35.411765,37.909091,48,35.162644,0.114037,"standard"
"rand-2-40-16-250-350-51_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.347833,7,0.175,20,0.5,12,0.3,12.5,0.3125,13,0.325,8,0.2,0,0,273,328,347,369,448,348.928,1.395712,21.454545,32.4,34.8,37.764706,49.25,35.008174,0.11346,"standard"
"rand-2-40-16-250-350-53_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.290885,8,0.2,17,0.425,12.5,0.3125,12.5,0.3125,14,0.35,9,0.225,0,0,256,332,351,371,437,351.556,1.406224,23.583333,32.5,34.916667,37.6875,48.416667,35.096582,0.110313,"standard"
"rand-2-40-16-250-350-55_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.332797,7,0.175,19,0.475,12,0.3,12.5,0.3125,14,0.35,9,0.225,0,0,260,327,353,376,453,351.072,1.404288,23.727273,32.6,35.1875,37.769231,48.692308,35.183079,0.107701,"standard"
"rand-2-40-16-250-350-57_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.313086,7,0.175,19,0.475,12,0.3,12.5,0.3125,16,0.4,9,0.225,0,0,269,327,350,377,446,351.268,1.405072,23.888889,32.375,35.055556,37.4,44.454545,34.879871,0.10566,"standard"
"rand-2-40-16-250-350-59_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.336241,4,0.1,20,0.5,12,0.3,12.5,0.3125,14,0.35,9,0.225,0,0,267,326,350,374,439,349.3,1.3972,21,32.272727,34.9,37.214286,48,34.850632,0.113926,"standard"
"rand-2-40-16-250-350-5_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.34933,7,0.175,19,0.475,12,0.3,12.5,0.3125,15,0.375,9,0.225,0,0,275,325,348,371,456,347.992,1.391968,21.181818,32.529412,35.166667,37.555556,47.857143,34.999433,0.113168,"standard"
"rand-2-40-16-250-350-61_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.313981,7,0.175,21,0.525,12,0.3,12.5,0.3125,14,0.35,9,0.225,0,0,280,326,349,373,455,350.384,1.401536,20.428571,32.428571,35,37.571429,48.714286,34.937652,0.108501,"standard"
"rand-2-40-16-250-350-63_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.317708,7,0.175,17,0.425,13,0.325,12.5,0.3125,16,0.4,9,0.225,0,0,279,327,349,372,430,350.532,1.402128,21.555556,32.352941,35.176471,37.714286,47.909091,35.130568,0.110489,"standard"
"rand-2-40-16-250-350-65_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.332584,6,0.15,20,0.5,13,0.325,12.5,0.3125,14,0.35,9,0.225,0,0,261,330,352,372,471,351.652,1.406608,22.916667,32.384615,35.166667,37.785714,56.5,35.139242,0.119972,"standard"
"rand-2-40-16-250-350-67_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.321438,6,0.15,19,0.475,12,0.3,12.5,0.3125,17,0.425,9,0.225,0,0,244,326,350,371,473,349.024,1.396096,23.25,32.444444,34.916667,38,47.818182,35.179085,0.116781,"standard"
"rand-2-40-16-250-350-69_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.337759,7,0.175,21,0.525,12,0.3,12.5,0.3125,17,0.425,8,0.2,0,0,257,327,352,372,442,349.62,1.39848,23.928571,32.615385,35,37.666667,47.25,35.074382,0.11154,"standard"
"rand-2-40-16-250-350-71_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.312814,7,0.175,19,0.475,12,0.3,12.5,0.3125,19,0.475,9,0.225,0,0,265,326,351,373,447,350.572,1.402288,26.083333,32.785714,35.142857,37.416667,47,35.107745,0.104716,"standard"
"rand-2-40-16-250-350-73_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.311425,7,0.175,19,0.475,12,0.3,12.5,0.3125,16,0.4,9,0.225,0,0,273,326,347,373,452,350.268,1.401072,24.909091,32.214286,34.666667,37.6,48.714286,34.966327,0.113019,"standard"
"rand-2-40-16-250-350-75_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.29926,8,0.2,19,0.475,12,0.3,12.5,0.3125,18,0.45,9,0.225,0,0,276,325,347,370,447,348.84,1.39536,24.333333,32.357143,34.785714,37.4,47.090909,34.883061,0.108751,"standard"
"rand-2-40-16-250-350-77_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.330634,8,0.2,18,0.45,12,0.3,12.5,0.3125,18,0.45,9,0.225,0,0,273,329,351,370,445,350.444,1.401776,19.2,32.666667,34.9,37.4,45.3,34.967186,0.108272,"standard"
"rand-2-40-16-250-350-79_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.296398,6,0.15,18,0.45,13,0.325,12.5,0.3125,16,0.4,9,0.225,0,0,252,332,354,374,458,353.564,1.414256,23.833333,32.857143,35.375,37.909091,46.818182,35.409456,0.1069,"standard"
"rand-2-40-16-250-350-7_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.296832,8,0.2,18,0.45,12.5,0.3125,12.5,0.3125,16,0.4,9,0.225,0,0,266,328,351,372,477,350.744,1.402976,20.1,32.666667,35,37.538462,49.625,35.032443,0.11001,"standard"
"rand-2-40-16-250-350-9_ext.xml.minion.gz",40,0,40,16,16,16,16,16,16,0,40,250,2,2,2,2,2,2,0.05,12.5,0.05,0,0,0,0,0,0,0,0,250,1,0,0,0,0,0,0.320513,0.697768,0.344085,5,0.125,20,0.5,12.5,0.3125,12.5,0.3125,17,0.425,9,0.225,0,0,252,329,348,371,429,350.568,1.402272,21.222222,32.153846,35,37.384615,48.111111,34.844982,0.113884,"standard"
"rand-2-40-180-84-900-11_ext.xml.minion.gz",40,0,40,180,180,180,180,180,180,0,40,84,2,2,2,2,2,2,0.05,4.2,0.05,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0.107692,0.734779,0.16244,1,0.025,8,0.2,4,0.1,4.2,0.105,8,0.2,3,0.075,5541,0.773883,871,894,899,906,921,900.011905,10.714427,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"rand-2-40-180-84-900-13_ext.xml.minion.gz",40,0,40,180,180,180,180,180,180,0,40,84,2,2,2,2,2,2,0.05,4.2,0.05,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0.107692,0.734779,0.164881,1,0.025,9,0.225,4,0.1,4.2,0.105,7,0.175,3,0.075,0,0,874,892,898,905,918,897.880952,10.689059,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"rand-2-40-180-84-900-15_ext.xml.minion.gz",40,0,40,180,180,180,180,180,180,0,40,84,2,2,2,2,2,2,0.05,4.2,0.05,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0.107692,0.734779,0.107976,1,0.025,9,0.225,4,0.1,4.2,0.105,5,0.125,4,0.1,3,0.000419,876,894,901,907,921,900.059524,10.714994,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"rand-2-40-180-84-900-17_ext.xml.minion.gz",40,0,40,180,180,180,180,180,180,0,40,84,2,2,2,2,2,2,0.05,4.2,0.05,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0.107692,0.734779,0.166369,1,0.025,8,0.2,4,0.1,4.2,0.105,5,0.125,3,0.075,2,0.000279,871,894,900,906,920,899.488095,10.708192,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"rand-2-40-180-84-900-19_ext.xml.minion.gz",40,0,40,180,180,180,180,180,180,0,40,84,2,2,2,2,2,2,0.05,4.2,0.05,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0.107692,0.734779,0.06119,1,0.025,8,0.2,4,0.1,4.2,0.105,6,0.15,3,0.075,8,0.001117,873,893,900,907,918,899.25,10.705357,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"rand-2-40-180-84-900-1_ext.xml.minion.gz",40,0,40,180,180,180,180,180,180,0,40,84,2,2,2,2,2,2,0.05,4.2,0.05,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0.107692,0.734779,0.149286,1,0.025,9,0.225,4,0.1,4.2,0.105,9,0.225,3,0.075,3,0.000419,874,896,902,909,921,901.607143,10.733418,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"rand-2-40-180-84-900-21_ext.xml.minion.gz",40,0,40,180,180,180,180,180,180,0,40,84,2,2,2,2,2,2,0.05,4.2,0.05,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0.107692,0.734779,0.091905,1,0.025,8,0.2,4,0.1,4.2,0.105,7,0.175,3,0.075,0,0,876,893,900,904,935,898.75,10.699405,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"rand-2-40-180-84-900-23_ext.xml.minion.gz",40,0,40,180,180,180,180,180,180,0,40,84,2,2,2,2,2,2,0.05,4.2,0.05,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0.107692,0.734779,0.075714,1,0.025,8,0.2,4,0.1,4.2,0.105,8,0.2,3,0.075,0,0,877,893,899,905,922,899.464286,10.707908,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
"rand-2-40-180-84-900-25_ext.xml.minion.gz",40,0,40,180,180,180,180,180,180,0,40,84,2,2,2,2,2,2,0.05,4.2,0.05,0,0,0,0,0,0,0,0,84,1,0,0,0,0,0,0.107692,0.734779,0.13379,1,0.025,10,0.25,4,0.1,4.2,0.105,7,0.175,3,0.075,5220,0.72905,872,894,900,907,922,899.916667,10.713294,9.692308,19.555556,23.5,26.666667,36.4,24.901102,0.15748,"standard"
