"id","EXIST_VARS","FORALL_VARS","TOTAL_VARS","CLAUSES","LITERALS","EXIST_SET","FORALL_SET","TOTAL_SET","UNARY_CLAUSES","BINARY_CLAUSES","TERNARY_MORE_CLAUSES","POS_HORN","NEG_HORN","EXIST_LIT_PER_CLAUSE","FORALL_LIT_PER_CLAUSE","EXIST_VARS_PER_SET","FORALL_POS_LITS_PER_CLAUSE","FORALL_NEG_LITS_PER_CLAUSE","OCCS_POS_NO_PER_VAR","OCCS_FORALL_NO_PER_VAR","OCCS_FORALL_POS_NO_PER_VAR","W_OCCS_POS_NO_PER_VAR","W_OCCS_FORALL_NO_PER_VAR","W_OCCS_FORALL_POS_NO_PER_VAR","W_PRODUCTS","LITN_LIT","LITEP_LIT","LITEN_LITE","LITEN_LITN","LITFN_LIT","LITFP_LITFN","OCCP_OCCN","OCCE_OCC","OCCEN_OCC","OCCFP_OCCF","OCCEN_OCCE","OCCEN_OCCN","OCCFP_OCCFN","TERMORE_CLAUSE","NEG_HORN_CLAUSE","WOCCN_WOCC","WOCCEP_WOCC","WOCCFN_WOCC","WOCCEP_WOCCE","WOCCEP_WOCCP","WOCCFN_WOCCN","Class"
"s510_d31_s-shuffled",25219,6684,31903,79877,208668,2,1,3,6,56238,23633,43815,60619,1.548005,1.064361,12609.5,0.532181,0.532181,3.366204,12.719629,6.359814,7.373006,25.439258,12.719629,14.473572,0.485345,0.310939,0.475269,0.580266,0.203716,1,1.060389,0.749621,0.356272,0.5,0.475269,0.734058,1,0.295867,0.758904,0.479837,0.42019,0.897366,0.532314,0.807804,1.870149,"sKizzo"
"s510_d4_s-shuffled",2728,663,3391,8543,22152,2,1,3,6,6018,2519,4719,6403,1.629638,0.963362,1364,0.481681,0.481681,3.355942,12.413273,6.206637,7.08552,24.826546,12.413273,16.329179,0.486277,0.327961,0.478164,0.617991,0.185762,1,1.056443,0.781218,0.37355,0.5,0.478164,0.768185,1,0.294861,0.749503,0.480318,0.424714,0.910443,0.530564,0.817257,1.895502,"sKizzo"
"s713_d3_s-shuffled",3098,791,3889,8792,22251,2,1,3,19,6509,2264,5106,6454,1.615218,0.915605,1549,0.457803,0.457803,2.876832,10.176991,5.088496,6.026485,20.353982,10.176991,11.400258,0.497191,0.321918,0.495599,0.636175,0.180891,1,1.011299,0.801172,0.39706,0.5,0.495599,0.798607,1,0.257507,0.734076,0.490289,0.42008,0.860754,0.514943,0.824154,1.755603,"sKizzo"
"s713_d5_s-shuffled",5772,1601,7373,16632,42427,2,1,3,19,12219,4394,9570,12310,1.572451,0.978475,2886,0.489238,0.489238,2.900854,10.164897,5.082448,6.235318,20.329794,10.164897,11.572765,0.495887,0.312325,0.493328,0.613242,0.191788,1,1.016588,0.787403,0.388448,0.5,0.493328,0.783339,1,0.26419,0.740139,0.489535,0.421234,0.832167,0.516388,0.825196,1.699913,"sKizzo"
"s820_d6_s-shuffled",6603,1435,8038,22630,59767,2,1,3,5,16332,6293,13318,17267,1.617897,1.023155,3301.5,0.511578,0.511578,3.863648,16.135192,8.067596,8.267355,32.270383,16.135192,29.781614,0.480382,0.325916,0.467976,0.596775,0.193702,1,1.081676,0.745728,0.348983,0.5,0.467976,0.726469,1,0.278082,0.763014,0.473519,0.417593,1.027521,0.541827,0.793177,2.169968,"sKizzo"
"s820_d7_s-shuffled",7865,1723,9588,26960,71243,2,1,3,5,19451,7504,15848,20583,1.60701,1.035534,3932.5,0.517767,0.517767,3.861702,16.203134,8.101567,8.298811,32.406268,16.203134,28.590337,0.480286,0.323779,0.467582,0.592045,0.195935,1,1.082094,0.741354,0.346644,0.5,0.467582,0.721745,1,0.278338,0.763464,0.473475,0.416661,1.028022,0.542069,0.791342,2.171227,"sKizzo"
"sortnetsort10.AE.stepl.005",4176,945,5121,8550,22662,1,1,2,225,6858,1467,7778,5191,1.929474,0.721053,4176,0.473684,0.247368,1.96817,6.52381,4.285714,3.145479,6.52381,4.285714,22.779215,0.555247,0.26604,0.63454,0.831916,0.093328,1.914894,0.801001,0.892691,0.566448,0.656934,0.63454,1.020173,1.914894,0.171579,0.607135,0.588651,0.377605,0.292686,0.36546,0.917969,0.497214,"sKizzo"
"sortnetsort10.AE.stepl.012",9993,2268,12261,20492,54323,1,1,2,540,16434,3518,18642,12443,1.928899,0.722038,9993,0.474331,0.247706,1.97072,6.52381,4.285714,3.148683,6.52381,4.285714,23.487041,0.555198,0.265873,0.634604,0.831698,0.093441,1.914894,0.80116,0.892771,0.566556,0.656934,0.634604,1.020459,1.914894,0.171677,0.607213,0.588641,0.377644,0.292395,0.365396,0.918042,0.496729,"sKizzo"
"sortnetsort10.v.stepl.006",1744,11,1755,5874,14451,2,1,3,0,4683,1191,4954,2955,2.363807,0.096357,872,0.048178,0.048178,3.070655,51.454545,25.727273,8.435328,102.909091,51.454545,106.369266,0.627085,0.353332,0.632265,0.968771,0.019583,1,0.594681,0.966893,0.611333,0.5,0.632265,0.974881,1,0.202758,0.503064,0.567981,0.418123,2.635268,0.429697,0.967833,4.639713,"sKizzo"
"sortnetsort10.v.stepl.007",2034,11,2045,6850,16853,2,1,3,0,5461,1389,5777,3445,2.377664,0.082628,1017,0.041314,0.041314,3.072861,51.454545,25.727273,8.464059,102.909091,51.454545,108.898722,0.627129,0.356079,0.631547,0.973224,0.016792,1,0.594569,0.971642,0.613637,0.5,0.631547,0.978487,1,0.202774,0.50292,0.567848,0.420282,2.627133,0.430179,0.972531,4.626475,"sKizzo"
"sortnetsort10.v.stepl.012-shuffled",3484,11,3495,11730,28863,2,1,3,0,9351,2379,9892,5895,2.412361,0.048252,1742,0.024126,0.024126,3.078398,51.454545,25.727273,8.536195,102.909091,51.454545,115.229621,0.627239,0.362956,0.629784,0.984368,0.009805,1,0.594289,0.983485,0.619384,0.5,0.629784,0.987476,1,0.202813,0.502558,0.567517,0.425618,2.606927,0.431357,0.984126,4.593569,"quantor"
"sortnetsort5.AE.stepl.003",494,102,596,1003,2686,1,1,2,30,752,221,884,579,2.025922,0.652044,494,0.418744,0.2333,1.963087,6.411765,4.117647,3.221477,6.411765,4.117647,14.870445,0.564408,0.279226,0.630906,0.845646,0.087118,1.794872,0.771768,0.912719,0.575839,0.642202,0.630906,1.020254,1.794872,0.220339,0.577268,0.593048,0.383577,0.289804,0.369094,0.942561,0.488668,"QuBE"
"sortnetsort5.AE.stepl.005",816,170,986,1665,4462,1,1,2,50,1248,367,1468,961,2.025225,0.654655,816,0.42042,0.234234,1.971602,6.411765,4.117647,3.233266,6.411765,4.117647,15.448529,0.564321,0.278799,0.631079,0.845115,0.087405,1.794872,0.772041,0.913156,0.576274,0.642202,0.631079,1.021181,1.794872,0.22042,0.577177,0.593056,0.383755,0.288741,0.368921,0.943015,0.48687,"QuBE"
"sortnetsort5.AE.stepl.006",977,204,1181,1996,5350,1,1,2,60,1496,440,1760,1152,2.02505,0.655311,977,0.420842,0.234469,1.973751,6.411765,4.117647,3.23624,6.411765,4.117647,15.594678,0.564299,0.278692,0.631123,0.844982,0.087477,1.794872,0.77211,0.913267,0.576384,0.642202,0.631123,1.021416,1.794872,0.220441,0.577154,0.593058,0.3838,0.288475,0.368877,0.943132,0.486419,"QuBE"
"sortnetsort5.AE.stepl.007",1138,238,1376,2327,6238,1,1,2,70,1744,513,2052,1343,2.024925,0.65578,1138,0.421143,0.234637,1.975291,6.411765,4.117647,3.238372,6.411765,4.117647,15.699473,0.564283,0.278615,0.631154,0.844886,0.087528,1.794872,0.772159,0.913348,0.576463,0.642202,0.631154,1.021585,1.794872,0.220456,0.577138,0.593059,0.383833,0.288284,0.368846,0.943215,0.486096,"QuBE"
"sortnetsort5.v.stepl.007-shuffled",424,6,430,1385,3473,2,1,3,0,1046,339,1117,710,2.409386,0.098195,212,0.049097,0.049097,3.125581,22.666667,11.333333,8.567442,45.333333,22.666667,64.433962,0.613015,0.367406,0.617621,0.96806,0.01958,1,0.631282,0.974438,0.601833,0.5,0.617621,0.981759,1,0.244765,0.512635,0.549798,0.439717,1.191087,0.448489,0.976712,2.166407,"quantor"
"sortnetsort6.AE.stepl.003",772,165,937,1572,4194,1,1,2,45,1210,317,1402,925,1.990458,0.677481,772,0.438931,0.23855,1.964781,6.454545,4.181818,3.19317,6.454545,4.181818,16.23057,0.56104,0.27444,0.632151,0.840629,0.089413,1.84,0.782405,0.905523,0.572427,0.647887,0.632151,1.020297,1.84,0.201654,0.588422,0.591424,0.381539,0.290802,0.367849,0.933826,0.491698,"QuBE"
"sortnetsort6.AE.stepl.006",1531,330,1861,3132,8361,1,1,2,90,2410,632,2794,1843,1.989464,0.680077,1531,0.440613,0.239464,1.972595,6.454545,4.181818,3.203654,6.454545,4.181818,16.994121,0.560938,0.27401,0.632322,0.840085,0.089702,1.84,0.782729,0.90588,0.572808,0.647887,0.632322,1.021162,1.84,0.201788,0.588442,0.59142,0.381691,0.289854,0.367678,0.934188,0.490098,"QuBE"
"sortnetsort6.v.stepl.003-shuffled",280,7,287,926,2305,2,1,3,0,713,213,759,473,2.275378,0.213823,140,0.106911,0.106911,3.073171,28.285714,14.142857,8.247387,56.571429,28.285714,60.685714,0.617354,0.339696,0.628382,0.930429,0.04295,1,0.619817,0.936952,0.588764,0.5,0.628382,0.953689,1,0.230022,0.510799,0.556492,0.416568,1.521079,0.43898,0.939259,2.733333,"sKizzo"
"sortnetsort7.AE.stepl.003",1113,243,1356,2270,6041,1,1,2,63,1776,431,2040,1352,1.967401,0.693833,1113,0.451982,0.24185,1.965339,6.481481,4.222222,3.174041,6.481481,4.222222,17.63522,0.558848,0.271313,0.633005,0.837382,0.090879,1.868852,0.789396,0.900688,0.57014,0.651429,0.633005,1.020206,1.868852,0.189868,0.595595,0.590368,0.380097,0.291573,0.366995,0.9279,0.493883,"QuBE"
"sortnetsort7.AE.stepl.005",1845,405,2250,3774,10047,1,1,2,105,2952,717,3392,2248,1.966614,0.695548,1845,0.4531,0.242448,1.970222,6.481481,4.222222,3.180444,6.481481,4.222222,18.287263,0.558774,0.271026,0.633118,0.837015,0.091072,1.868852,0.789633,0.900888,0.570368,0.651429,0.633118,1.02075,1.868852,0.189984,0.595654,0.59036,0.380186,0.290992,0.366882,0.928097,0.492905,"QuBE"
"sortnetsort7.AE.stepl.006",2211,486,2697,4526,12050,1,1,2,126,3540,860,4068,2696,1.966416,0.695979,2211,0.45338,0.242598,1.97145,6.481481,4.222222,3.182054,6.481481,4.222222,18.451379,0.558755,0.270954,0.633146,0.836923,0.09112,1.868852,0.789693,0.900939,0.570426,0.651429,0.633146,1.020887,1.868852,0.190013,0.595669,0.590358,0.380208,0.290846,0.366854,0.928147,0.49266,"QuBE"
"sortnetsort7.AE.stepl.009",3309,729,4038,6782,18059,1,1,2,189,5304,1289,6096,4040,1.966087,0.696697,3309,0.453848,0.242849,1.973502,6.481481,4.222222,3.184745,6.481481,4.222222,18.725899,0.558724,0.270834,0.633193,0.836769,0.091201,1.868852,0.789792,0.901024,0.570522,0.651429,0.633193,1.021116,1.868852,0.190062,0.595694,0.590355,0.380246,0.290603,0.366807,0.928231,0.492251,"QuBE"
"sortnetsort7.v.stepl.004-shuffled",528,8,536,1759,4361,2,1,3,0,1372,387,1457,892,2.324616,0.154633,264,0.077317,0.077317,3.08209,34,17,8.365672,68,34,74.314394,0.621188,0.347627,0.629249,0.949797,0.031186,1,0.609819,0.951835,0.598942,0.5,0.629249,0.964188,1,0.220011,0.507106,0.560521,0.419075,1.786141,0.43607,0.953572,3.186571,"sKizzo"
"sortnetsort8.AE.stepl.005",2517,560,3077,5151,13687,1,1,2,140,4074,937,4654,3094,1.950495,0.706659,2517,0.462046,0.244613,1.969451,6.5,4.25,3.165421,6.5,4.25,19.766389,0.557244,0.268868,0.633722,0.834797,0.092058,1.888889,0.794546,0.897372,0.568684,0.653846,0.633722,1.020529,1.888889,0.181906,0.60066,0.589618,0.379098,0.291702,0.366278,0.923768,0.49473,"sKizzo"
"sortnetsort8.AE.stepl.007",3517,784,4301,7205,19147,1,1,2,196,5698,1311,6510,4328,1.950173,0.707287,3517,0.462457,0.24483,1.971169,6.5,4.25,3.167635,6.5,4.25,20.06824,0.557215,0.268763,0.633763,0.834661,0.092129,1.888889,0.794639,0.897436,0.568762,0.653846,0.633763,1.020722,1.888889,0.181957,0.600694,0.589614,0.379127,0.291501,0.366237,0.92383,0.494393,"QuBE"
"sortnetsort8.AE.stepl.009",4517,1008,5525,9259,24607,1,1,2,252,7322,1685,8366,5562,1.949995,0.707636,4517,0.462685,0.244951,1.972127,6.5,4.25,3.168869,6.5,4.25,20.23644,0.557199,0.268704,0.633786,0.834585,0.092169,1.888889,0.79469,0.897472,0.568805,0.653846,0.633786,1.020829,1.888889,0.181985,0.600713,0.589611,0.379144,0.291389,0.366214,0.923865,0.494206,"sKizzo"
"sortnetsort8.v.stepl.008-shuffled",1420,9,1429,4752,11747,2,1,3,0,3741,1011,3966,2397,2.396675,0.075337,710,0.037668,0.037668,3.090973,39.777778,19.888889,8.520644,79.555556,39.777778,93.028169,0.623989,0.360773,0.627887,0.97558,0.015238,1,0.602592,0.975669,0.612609,0.5,0.627887,0.981763,1,0.212753,0.504419,0.563193,0.426651,2.039191,0.435141,0.97675,3.620768,"quantor"
"sortnetsort9.AE.stepl.004",2639,592,3231,5398,14322,1,1,2,144,4304,950,4896,3262,1.938866,0.714339,2639,0.468322,0.246017,1.967502,6.513514,4.27027,3.152584,6.513514,4.27027,20.983706,0.556137,0.267351,0.634149,0.833271,0.092724,1.903614,0.798117,0.894694,0.567369,0.655602,0.634149,1.020196,1.903614,0.175991,0.604298,0.589075,0.378243,0.292396,0.365851,0.920469,0.496365,"QuBE"
"sortnetsort9.AE.stepl.005",3294,740,4034,6743,17892,1,1,2,180,5376,1187,6116,4075,1.938603,0.714815,3294,0.468634,0.246181,1.968765,6.513514,4.27027,3.154189,6.513514,4.27027,21.265938,0.556114,0.26727,0.63418,0.833166,0.092779,1.903614,0.798191,0.894737,0.567424,0.655602,0.63418,1.020337,1.903614,0.176034,0.60433,0.589071,0.378264,0.29225,0.36582,0.920509,0.496121,"sKizzo"
"sortnetsort9.AE.stepl.012",7879,1776,9655,16158,42882,1,1,2,432,12880,2846,14656,9766,1.937987,0.71593,7879,0.469365,0.246565,1.971724,6.513514,4.27027,3.157949,6.513514,4.27027,21.927656,0.556061,0.267082,0.634253,0.832921,0.092906,1.903614,0.798364,0.894839,0.567554,0.655602,0.634253,1.020669,1.903614,0.176136,0.604406,0.589061,0.378312,0.291909,0.365747,0.920604,0.49555,"sKizzo"
"sortnetsort9.v.stepl.006",1384,10,1394,4649,11461,2,1,3,0,3686,963,3903,2342,2.367176,0.098086,692,0.049043,0.049043,3.077475,45.6,22.8,8.449067,91.2,45.6,97.91185,0.625687,0.354419,0.630895,0.968205,0.019894,1,0.598243,0.967151,0.610171,0.5,0.630895,0.975201,1,0.207141,0.503764,0.565948,0.420262,2.342598,0.431758,0.968229,4.139246,"sKizzo"
"sortnetsort9.v.stepl.012-shuffled",2764,10,2774,9281,22885,2,1,3,0,7358,1923,7791,4670,2.416658,0.049133,1382,0.024566,0.024566,3.086518,45.6,22.8,8.554434,91.2,45.6,105.979016,0.625868,0.364169,0.628427,0.984082,0.009963,1,0.59778,0.98362,0.618134,0.5,0.628427,0.987642,1,0.207198,0.503179,0.565504,0.427688,2.316111,0.433384,0.984332,4.095658,"quantor"
"ssa7552-159-00-shuffled",7115,1363,8478,13936,28630,2,1,3,4,13251,681,13340,8519,1.467423,0.586969,3557.5,0.237586,0.349383,1.125855,6.001467,2.4292,1.516395,12.002935,4.858401,6.041743,0.666608,0.217744,0.695159,0.744878,0.170066,0.680016,0.500131,0.851119,0.591663,0.404768,0.695159,0.887572,0.680016,0.048866,0.611294,0.769993,0.132899,1.083683,0.157687,0.577803,1.407393,"quantor"
"ssa7552-159-50-shuffled",5761,1363,7124,11906,28286,2,1,3,4,11220,682,11309,7165,1.745171,0.630606,2880.5,0.278263,0.352343,1.671252,5.508437,2.430668,3.178692,11.016875,4.861335,11.340739,0.579085,0.30379,0.586438,0.743895,0.148307,0.78975,0.726862,0.90836,0.532697,0.441263,0.586438,0.919894,0.78975,0.057282,0.601797,0.620025,0.332387,0.735822,0.359332,0.87476,1.186763,"QuBE"
"ssa7552-159-90-shuffled",4663,1363,6026,10259,24443,2,1,3,4,9573,682,9662,6067,1.70426,0.678331,2331.5,0.322936,0.355395,1.702456,5.105649,2.430668,3.302356,10.211299,4.861335,12.871756,0.580289,0.284171,0.602722,0.74295,0.149163,0.908667,0.72328,0.924379,0.557144,0.476074,0.602722,0.960115,0.908667,0.066478,0.591383,0.616644,0.330457,0.621053,0.349389,0.86201,1.00715,"QuBE"
"ssa7552-160-50-shuffled",5903,1391,7294,12233,29059,2,1,3,4,11545,684,11598,7353,1.744298,0.631162,2951.5,0.276057,0.355105,1.677132,5.550683,2.42775,3.186729,11.101366,4.8555,11.236151,0.579029,0.304759,0.584966,0.741828,0.149489,0.777394,0.72703,0.907332,0.530758,0.437379,0.584966,0.916635,0.777394,0.055914,0.601079,0.620419,0.332741,0.743963,0.360091,0.876603,1.19913,"QuBE"
"stmt11_643_645",536,49,585,1892,4731,1,1,2,1,1441,450,1538,1360,2.252114,0.248414,536,0.124207,0.124207,3.694017,9.591837,4.795918,6.986325,9.591837,4.795918,39.514925,0.543226,0.407102,0.547993,0.90856,0.049672,1,0.840856,0.982991,0.538673,0.5,0.547993,0.991619,1,0.237844,0.718816,0.545485,0.467542,0.312012,0.452007,1.028662,0.57199,"sSolve"
"stmt124_966_965",640,63,703,2310,5781,1,1,2,1,1758,551,1879,1634,2.189177,0.31342,640,0.15671,0.15671,3.733997,11.492063,5.746032,6.953058,11.492063,5.746032,38.44375,0.545926,0.391455,0.552501,0.885298,0.062619,1,0.831749,0.960872,0.530883,0.5,0.552501,0.972444,1,0.238528,0.707359,0.548994,0.458713,0.372713,0.447499,1.017088,0.678901,"sSolve"
"stmt137_903_911",657,67,724,2362,5909,1,1,2,1,1796,565,1921,1670,2.183319,0.318374,657,0.159187,0.159187,3.707182,11.223881,5.61194,6.895028,11.223881,5.61194,37.844749,0.545778,0.390591,0.552453,0.883411,0.063632,1,0.832248,0.961737,0.531314,0.5,0.552453,0.9735,1,0.239204,0.707028,0.548888,0.459672,0.367165,0.447547,1.018977,0.668924,"sSolve"
"stmt16_0_1",123,29,152,512,1289,1,1,2,1,389,122,415,369,1.900391,0.617188,123,0.308594,0.308594,3.848684,10.896552,5.448276,6.657895,10.896552,5.448276,35.902439,0.54616,0.331265,0.561151,0.775568,0.122576,1,0.830966,0.932821,0.523454,0.5,0.561151,0.958426,1,0.238281,0.720703,0.552608,0.466556,0.366109,0.438849,1.042836,0.66251,"quantor"
"stmt16_47_48",1873,253,2126,7179,18242,1,1,2,1,5586,1592,5945,5065,2.178298,0.362725,1873,0.181362,0.181362,3.851364,10.29249,5.146245,7.09031,10.29249,5.146245,41.876135,0.551146,0.377481,0.559662,0.870499,0.071374,1,0.814402,0.973048,0.544578,0.5,0.559662,0.988084,1,0.221758,0.70553,0.555077,0.461402,0.322931,0.440338,1.037036,0.581778,"sKizzo"
"stmt16_818_819",382,63,445,1517,3858,1,1,2,1,1183,333,1243,1094,2.109426,0.433751,382,0.216875,0.216875,3.919101,10.444444,5.222222,7.098876,10.444444,5.222222,42.146597,0.547952,0.36677,0.557813,0.844371,0.085277,1,0.824976,0.966239,0.53898,0.5,0.557813,0.983626,1,0.219512,0.72116,0.552423,0.467091,0.329256,0.442188,1.043599,0.596022,"sSolve"
"stmt17_143_144",184,36,220,683,1698,1,1,2,1,510,172,545,499,1.959004,0.527086,184,0.263543,0.263543,3.572727,10,5,6.327273,10,5,30.445652,0.537102,0.35689,0.547085,0.802632,0.106007,1,0.861842,0.942157,0.51544,0.5,0.547085,0.959668,1,0.25183,0.7306,0.541502,0.477316,0.362319,0.452915,1.041042,0.6691,"sKizzo"
"stmt17_18_19",161,33,194,623,1558,1,1,2,1,462,160,499,451,1.955056,0.545746,161,0.272873,0.272873,3.670103,10.30303,5.151515,6.463918,10.30303,5.151515,33.192547,0.543004,0.347882,0.555008,0.799054,0.109114,1,0.841608,0.94201,0.522823,0.5,0.555008,0.962836,1,0.256822,0.723917,0.548271,0.470528,0.360012,0.444992,1.041616,0.656632,"sKizzo"
"stmt17_63_70",6450,334,6784,25910,65401,1,1,2,1,19768,6141,21651,18288,2.191779,0.332381,6450,0.166191,0.166191,4.294222,25.784431,12.892216,7.953715,25.784431,12.892216,81.545736,0.554563,0.379597,0.562838,0.881276,0.06584,1,0.80322,0.913284,0.514031,0.5,0.562838,0.926911,1,0.237013,0.705828,0.558409,0.427393,0.715777,0.437162,0.967848,1.281815,"sKizzo"
"stmt17_63_78",7262,392,7654,29444,74379,1,1,2,1,22490,6953,24575,20804,2.167606,0.358511,7262,0.179256,0.179256,4.326627,26.928571,13.464286,7.963679,26.928571,13.464286,80.189755,0.554767,0.374272,0.563825,0.872089,0.070961,1,0.802559,0.904397,0.509922,0.5,0.563825,0.919164,1,0.236143,0.706562,0.55895,0.424606,0.745689,0.436175,0.962716,1.334088,"sKizzo"
"stmt17_82_94",11061,508,11569,45347,114780,1,1,2,1,34739,10607,37733,32126,2.212627,0.318522,11061,0.159261,0.159261,4.412136,28.433071,14.216535,8.200017,28.433071,14.216535,87.996926,0.555288,0.381791,0.563247,0.886689,0.06292,1,0.800866,0.914307,0.514981,0.5,0.563247,0.927412,1,0.233907,0.708448,0.559001,0.426139,0.764569,0.436753,0.966302,1.367743,"sKizzo"
"stmt17_99_98",2084,270,2354,7815,19762,1,1,2,1,6034,1780,6451,5569,2.178119,0.350608,2084,0.175304,0.175304,3.779099,10.148148,5.074074,6.976211,10.148148,5.074074,40.220729,0.549843,0.380832,0.557866,0.873919,0.069325,1,0.818701,0.972945,0.542773,0.5,0.557866,0.987142,1,0.227767,0.712604,0.553556,0.462215,0.324716,0.442134,1.035325,0.586601,"sKizzo"
"stmt18_258_260",460,38,498,1528,3743,1,1,2,1,1122,405,1221,1080,2.156414,0.293194,460,0.146597,0.146597,3.465863,11.789474,5.894737,6.481928,11.789474,5.894737,31.247826,0.538873,0.401282,0.544158,0.888944,0.059845,1,0.855726,0.953031,0.518599,0.5,0.544158,0.962378,1,0.265052,0.706806,0.541347,0.462085,0.417104,0.455842,1.007483,0.770493,"sSolve"
"stmt19_125_302",3161,235,3396,11148,27451,1,1,2,1,8016,3131,8599,6591,2.108988,0.353427,3161,0.176713,0.176713,3.472909,16.765957,8.382979,6.365724,16.765957,8.382979,67.558368,0.570362,0.357874,0.582153,0.874178,0.071764,1,0.753273,0.920145,0.535665,0.5,0.582153,0.939167,1,0.280858,0.591227,0.575802,0.414205,0.558624,0.417847,0.976441,0.970168,"sKizzo"
"stmt19_133_257",2795,210,3005,9666,23741,1,1,2,1,6898,2767,7433,5800,2.128802,0.327333,2795,0.163666,0.163666,3.416639,15.066667,7.533333,6.306822,15.066667,7.533333,64.112343,0.567541,0.365823,0.577927,0.882589,0.066636,1,0.761986,0.931849,0.538541,0.5,0.577927,0.948901,1,0.286261,0.600041,0.572363,0.421388,0.510801,0.422073,0.985388,0.892441,"sKizzo"
"stmt19_137_313",3174,235,3409,11203,27590,1,1,2,1,8058,3144,8642,6633,2.109256,0.353477,3174,0.176738,0.176738,3.479906,16.851064,8.425532,6.378997,16.851064,8.425532,67.652804,0.570025,0.358209,0.58176,0.874102,0.071765,1,0.754308,0.919882,0.535151,0.5,0.58176,0.93882,1,0.280639,0.592074,0.575439,0.414476,0.56077,0.41824,0.976246,0.974508,"sKizzo"
"stmt19_142_261",2818,210,3028,9750,23919,1,1,2,1,6997,2752,7536,5840,2.127897,0.325333,2818,0.162667,0.162667,3.410172,15.104762,7.552381,6.296565,15.104762,7.552381,64.300213,0.568293,0.3654,0.578734,0.883322,0.066307,1,0.759656,0.932024,0.539394,0.5,0.578734,0.949148,1,0.282256,0.598974,0.573143,0.420513,0.511991,0.421266,0.985137,0.893305,"sKizzo"
"stmt19_177_302",3440,235,3675,12064,29691,1,1,2,1,8678,3385,9309,7144,2.134532,0.326592,3440,0.163296,0.163296,3.472925,16.765957,8.382979,6.409796,16.765957,8.382979,70.669186,0.570139,0.363511,0.580871,0.883625,0.06635,1,0.753958,0.926549,0.538205,0.5,0.580871,0.943989,1,0.280587,0.592175,0.575124,0.415941,0.55567,0.419129,0.97897,0.966175,"sKizzo"
"stmt19_214_309",3608,235,3843,12628,31085,1,1,2,1,9093,3534,9748,7463,2.148796,0.312797,3608,0.156398,0.156398,3.474369,16.808511,8.404255,6.434817,16.808511,8.404255,73.635809,0.570468,0.365996,0.580726,0.888626,0.063535,1,0.752946,0.929786,0.539951,0.5,0.580726,0.946505,1,0.279854,0.590988,0.575249,0.416284,0.55475,0.419274,0.980065,0.964365,"sKizzo"
"stmt19_217_250",3235,210,3445,11116,27299,1,1,2,1,7952,3163,8562,6649,2.172094,0.283735,3235,0.141868,0.141868,3.422061,15.019048,7.509524,6.386357,15.019048,7.509524,71.385471,0.568153,0.37408,0.577055,0.898324,0.057768,1,0.76009,0.94188,0.543517,0.5,0.577055,0.956638,1,0.284545,0.598147,0.572331,0.422786,0.502883,0.422945,0.988583,0.878657,"sKizzo"
"stmt19_261_266",3878,210,4088,13237,32440,1,1,2,1,9466,3770,10222,8000,2.200801,0.249906,3878,0.124953,0.124953,3.434932,15.752381,7.87619,6.465264,15.752381,7.87619,79.913357,0.567139,0.381874,0.574763,0.910099,0.050986,1,0.763235,0.946657,0.544103,0.5,0.574763,0.959382,1,0.284808,0.604367,0.570746,0.424181,0.52293,0.425237,0.988182,0.916222,"sKizzo"
"stmt19_2_180",1415,157,1572,5013,12414,1,1,2,1,3569,1443,3829,2929,2.056653,0.419709,1415,0.209854,0.209854,3.400127,13.401274,6.700637,6.131043,13.401274,6.700637,49.686219,0.569438,0.345819,0.583608,0.851181,0.084743,1,0.756118,0.922663,0.538474,0.5,0.583608,0.945623,1,0.287852,0.584281,0.575867,0.419761,0.463536,0.416392,0.989692,0.804937,"sKizzo"
"stmt19_2_83",913,107,1020,3222,8043,1,1,2,1,2283,938,2445,1843,2.030726,0.465549,913,0.232775,0.232775,3.384314,14.018692,7.009346,6.033333,14.018692,7.009346,41.371303,0.570807,0.335944,0.58704,0.836637,0.093249,1,0.751906,0.908842,0.533526,0.5,0.58704,0.934687,1,0.291124,0.572005,0.578089,0.413912,0.490164,0.41296,0.981041,0.847905,"quantor"
"stmt19_313_318",4640,235,4875,16232,39943,1,1,2,1,11728,4503,12574,9606,2.207676,0.25308,4640,0.12654,0.12654,3.515282,17.480851,8.740426,6.609231,17.480851,8.740426,90.155603,0.570964,0.377613,0.579099,0.909936,0.051423,1,0.751425,0.942591,0.545853,0.5,0.579099,0.956021,1,0.277415,0.591794,0.574811,0.418245,0.562295,0.420901,0.983669,0.978226,"sKizzo"
"stmt19_313_412",5207,280,5487,18545,45768,1,1,2,1,13444,5100,14356,10860,2.18021,0.287733,5207,0.143866,0.143866,3.565701,19.057143,9.528571,6.645161,19.057143,9.528571,93.392356,0.572518,0.369188,0.582088,0.89818,0.058294,1,0.74667,0.930916,0.541876,0.5,0.582088,0.946478,1,0.275007,0.585603,0.577007,0.413123,0.606534,0.417912,0.976667,1.051174,"sKizzo"
"stmt19_3_177",1563,157,1720,5507,13632,1,1,2,1,3931,1575,4216,3195,2.093699,0.381696,1563,0.190848,0.190848,3.401163,13.388535,6.694268,6.191279,13.388535,6.694268,54.225208,0.570863,0.352039,0.583781,0.864945,0.077098,1,0.751735,0.930763,0.543362,0.5,0.583781,0.951827,1,0.286,0.580171,0.576782,0.419764,0.4576,0.416219,0.991839,0.793367,"sKizzo"
