"id","cheap.pattern.time","cheap.pattern.vertices","cheap.pattern.edges","cheap.pattern.loops","cheap.pattern.meandeg","cheap.pattern.maxdeg","cheap.pattern.degisfixed","cheap.pattern.density","cheap.target.time","cheap.target.vertices","cheap.target.edges","cheap.target.loops","cheap.target.meandeg","cheap.target.maxdeg","cheap.target.degisfixed","cheap.target.density","distance.pattern.time","distance.pattern.isconnected","distance.pattern.meandistance","distance.pattern.maxdistance","distance.pattern.proportiondistancege2","distance.pattern.proportiondistancege3","distance.pattern.proportiondistancege4","distance.target.time","distance.target.isconnected","distance.target.meandistance","distance.target.maxdistance","distance.target.proportiondistancege2","distance.target.proportiondistancege3","distance.target.proportiondistancege4","glasgow4","glasgow4_success","cheap_pattern","cheap_target","distance_pattern","distance_target","Class"
"images-CVIU11-37-146",0,104,147,0,2.82692,4,0,0.027446,25,4549,6783,4,2.98131,4,0,0.000656,0,1,8.8665,24,0.963203,0.919379,0.860762,1985,1,41.5681,88,0.999125,0.998,0.996393,7774,TRUE,0,25,1985,1985,"glasgow1"
"images-CVIU11-37-41",0,104,147,0,2.82692,4,0,0.027446,17,3632,5242,11,2.88354,4,0,0.000795,0,1,8.8665,24,0.963203,0.919379,0.860762,1202,1,38.6453,86,0.998932,0.997659,0.995869,12560,TRUE,0,17,1202,1202,"glasgow1"
"images-CVIU11-37-54",0,104,147,0,2.82692,4,0,0.027446,9,2754,4051,4,2.94045,4,0,0.001069,0,1,8.8665,24,0.963203,0.919379,0.860762,624,1,32.9284,71,0.99857,0.996815,0.994333,3336,TRUE,0,9,624,624,"glasgow1"
"images-CVIU11-37-70",0,104,147,0,2.82692,4,0,0.027446,34,5232,7701,5,2.94285,4,0,0.000563,0,1,8.8665,24,0.963203,0.919379,0.860762,2727,1,44.6363,99,0.999247,0.99832,0.997014,23029,TRUE,0,34,2727,2727,"glasgow1"
"images-CVIU11-37-84",0,104,147,0,2.82692,4,0,0.027446,1,1072,1541,2,2.87313,4,0,0.002684,0,1,8.8665,24,0.963203,0.919379,0.860762,72,1,20.7674,49,0.996389,0.992214,0.986493,889,TRUE,0,1,72,72,"glasgow1"
"images-CVIU11-38-1",0,126,176,0,2.79365,4,0,0.022349,22,4212,6129,10,2.90788,4,0,0.000691,0,1,10.418,28,0.969892,0.935878,0.891912,1701,1,39.3091,87,0.999073,0.997947,0.996359,5682,TRUE,0,22,1701,1701,"glasgow1"
"images-CVIU11-38-10",0,126,176,0,2.79365,4,0,0.022349,15,3506,5145,1,2.93468,4,0,0.000837,0,1,10.418,28,0.969892,0.935878,0.891912,1088,1,36.8294,83,0.998878,0.997478,0.995491,3490,TRUE,0,15,1088,1088,"glasgow1"
"images-CVIU11-38-131",0,126,176,0,2.79365,4,0,0.022349,9,2645,3900,2,2.9482,4,0,0.001115,0,1,10.418,28,0.969892,0.935878,0.891912,563,1,33.4505,68,0.998508,0.996631,0.993936,1874,TRUE,0,9,563,563,"glasgow1"
"images-CVIU11-38-23",0,126,176,0,2.79365,4,0,0.022349,23,4264,6230,13,2.91909,4,0,0.000685,0,1,10.418,28,0.969892,0.935878,0.891912,1772,1,42.7418,94,0.999082,0.997953,0.996345,3637,TRUE,0,23,1772,1772,"glasgow1"
"images-CVIU11-38-71",0,126,176,0,2.79365,4,0,0.022349,27,4700,6913,6,2.94043,4,0,0.000626,0,1,10.418,28,0.969892,0.935878,0.891912,2192,1,40.981,85,0.999162,0.998145,0.996718,8379,TRUE,0,27,2192,2192,"glasgow1"
"images-CVIU11-38-78",0,126,176,0,2.79365,4,0,0.022349,37,5489,8115,8,2.95537,4,0,0.000539,0,1,10.418,28,0.969892,0.935878,0.891912,3071,1,40.9675,86,0.99928,0.998378,0.997085,6880,TRUE,0,37,3071,3071,"glasgow1"
"images-CVIU11-39-107",0,147,215,0,2.92517,4,0,0.020035,12,3132,4592,3,2.93135,4,0,0.000937,1,1,10.3491,26,0.973298,0.942663,0.899995,821,1,37.9969,82,0.998745,0.997228,0.995086,1449,TRUE,0,12,821,821,"vf2"
"images-CVIU11-39-114",0,147,215,0,2.92517,4,0,0.020035,5,2124,3095,3,2.9129,4,0,0.001373,1,1,10.3491,26,0.973298,0.942663,0.899995,339,1,31.1288,71,0.998158,0.995895,0.992667,569,TRUE,0,5,339,339,"vf2"
"images-CVIU11-39-37",0,147,215,0,2.92517,4,0,0.020035,35,5352,7953,3,2.97141,4,0,0.000555,1,1,10.3491,26,0.973298,0.942663,0.899995,2951,1,45.9944,96,0.999258,0.998308,0.996931,6827,TRUE,0,35,2951,2951,"vf2"
"images-CVIU11-39-68",0,147,215,0,2.92517,4,0,0.020035,37,5540,8167,6,2.94729,4,0,0.000532,1,1,10.3491,26,0.973298,0.942663,0.899995,3205,1,41.9472,95,0.999288,0.998405,0.997142,5278,TRUE,0,37,3205,3205,"vf2"
"images-CVIU11-39-80",0,147,215,0,2.92517,4,0,0.020035,9,2734,4025,1,2.94404,4,0,0.001077,1,1,10.3491,26,0.973298,0.942663,0.899995,594,1,36.344,76,0.998558,0.996783,0.994304,1145,TRUE,0,9,594,594,"vf2"
"images-CVIU11-4-42",0,147,201,1,2.72789,4,0,0.018731,19,3834,5635,7,2.93766,4,0,0.000767,1,1,10.5292,25,0.974686,0.946643,0.908325,1336,1,42.9811,101,0.998973,0.997689,0.995837,4407,TRUE,0,19,1336,1336,"glasgow1"
"images-CVIU11-4-50",0,147,201,1,2.72789,4,0,0.018731,35,5306,7890,2,2.97361,4,0,0.000561,1,1,10.5292,25,0.974686,0.946643,0.908325,2863,1,41.3371,87,0.999251,0.998287,0.996873,3610,TRUE,0,35,2863,2863,"glasgow1"
"images-CVIU11-40-126",0,65,92,0,2.83077,3,0,0.044231,2,1342,1942,3,2.89195,4,0,0.002158,0,1,7.37788,18,0.941065,0.871953,0.789112,121,1,23.8733,51,0.997102,0.993643,0.988818,1099,TRUE,0,2,121,121,"vf2"
"images-CVIU11-40-136",0,65,92,0,2.83077,3,0,0.044231,12,3109,4618,3,2.96977,4,0,0.000956,0,1,7.37788,18,0.941065,0.871953,0.789112,822,1,33.6504,69,0.998723,0.997128,0.994849,7873,TRUE,0,12,822,822,"vf2"
"images-CVIU11-40-139",0,65,92,0,2.83077,3,0,0.044231,5,2051,3043,2,2.96636,4,0,0.001447,0,1,7.37788,18,0.941065,0.871953,0.789112,315,1,26.98,56,0.998067,0.995654,0.992211,2487,TRUE,0,5,315,315,"vf2"
"images-CVIU11-40-23",0,65,92,0,2.83077,3,0,0.044231,22,4264,6230,13,2.91909,4,0,0.000685,0,1,7.37788,18,0.941065,0.871953,0.789112,1770,1,42.7418,94,0.999082,0.997953,0.996345,17680,TRUE,0,22,1770,1770,"vf2"
"images-CVIU11-40-46",0,65,92,0,2.83077,3,0,0.044231,18,3794,5613,6,2.9573,4,0,0.00078,0,1,7.37788,18,0.941065,0.871953,0.789112,1300,1,40.2999,93,0.998957,0.997622,0.995702,11079,TRUE,0,18,1300,1300,"vf2"
"images-CVIU11-40-8",0,65,92,0,2.83077,3,0,0.044231,15,3501,5098,9,2.90974,4,0,0.000832,0,1,7.37788,18,0.941065,0.871953,0.789112,977,1,47.8083,105,0.998884,0.997534,0.995647,8713,TRUE,0,15,977,977,"vf2"
"images-CVIU11-41-113",0,90,123,0,2.73333,4,0,0.030712,10,2877,4146,7,2.87974,4,0,0.001002,0,1,6.95181,16,0.958519,0.907654,0.837284,704,1,32.754,72,0.998652,0.997063,0.994823,4003,TRUE,0,10,704,704,"glasgow1"
"images-CVIU11-41-4",0,90,123,0,2.73333,4,0,0.030712,21,4104,5995,6,2.92008,4,0,0.000712,0,1,6.95181,16,0.958519,0.907654,0.837284,1569,1,42.8867,87,0.999045,0.997884,0.996234,9208,TRUE,0,21,1569,1569,"glasgow1"
"images-CVIU11-41-86",0,90,123,0,2.73333,4,0,0.030712,17,3696,5440,4,2.94264,4,0,0.000797,0,1,6.95181,16,0.958519,0.907654,0.837284,1211,1,41.7675,117,0.998934,0.99761,0.995717,5575,TRUE,0,17,1211,1211,"glasgow1"
"images-CVIU11-41-88",0,90,123,0,2.73333,4,0,0.030712,25,4497,6539,11,2.90571,4,0,0.000647,0,1,6.95181,16,0.958519,0.907654,0.837284,1998,1,37.2689,90,0.999132,0.998088,0.996619,10132,TRUE,0,25,1998,1998,"glasgow1"
"images-CVIU11-42-112",0,97,136,0,2.80412,4,0,0.02921,8,2526,3633,2,2.87569,4,0,0.001139,0,1,7.34665,16,0.960782,0.915932,0.856627,497,1,36.8552,80,0.998466,0.996675,0.994215,1536,TRUE,0,8,497,497,"glasgow1"
"images-CVIU11-42-122",0,97,136,0,2.80412,4,0,0.02921,14,3315,4877,3,2.94148,4,0,0.000888,0,1,7.34665,16,0.960782,0.915932,0.856627,1021,1,31.4018,64,0.998811,0.997332,0.995212,5837,TRUE,0,14,1021,1021,"glasgow1"
"images-CVIU11-42-53",0,97,136,0,2.80412,4,0,0.02921,9,2639,3881,6,2.93899,4,0,0.001115,0,1,7.34665,16,0.960782,0.915932,0.856627,564,1,32.7909,67,0.998508,0.996669,0.994084,3922,TRUE,0,9,564,564,"glasgow1"
"images-CVIU11-42-68",0,97,136,0,2.80412,4,0,0.02921,37,5540,8167,6,2.94729,4,0,0.000532,0,1,7.34665,16,0.960782,0.915932,0.856627,3185,1,41.9472,95,0.999288,0.998405,0.997142,15205,TRUE,0,37,3185,3185,"glasgow1"
"images-CVIU11-42-78",0,97,136,0,2.80412,4,0,0.02921,37,5489,8115,8,2.95537,4,0,0.000539,0,1,7.34665,16,0.960782,0.915932,0.856627,3124,1,40.9675,86,0.99928,0.998378,0.997085,17169,TRUE,0,37,3124,3124,"glasgow1"
"images-CVIU11-42-80",0,97,136,0,2.80412,4,0,0.02921,9,2734,4025,1,2.94404,4,0,0.001077,0,1,7.34665,16,0.960782,0.915932,0.856627,597,1,36.344,76,0.998558,0.996783,0.994304,2425,TRUE,0,9,597,597,"glasgow1"
"images-CVIU11-42-88",0,97,136,0,2.80412,4,0,0.02921,25,4497,6539,11,2.90571,4,0,0.000647,0,1,7.34665,16,0.960782,0.915932,0.856627,1995,1,37.2689,90,0.999132,0.998088,0.996619,6668,TRUE,0,25,1995,1995,"glasgow1"
"images-CVIU11-43-112",0,89,116,0,2.60674,3,0,0.029622,8,2526,3633,2,2.87569,4,0,0.001139,0,1,12.3238,26,0.959475,0.921601,0.879182,496,1,36.8552,80,0.998466,0.996675,0.994215,849,TRUE,0,8,496,496,"vf2"
"images-CVIU11-43-65",0,89,116,0,2.60674,3,0,0.029622,15,3468,5112,3,2.94723,4,0,0.00085,0,1,12.3238,26,0.959475,0.921601,0.879182,1072,1,35.6588,74,0.998862,0.997438,0.995426,1564,TRUE,0,15,1072,1072,"vf2"
"images-CVIU11-43-76",0,89,116,0,2.60674,3,0,0.029622,41,5763,8486,5,2.94413,4,0,0.000511,0,1,12.3238,26,0.959475,0.921601,0.879182,3416,1,47.3548,101,0.999316,0.998462,0.997237,3825,TRUE,0,41,3416,3416,"vf2"
"images-CVIU11-44-119",0,145,212,0,2.92414,4,0,0.020307,35,5376,7926,4,2.94792,4,0,0.000549,1,1,8.77232,21,0.972937,0.939263,0.893127,2949,1,41.5088,87,0.999266,0.998343,0.997006,14576,TRUE,0,35,2949,2949,"glasgow1"
"images-CVIU11-44-20",0,145,212,0,2.92414,4,0,0.020307,27,4682,6880,6,2.93763,4,0,0.000628,1,1,8.77232,21,0.972937,0.939263,0.893127,2147,1,43.7777,92,0.999159,0.998116,0.996622,10420,TRUE,0,27,2147,2147,"glasgow1"
"images-CVIU11-44-84",0,145,212,0,2.92414,4,0,0.020307,1,1072,1541,2,2.87313,4,0,0.002684,1,1,8.77232,21,0.972937,0.939263,0.893127,73,1,20.7674,49,0.996389,0.992214,0.986493,609,TRUE,0,1,73,73,"vf2"
"images-CVIU11-44-98",0,145,212,0,2.92414,4,0,0.020307,5,2005,2887,10,2.87481,4,0,0.001437,1,1,8.77232,21,0.972937,0.939263,0.893127,293,1,32.821,73,0.99807,0.99582,0.992712,1514,TRUE,0,5,293,293,"vf2"
"images-CVIU11-5-134",0,59,81,0,2.74576,3,0,0.047341,13,3182,4715,2,2.96292,4,0,0.000932,0,1,7.27294,16,0.936512,0.87044,0.795174,870,1,33.876,76,0.998755,0.997179,0.994927,1202,TRUE,0,13,870,870,"vf2"
"images-CVIU11-5-19",0,59,81,0,2.74576,3,0,0.047341,42,5916,8741,6,2.95402,4,0,5e-04,0,1,7.27294,16,0.936512,0.87044,0.795174,3648,1,47.8128,101,0.999332,0.998484,0.99726,5031,TRUE,0,42,3648,3648,"vf2"
"images-CVIU11-5-62",0,59,81,0,2.74576,3,0,0.047341,31,5025,7388,14,2.93771,4,0,0.000585,0,1,7.27294,16,0.936512,0.87044,0.795174,2512,1,44.1066,110,0.999217,0.998253,0.996888,4559,TRUE,0,31,2512,2512,"vf2"
"images-CVIU11-6-119",0,53,68,0,2.56604,4,0,0.049347,35,5376,7926,4,2.94792,4,0,0.000549,0,1,7.59361,19,0.932716,0.869349,0.801709,2948,1,41.5088,87,0.999266,0.998343,0.997006,1261,TRUE,0,35,2948,2948,"glasgow1"
"images-CVIU11-6-25",0,53,68,0,2.56604,4,0,0.049347,10,2778,3946,13,2.83621,4,0,0.001023,0,1,7.59361,19,0.932716,0.869349,0.801709,621,1,36.0208,75,0.998621,0.997043,0.994804,357,TRUE,0,10,621,621,"glasgow1"
"images-CVIU11-6-58",0,53,68,0,2.56604,4,0,0.049347,7,2365,3470,4,2.93277,4,0,0.001241,0,1,7.59361,19,0.932716,0.869349,0.801709,438,1,31.9077,67,0.998338,0.996296,0.993389,272,TRUE,0,7,438,438,"vf2"
"images-CVIU11-7-56",0,70,94,0,2.68571,4,0,0.038923,6,2308,3374,3,2.92244,4,0,0.001267,0,1,7.45756,16,0.947347,0.889388,0.822449,412,1,32.4271,67,0.998301,0.996239,0.993335,1998,TRUE,0,6,412,412,"vf2"
"images-CVIU11-7-96",0,70,94,0,2.68571,4,0,0.038923,11,2944,4280,2,2.90693,4,0,0.000988,0,1,7.45756,16,0.947347,0.889388,0.822449,727,1,32.8291,76,0.998673,0.997088,0.994892,4325,TRUE,0,11,727,727,"glasgow1"
"images-CVIU11-8-120",0,90,130,0,2.88889,4,0,0.032459,23,4301,6349,3,2.95164,4,0,0.000687,0,1,7.40225,19,0.95679,0.906667,0.838519,1726,1,39.4806,84,0.999081,0.997933,0.996298,19336,TRUE,0,23,1726,1726,"supplementallad"
"images-CVIU11-8-129",0,90,130,0,2.88889,4,0,0.032459,4,1751,2534,1,2.89377,4,0,0.001654,0,1,7.40225,19,0.95679,0.906667,0.838519,219,1,28.5572,61,0.997777,0.995146,0.991542,2567,TRUE,0,4,219,219,"vf2"
"images-CVIU11-8-130",0,90,130,0,2.88889,4,0,0.032459,3,1721,2516,1,2.9233,4,0,0.0017,0,1,7.40225,19,0.95679,0.906667,0.838519,206,1,27.8297,58,0.997721,0.994968,0.991138,3967,TRUE,0,3,206,206,"supplementallad"
"images-CVIU11-8-20",0,90,130,0,2.88889,4,0,0.032459,27,4682,6880,6,2.93763,4,0,0.000628,0,1,7.40225,19,0.95679,0.906667,0.838519,2152,1,43.7777,92,0.999159,0.998116,0.996622,25828,TRUE,0,27,2152,2152,"supplementallad"
"images-CVIU11-8-68",0,90,130,0,2.88889,4,0,0.032459,37,5540,8167,6,2.94729,4,0,0.000532,0,1,7.40225,19,0.95679,0.906667,0.838519,3212,1,41.9472,95,0.999288,0.998405,0.997142,28991,TRUE,0,37,3212,3212,"supplementallad"
"images-CVIU11-8-83",0,90,130,0,2.88889,4,0,0.032459,23,4293,6284,6,2.92616,4,0,0.000682,0,1,7.40225,19,0.95679,0.906667,0.838519,1796,1,38.0865,86,0.999086,0.99796,0.996336,37087,TRUE,0,23,1796,1796,"supplementallad"
"images-CVIU11-9-110",0,148,203,0,2.74324,4,0,0.018662,9,2666,3771,4,2.82746,4,0,0.001062,1,1,10.1457,25,0.974708,0.947498,0.911797,592,1,33.6777,82,0.998565,0.996926,0.994667,3022,TRUE,0,9,592,592,"vf2"
"meshes-CVIU11-1-106",0,49,136,0,5.55102,8,0,0.115646,1,969,1909,1,3.93911,952,0,0.00407,0,1,3.18367,6,0.866306,0.663057,0.409829,55,1,2.03089,4,0.994904,0.034651,0.000273,776,TRUE,0,1,55,55,"lad"
"meshes-CVIU11-1-120",0,49,136,0,5.55102,8,0,0.115646,0,794,1939,1,4.88287,685,0,0.006159,0,1,3.18367,6,0.866306,0.663057,0.409829,44,1,2.27537,6,0.992592,0.252968,0.026883,796,TRUE,0,0,44,44,"lad"
"meshes-CVIU11-1-149",0,49,136,0,5.55102,8,0,0.115646,2,1439,3945,1,5.48228,1343,0,0.003813,0,1,3.18367,6,0.866306,0.663057,0.409829,174,1,2.13418,6,0.995496,0.128159,0.009385,5096,TRUE,0,2,174,174,"lad"
"meshes-CVIU11-1-170",0,49,136,0,5.55102,8,0,0.115646,1,938,1692,1,3.60661,797,0,0.00385,0,1,3.18367,6,0.866306,0.663057,0.409829,53,1,2.32814,6,0.99509,0.276174,0.050539,572,TRUE,0,1,53,53,"lad"
"meshes-CVIU11-1-175",0,49,136,0,5.55102,8,0,0.115646,0,286,627,1,4.38112,238,0,0.015385,0,1,3.18367,6,0.866306,0.663057,0.409829,3,1,2.31572,5,0.981197,0.298279,0.030686,52,TRUE,0,0,3,3,"supplementallad"
"meshes-CVIU11-1-187",0,49,136,0,5.55102,8,0,0.115646,20,4034,7065,0,3.50273,3508,0,0.000869,0,1,3.18367,6,0.866306,0.663057,0.409829,1396,1,2.26534,6,0.998884,0.242952,0.022366,25826,TRUE,0,20,1396,1396,"lad"
"meshes-CVIU11-1-188",0,49,136,0,5.55102,8,0,0.115646,4,1827,4708,1,5.15326,1680,0,0.002822,0,1,3.18367,6,0.866306,0.663057,0.409829,285,1,2.15817,5,0.996632,0.153462,0.007356,7312,TRUE,0,4,285,285,"lad"
"meshes-CVIU11-1-20",0,49,136,0,5.55102,8,0,0.115646,4,1830,3671,1,4.01148,1810,0,0.002194,0,1,3.18367,6,0.866306,0.663057,0.409829,243,1,2.01959,4,0.997262,0.021661,0.000108,4914,TRUE,0,4,243,243,"lad"
"meshes-CVIU11-1-205",0,49,136,0,5.55102,8,0,0.115646,1,963,1765,1,3.66459,656,0,0.00381,0,1,3.18367,6,0.866306,0.663057,0.409829,63,1,2.781,16,0.995157,0.529742,0.150654,493,TRUE,0,1,63,63,"lad"
"meshes-CVIU11-1-206",0,49,136,0,5.55102,8,0,0.115646,35,5357,8560,1,3.19563,2899,0,0.000597,0,1,3.18367,6,0.866306,0.663057,0.409829,3100,1,3.23126,8,0.999217,0.706052,0.355948,34759,TRUE,0,35,3100,3100,"lad"
"meshes-CVIU11-1-220",0,49,136,0,5.55102,8,0,0.115646,0,300,738,0,4.92,253,0,0.016455,0,1,3.18367,6,0.866306,0.663057,0.409829,4,1,2.32546,7,0.980267,0.275489,0.053422,62,TRUE,0,0,4,4,"glasgow1"
"meshes-CVIU11-1-223",0,49,136,0,5.55102,8,0,0.115646,7,2431,6300,1,5.18264,2340,0,0.002133,0,1,3.18367,6,0.866306,0.663057,0.409829,542,1,2.07571,6,0.997457,0.07324,0.004456,17873,TRUE,0,7,542,542,"lad"
"meshes-CVIU11-1-225",0,49,136,0,5.55102,8,0,0.115646,14,3303,6093,1,3.68907,3299,0,0.001117,0,1,3.18367,6,0.866306,0.663057,0.409829,832,1,2.0013,4,0.99858,0.002418,1e-06,24378,TRUE,0,14,832,832,"lad"
"meshes-CVIU11-1-250",0,49,136,0,5.55102,8,0,0.115646,0,529,1192,1,4.50473,419,0,0.008535,0,1,3.18367,6,0.866306,0.663057,0.409829,15,1,2.5101,9,0.989598,0.366944,0.106139,234,TRUE,0,0,15,15,"lad"
"meshes-CVIU11-1-278",0,49,136,0,5.55102,8,0,0.115646,0,364,468,0,2.57143,4,0,0.007084,0,1,3.18367,6,0.866306,0.663057,0.409829,5,1,13.1661,31,0.990188,0.976558,0.956904,7,TRUE,0,0,5,5,"lad"
"meshes-CVIU11-1-279",0,49,136,0,5.55102,8,0,0.115646,0,600,770,0,2.56667,324,0,0.004285,0,1,3.18367,6,0.866306,0.663057,0.409829,19,1,3.0752,12,0.994056,0.700578,0.261294,78,TRUE,0,0,19,19,"lad"
"meshes-CVIU11-1-282",0,49,136,0,5.55102,8,0,0.115646,4,1816,3020,1,3.32544,1573,0,0.001833,0,1,3.18367,6,0.866306,0.663057,0.409829,249,1,2.2653,4,0.997618,0.249187,0.017801,3183,TRUE,0,4,249,249,"lad"
"meshes-CVIU11-1-283",0,49,136,0,5.55102,8,0,0.115646,21,4142,9735,1,4.70039,2802,0,0.001135,0,1,3.18367,6,0.866306,0.663057,0.409829,1868,1,2.6688,6,0.998624,0.541128,0.120718,40010,TRUE,0,21,1868,1868,"lad"
"meshes-CVIU11-1-294",0,49,136,0,5.55102,8,0,0.115646,4,1929,5494,1,5.6957,1858,0,0.002954,0,1,3.18367,6,0.866306,0.663057,0.409829,339,1,2.07021,4,0.996529,0.071884,0.001243,10698,TRUE,0,4,339,339,"lad"
"meshes-CVIU11-1-305",0,49,136,0,5.55102,8,0,0.115646,0,844,1608,1,3.80924,752,0,0.00452,0,1,3.18367,6,0.866306,0.663057,0.409829,41,1,2.68131,27,0.994303,0.20501,0.101929,518,TRUE,0,0,41,41,"lad"
"meshes-CVIU11-1-314",0,49,136,0,5.55102,8,0,0.115646,33,5183,12682,1,4.8935,4706,0,0.000944,0,1,3.18367,6,0.866306,0.663057,0.409829,2586,1,2.18972,6,0.998863,0.175328,0.014665,135120,TRUE,0,33,2586,2586,"lad"
"meshes-CVIU11-1-318",0,49,136,0,5.55102,8,0,0.115646,21,4127,12073,1,5.8505,4047,0,0.001418,0,1,3.18367,6,0.866306,0.663057,0.409829,1627,1,2.04874,8,0.99834,0.038209,0.007943,112394,TRUE,0,21,1627,1627,"lad"
"meshes-CVIU11-1-34",0,49,136,0,5.55102,8,0,0.115646,11,2948,7344,1,4.98202,2637,0,0.001691,0,1,3.18367,6,0.866306,0.663057,0.409829,851,1,2.21387,6,0.997971,0.199061,0.015864,25708,TRUE,0,11,851,851,"lad"
"meshes-CVIU11-1-357",0,49,136,0,5.55102,8,0,0.115646,0,411,1062,1,5.16545,373,0,0.012605,0,1,3.18367,6,0.866306,0.663057,0.409829,7,1,2.17283,5,0.985005,0.172862,0.011722,174,TRUE,0,0,7,7,"supplementallad"
"meshes-CVIU11-1-360",0,49,136,0,5.55102,8,0,0.115646,14,3302,4822,0,2.92065,3099,0,0.000885,0,1,3.18367,6,0.866306,0.663057,0.409829,828,1,2.12857,7,0.998813,0.118449,0.007131,13307,TRUE,0,14,828,828,"lad"
"meshes-CVIU11-1-368",0,49,136,0,5.55102,8,0,0.115646,6,2288,3345,0,2.92395,1116,0,0.001279,0,1,3.18367,6,0.866306,0.663057,0.409829,482,1,3.5945,8,0.998285,0.759697,0.471482,2227,TRUE,0,6,482,482,"lad"
"meshes-CVIU11-1-37",0,49,136,0,5.55102,8,0,0.115646,0,415,972,1,4.68193,385,0,0.011315,0,1,3.18367,6,0.866306,0.663057,0.409829,7,1,2.13012,4,0.986314,0.13631,0.004773,157,TRUE,0,0,7,7,"vf2"
"meshes-CVIU11-1-397",0,49,136,0,5.55102,8,0,0.115646,11,2968,5782,0,3.89623,2243,0,0.001313,0,1,3.18367,6,0.866306,0.663057,0.409829,850,1,2.53697,8,0.99835,0.427233,0.095766,14201,TRUE,0,11,850,850,"lad"
"meshes-CVIU11-1-410",0,49,136,0,5.55102,8,0,0.115646,0,358,694,1,3.8743,270,0,0.01086,0,1,3.18367,6,0.866306,0.663057,0.409829,5,1,2.52475,8,0.986392,0.422771,0.090072,62,TRUE,0,0,5,5,"lad"
"meshes-CVIU11-1-424",0,49,136,0,5.55102,8,0,0.115646,6,2229,4864,0,4.36429,1798,0,0.001959,0,1,3.18367,6,0.866306,0.663057,0.409829,437,1,2.45908,9,0.997593,0.347456,0.087991,7732,TRUE,0,6,437,437,"lad"
"meshes-CVIU11-1-431",0,49,136,0,5.55102,8,0,0.115646,17,3671,6760,0,3.68292,2763,0,0.001004,0,1,3.18367,6,0.866306,0.663057,0.409829,1266,1,2.63472,26,0.998724,0.432191,0.0894,16926,TRUE,0,17,1266,1266,"lad"
"meshes-CVIU11-1-461",0,49,136,0,5.55102,8,0,0.115646,38,5613,12239,0,4.36095,4938,0,0.000777,0,1,3.18367,6,0.866306,0.663057,0.409829,3023,1,2.24152,6,0.999045,0.225462,0.016493,105410,TRUE,0,38,3023,3023,"lad"
"meshes-CVIU11-1-466",0,49,136,0,5.55102,8,0,0.115646,0,282,420,0,2.97872,70,0,0.0106,0,1,3.18367,6,0.866306,0.663057,0.409829,2,1,3.66962,6,0.985891,0.848574,0.595066,10,TRUE,0,0,2,2,"lad"
"meshes-CVIU11-1-489",0,49,136,0,5.55102,8,0,0.115646,18,3790,7777,1,4.10369,2568,0,0.001083,0,1,3.18367,6,0.866306,0.663057,0.409829,1459,1,2.65471,9,0.998653,0.539589,0.110535,22199,TRUE,0,18,1459,1459,"lad"
"meshes-CVIU11-1-511",0,49,136,0,5.55102,8,0,0.115646,17,3670,8700,0,4.74114,3124,0,0.001292,0,1,3.18367,6,0.866306,0.663057,0.409829,1331,1,2.39909,18,0.998436,0.274297,0.063552,36141,TRUE,0,17,1331,1331,"lad"
"meshes-CVIU11-1-63",0,49,136,0,5.55102,8,0,0.115646,1,1001,2391,0,4.77722,739,0,0.004777,0,1,3.18367,6,0.866306,0.663057,0.409829,79,1,2.53185,6,0.994229,0.448201,0.082385,980,TRUE,0,1,79,79,"lad"
"meshes-CVIU11-1-88",0,49,136,0,5.55102,8,0,0.115646,0,728,1321,0,3.62912,503,0,0.004992,0,1,3.18367,6,0.866306,0.663057,0.409829,31,1,2.60369,4,0.993641,0.515091,0.09275,214,TRUE,0,0,31,31,"supplementallad"
"meshes-CVIU11-2-100",0,129,381,0,5.90698,9,0,0.046148,31,5008,9888,0,3.94888,4601,0,0.000789,0,1,5.96136,16,0.946458,0.85716,0.732889,2189,1,2.16322,6,0.999012,0.155441,0.008377,74804,TRUE,0,31,2189,2189,"lad"
"meshes-CVIU11-2-108",0,129,381,0,5.90698,9,0,0.046148,3,1641,2178,1,2.65387,1054,0,0.001619,0,1,5.96136,16,0.946458,0.85716,0.732889,212,1,3.0139,15,0.997774,0.585724,0.260003,1272,TRUE,0,3,212,212,"lad"
"meshes-CVIU11-2-11",0,129,381,0,5.90698,9,0,0.046148,0,534,1235,1,4.6236,449,0,0.008678,0,1,5.96136,16,0.946458,0.85716,0.732889,15,1,2.32977,6,0.989472,0.287765,0.046066,272,TRUE,0,0,15,15,"glasgow1"
"meshes-CVIU11-2-121",0,129,381,0,5.90698,9,0,0.046148,0,290,719,1,4.95517,265,0,0.017158,0,1,5.96136,16,0.946458,0.85716,0.732889,3,1,2.15526,5,0.979477,0.159691,0.011653,74,TRUE,0,0,3,3,"lad"
"meshes-CVIU11-2-13",0,129,381,0,5.90698,9,0,0.046148,2,1380,3491,1,5.0587,1263,0,0.003669,0,1,5.96136,16,0.946458,0.85716,0.732889,160,1,2.16872,6,0.99561,0.160983,0.010926,3281,TRUE,0,2,160,160,"glasgow1"
"meshes-CVIU11-2-137",0,129,381,0,5.90698,9,0,0.046148,2,1506,2937,1,3.89973,1242,0,0.002592,0,1,5.96136,16,0.946458,0.85716,0.732889,177,1,2.35704,7,0.996747,0.318459,0.038027,2384,TRUE,0,2,177,177,"lad"
