"id","Variable.Count","VPOPS.Mean","POPS.Count","PSS.Maximum","PSS.Mean","PSS.Standard.Deviation","VPOPS.Maximum","VPOPS.Standard.Deviation","Pattern.database.lower.bound.In.degree.Maximum","Pattern.database.lower.bound.In.degree.Mean","Pattern.database.lower.bound.In.degree.Standard.Deviation","Pattern.database.lower.bound.Leaf.Count","Pattern.database.lower.bound.NTC.Count","Pattern.database.lower.bound.NTC.Max","Pattern.database.lower.bound.NTC.Mean","Pattern.database.lower.bound.NTC.Standard.Deviation","Pattern.database.lower.bound.Out.degree.Maximum","Pattern.database.lower.bound.Out.degree.Mean","Pattern.database.lower.bound.Out.degree.Standard.Deviation","Pattern.database.lower.bound.Root.Count","Pattern.database.lower.bound.Total.Degree.Maximum","Pattern.database.lower.bound.Total.Degree.Mean","Pattern.database.lower.bound.Total.Degree.Standard.Deviation","Simple.lower.bound.In.degree.Maximum","Simple.lower.bound.In.degree.Mean","Simple.lower.bound.In.degree.Standard.Deviation","Simple.lower.bound.Leaf.Count","Simple.lower.bound.NTC.Count","Simple.lower.bound.NTC.Max","Simple.lower.bound.NTC.Mean","Simple.lower.bound.NTC.Standard.Deviation","Simple.lower.bound.Out.degree.Maximum","Simple.lower.bound.Out.degree.Mean","Simple.lower.bound.Out.degree.Standard.Deviation","Simple.lower.bound.Root.Count","Simple.lower.bound.Total.Degree.Maximum","Simple.lower.bound.Total.Degree.Mean","Simple.lower.bound.Total.Degree.Standard.Deviation","Greedy.hill.climbing.Error.bound","Greedy.hill.climbing.In.degree.Maximum","Greedy.hill.climbing.In.degree.Mean","Greedy.hill.climbing.In.degree.Standard.Deviation","Greedy.hill.climbing.Leaf.Count","Greedy.hill.climbing.Out.degree.Maximum","Greedy.hill.climbing.Out.degree.Mean","Greedy.hill.climbing.Out.degree.Standard.Deviation","Greedy.hill.climbing.Root.Count","Greedy.hill.climbing.Total.Degree.Maximum","Greedy.hill.climbing.Total.Degree.Mean","Greedy.hill.climbing.Total.Degree.Standard.Deviation","Anytime.window.A..Error.bound","Anytime.window.A..In.degree.Maximum","Anytime.window.A..In.degree.Mean","Anytime.window.A..In.degree.Standard.Deviation","Anytime.window.A..Leaf.Count","Anytime.window.A..Out.degree.Maximum","Anytime.window.A..Out.degree.Mean","Anytime.window.A..Out.degree.Standard.Deviation","Anytime.window.A..Root.Count","Anytime.window.A..Total.Degree.Maximum","Anytime.window.A..Total.Degree.Mean","Anytime.window.A..Total.Degree.Standard.Deviation","GOBNILP.Error.bound","GOBNILP.In.degree.Maximum","GOBNILP.In.degree.Mean","GOBNILP.In.degree.Standard.Deviation","GOBNILP.Leaf.Count","GOBNILP.Out.degree.Maximum","GOBNILP.Out.degree.Mean","GOBNILP.Out.degree.Standard.Deviation","GOBNILP.Root.Count","GOBNILP.Total.Degree.Maximum","GOBNILP.Total.Degree.Mean","GOBNILP.Total.Degree.Standard.Deviation","CPBayes.Error.bound","CPBayes.In.degree.Maximum","CPBayes.In.degree.Mean","CPBayes.In.degree.Standard.Deviation","CPBayes.Leaf.Count","CPBayes.Out.degree.Maximum","CPBayes.Out.degree.Mean","CPBayes.Out.degree.Standard.Deviation","CPBayes.Root.Count","CPBayes.Total.Degree.Maximum","CPBayes.Total.Degree.Mean","CPBayes.Total.Degree.Standard.Deviation","basic","basic_extended","lower_bounding","greedy_probing","A._probing","ILP_probing","CP_probing","Class"
"synth-1803-39-7-2-0.5-0-429_bdeu-1-2",39,12.72,496,2,1.5,0.64,45,12.3,2,1.56,0.68,16,6,8,3,2.45,10,1.56,1.98,4,12,3.13,2.34,2,1.56,0.68,12,9,4,2.44,0.73,7,1.56,1.64,4,9,3.13,2.02,4.14,2,1.41,0.75,17,8,1.41,1.87,6,8,2.82,2.08,3.82,2,1.18,0.85,19,8,1.18,1.76,11,9,2.36,2.18,0.23,2,1.38,0.75,19,5,1.38,1.76,6,7,2.77,2.02,0.3,2,1.41,0.79,17,6,1.41,1.68,7,8,2.82,2.04,0,0,0,2,5,5,4,"cpbayes"
"synth-1804-53-4-2-0.5-0-2263_bdeu-1-5",53,455.04,24117,5,3.42,1,3116,710.94,5,3.58,1.22,5,2,46,24,31.11,12,3.58,2.89,0,16,7.17,3.76,5,3.75,1.25,2,1,51,51,0,12,3.75,2.81,0,17,7.51,3.78,22.51,5,2.53,1.23,10,11,2.53,2.5,1,12,5.06,2.87,22.02,5,2.49,1.45,7,11,2.49,2.07,5,13,4.98,2.52,2.52,4,2.4,1.15,13,10,2.4,2.61,3,12,4.79,2.64,-1,5,3.75,1.25,2,12,3.75,2.81,0,17,7.51,3.78,0,0,0,5,5,5,6,"ilp.162"
"synth-1805-53-8-2-0.5-0-1254_bic-3",53,161.74,8572,3,2.54,0.64,843,203.96,3,2.68,0.67,9,4,36,10.5,17,8,2.68,2.11,1,11,5.36,2.48,3,2.66,0.68,10,3,34,13.33,17.93,7,2.66,2.11,1,10,5.32,2.49,12.17,3,2.32,0.98,13,8,2.32,2.25,4,11,4.64,2.45,12.72,3,2.04,1.22,14,10,2.04,2.39,12,13,4.08,2.82,2.43,3,2.15,1.06,18,10,2.15,2.67,7,12,4.3,2.76,-1,3,2.66,0.68,10,7,2.66,2.11,1,10,5.32,2.49,0,0,0,5,5,6,6,"ilp.141.nc"
"synth-1806-40-8-2-0.5-0-929_bdeu-0.1-5",40,59.93,2397,5,2.71,1.13,331,69.88,5,3.75,1.24,2,1,38,38,0,14,3.75,2.74,0,17,7.5,3.24,5,3.9,1.26,3,1,37,37,0,15,3.9,2.71,0,20,7.8,3.5,18.26,5,2.35,1.48,9,10,2.35,2.11,4,12,4.7,2.34,15.62,5,2.45,1.58,10,13,2.45,2.54,6,14,4.9,2.62,0.75,5,2.38,1.61,9,11,2.38,2.49,5,13,4.75,2.48,-1,5,3.9,1.26,3,15,3.9,2.71,0,20,7.8,3.5,0,0,0,2,5,5,6,"ilp.162"
"synth-1808-27-7-2-0.5-0-274_bdeu-100-2",27,98.37,2656,2,1.86,0.37,164,50.05,2,1.78,0.64,8,4,7,3.25,2.5,8,1.78,2.04,3,10,3.56,2.33,2,1.78,0.64,8,6,3,2.33,0.52,9,1.78,2.04,3,11,3.56,2.33,7.78,2,1.7,0.72,8,8,1.7,1.96,4,10,3.41,2.15,5.73,2,1.67,0.73,9,6,1.67,1.8,4,7,3.33,1.92,0.61,2,1.67,0.73,10,7,1.67,2.02,4,8,3.33,2.08,0.4,2,1.67,0.73,9,6,1.67,1.78,4,8,3.33,1.94,0,0,0,1,5,5,3,"cpbayes"
"synth-1809-56-2-2-0.5-0-6308_bdeu-10-3",56,150.05,8403,3,2.57,0.64,1087,244.53,3,2.36,0.86,8,5,36,9,15.1,15,2.36,2.45,3,18,4.71,2.92,3,2.46,0.79,8,5,34,9.2,13.97,16,2.46,2.52,2,19,4.93,2.97,16.97,3,1.75,0.96,20,23,1.75,3.18,7,25,3.5,3.37,17.4,3,1.62,1.05,17,21,1.62,2.95,10,23,3.25,3.16,0.32,3,1.52,0.93,20,16,1.52,2.45,9,19,3.04,2.68,-1,3,2.46,0.79,8,16,2.46,2.52,2,19,4.93,2.97,0,0,0,5,5,5,6,"ilp.141"
"synth-1810-44-2-2-0.5-0-151_bdeu-1-2",44,10.82,476,2,1.34,0.64,42,8.39,2,1.7,0.55,7,1,35,35,0,6,1.7,1.25,2,8,3.41,1.5,2,1.7,0.55,8,4,25,8,11.34,6,1.7,1.36,2,8,3.41,1.63,4.12,2,1.32,0.8,12,4,1.32,1.09,9,5,2.64,1.37,4.08,2,1.36,0.69,12,5,1.36,1.24,5,7,2.73,1.32,0,2,1.45,0.7,9,5,1.45,1.17,5,7,2.91,1.34,-1,2,1.7,0.55,8,6,1.7,1.36,2,8,3.41,1.63,0,0,0,2,5,1,6,"ilp.162.nc"
"synth-1811-56-7-2-0.5-0-3338_bdeu-0.1-3",56,375.8,21045,3,2.7,0.54,1980,495.19,3,2.8,0.55,8,6,34,7.83,12.83,10,2.8,2.35,1,12,5.61,2.46,3,2.8,0.55,7,6,35,8,13.24,9,2.8,2.29,1,12,5.61,2.42,18.77,3,2.5,0.85,13,11,2.5,2.67,3,13,5,2.59,24.73,3,1.95,1.09,13,8,1.95,1.91,6,10,3.89,2.17,3.5,3,2.36,0.98,16,10,2.36,2.84,5,12,4.71,2.92,-1,3,2.8,0.55,7,9,2.8,2.29,1,12,5.61,2.42,0,0,0,5,5,5,6,"ilp.141.nc"
"synth-1812-50-5-2-0.5-0-125_bdeu-100-2",50,287.04,14352,2,1.92,0.28,1011,156.45,2,1.96,0.28,17,10,5,2.5,0.97,15,1.96,2.58,1,17,3.92,2.63,2,1.96,0.28,15,13,3,2.38,0.51,15,1.96,2.48,1,17,3.92,2.53,5.07,2,1.9,0.42,13,17,1.9,2.57,2,19,3.8,2.58,4.15,2,1.9,0.42,13,24,1.9,3.51,2,25,3.8,3.4,0.93,2,1.9,0.42,18,14,1.9,2.54,2,16,3.8,2.5,1.3,2,1.9,0.42,17,19,1.9,2.91,2,19,3.8,2.71,0,0,0,5,5,5,6,"ilp.141"
"synth-1813-49-2-2-0.5-0-793_bic-3",49,33.65,1649,3,2.15,0.79,256,52.32,3,1.65,1.01,17,5,21,6.4,8.2,7,1.65,1.87,8,10,3.31,2.7,3,1.69,1.04,17,4,25,8,11.34,6,1.69,1.78,8,9,3.39,2.68,15,3,1,0.84,23,5,1,1.22,16,7,2,1.73,15.35,3,0.96,0.96,22,5,0.96,1.17,20,6,1.92,1.77,0,2,1.02,0.8,21,4,1.02,1.15,15,6,2.04,1.58,-1,3,1.69,1.04,17,6,1.69,1.78,8,9,3.39,2.68,0,0,0,4,6,1,6,"ilp.141"
"synth-1814-34-4-2-0.5-0-107_bic-4",34,11.76,400,3,1.61,0.79,41,9.13,3,1.82,0.9,8,7,4,2.57,0.98,7,1.82,1.8,1,10,3.65,2.17,3,1.94,0.85,7,5,16,4.8,6.26,6,1.94,1.72,1,9,3.88,2.18,12.55,3,1.41,0.86,10,4,1.41,1.33,5,6,2.82,1.4,10.67,3,1.38,0.95,10,6,1.38,1.37,6,7,2.76,1.63,0.54,3,1.38,0.92,12,6,1.38,1.6,5,7,2.76,1.67,1.7,3,1.44,0.96,11,6,1.44,1.58,6,7,2.88,1.57,0,0,0,1,5,5,6,"ilp.162"
"synth-1815-56-6-2-0.5-0-2772_bdeu-10-2",56,184.62,10339,2,1.89,0.33,450,129.91,2,1.89,0.41,13,9,24,4.44,7.33,7,1.89,1.83,2,9,3.79,1.98,2,1.89,0.41,12,6,32,7,12.25,7,1.89,1.74,2,9,3.79,1.9,9.82,2,1.8,0.52,20,10,1.8,2.15,3,11,3.61,2.16,10.06,2,1.75,0.61,16,8,1.75,1.76,5,10,3.5,1.95,1.57,2,1.71,0.56,24,11,1.71,2.51,3,12,3.43,2.44,-1,2,1.89,0.41,12,7,1.89,1.74,2,9,3.79,1.9,0,0,0,5,5,5,6,"ilp.162"
"synth-1816-48-3-2-0.5-0-9424_bdeu-0.1-4",48,49.79,2390,4,2.52,0.95,329,73.11,4,2.08,1.27,11,4,30,9.25,13.84,9,2.08,1.91,7,11,4.17,2.86,4,2.33,1.43,10,3,33,12.67,17.62,8,2.33,1.98,7,12,4.67,3.22,11.45,3,1.54,1.09,16,9,1.54,1.92,10,12,3.08,2.59,11.3,3,1.17,1.06,17,5,1.17,1.24,16,6,2.33,1.52,0.03,3,1.17,1,21,5,1.17,1.39,13,6,2.33,1.53,-1,4,2.33,1.43,10,8,2.33,1.98,7,12,4.67,3.22,0,0,0,3,5,5,6,"ilp.141"
"synth-1817-37-3-2-0.5-0-398_bdeu-1-5",37,39.68,1468,5,2.37,0.91,771,125.15,5,2.38,1.09,6,2,29,15.5,19.09,7,2.38,1.88,2,11,4.76,2.49,5,2.57,1.14,6,5,23,6.2,9.39,8,2.57,2.1,2,11,5.14,2.76,14.13,3,1.65,0.98,10,7,1.65,1.65,6,7,3.3,1.75,13.8,3,1.46,1.04,9,5,1.46,1.32,9,6,2.92,1.48,0.93,3,1.38,0.95,15,5,1.38,1.48,8,8,2.76,1.62,0.9,4,1.68,1.13,10,7,1.68,1.58,6,7,3.35,1.6,0,0,0,1,5,5,6,"ilp.162"
"synth-1819-45-8-2-0.5-0-192_bdeu-0.1-5",45,22.49,1012,5,3.01,1.5,210,41.6,5,2.22,1.54,9,2,29,16,18.38,9,2.22,2.02,6,14,4.44,3.16,5,2.31,1.47,5,3,32,12.33,17.04,9,2.31,1.88,6,14,4.62,2.96,9.55,3,1.31,1.02,14,5,1.31,1.36,12,8,2.62,1.87,8.09,5,1.49,1.38,16,6,1.49,1.63,13,8,2.98,1.97,0.95,5,1.38,1.17,16,5,1.38,1.5,11,8,2.76,1.88,-1,5,2.31,1.47,5,9,2.31,1.88,6,14,4.62,2.96,0,0,0,2,5,5,6,"ilp.141"
"synth-1821-26-3-2-0.5-0-3509_bic-2",26,42.15,1096,2,1.77,0.48,112,34.91,2,1.58,0.7,12,2,9,6.5,3.54,6,1.58,1.79,3,8,3.15,2.22,2,1.62,0.7,9,5,5,3.2,1.1,4,1.62,1.47,3,6,3.23,1.97,9.54,2,1.5,0.76,11,6,1.5,1.79,4,8,3,2.08,6.15,2,1.31,0.84,12,5,1.31,1.59,6,6,2.62,1.94,0,2,1.38,0.8,11,5,1.38,1.65,5,7,2.77,1.95,0.3,2,1.38,0.8,12,5,1.38,1.72,5,7,2.77,1.86,0,0,0,1,5,2,3,"cpbayes"
"synth-1822-46-5-2-0.5-0-8614_bdeu-100-2",46,287.09,13206,2,1.92,0.28,660,176.16,2,2,0,8,7,24,5.14,8.32,8,2,1.7,0,10,4,1.7,2,2,0,8,12,6,2.75,1.14,8,2,1.71,0,10,4,1.71,9.62,2,1.93,0.33,15,9,1.93,2.07,1,11,3.87,2.03,8.35,2,1.93,0.33,12,10,1.93,1.99,1,12,3.87,2.01,2.5,2,1.78,0.55,18,7,1.78,2.12,3,8,3.57,2.05,3.5,2,1.93,0.33,14,9,1.93,2.07,1,11,3.87,2,0,0,0,5,5,5,6,"ilp.141"
"synth-1825-44-4-2-0.5-0-110_bdeu-10-2",44,83.75,3685,2,1.83,0.4,191,50.12,2,1.91,0.42,12,7,16,4.14,5.24,8,1.91,1.87,2,10,3.82,2,2,1.91,0.42,8,9,16,3.78,4.6,7,1.91,1.65,2,9,3.82,1.81,12.56,2,1.82,0.58,10,10,1.82,2,4,10,3.64,1.86,11.59,2,1.82,0.54,13,9,1.82,2.11,3,10,3.64,2.15,0.97,2,1.75,0.58,17,8,1.75,2.05,3,10,3.5,2.1,3,2,1.8,0.55,14,9,1.8,1.96,3,9,3.59,1.93,0,0,0,3,5,5,6,"ilp.162"
"synth-1826-48-3-2-0.5-0-1762_bdeu-1-5",48,51.4,2467,5,2.73,1.08,326,72.97,5,2.42,1.18,9,2,28,17.5,14.85,9,2.42,2.02,3,13,4.83,2.92,5,2.67,1.23,4,3,39,14.33,21.36,10,2.67,2.02,2,14,5.33,3.03,20.96,3,1.48,1.01,14,6,1.48,1.49,10,8,2.96,1.65,21.2,4,1.44,1.09,14,6,1.44,1.4,12,8,2.88,1.86,0.43,3,1.42,0.99,19,6,1.42,1.67,11,9,2.83,1.84,-1,5,2.67,1.23,4,10,2.67,2.02,2,14,5.33,3.03,0,0,0,4,6,5,6,"ilp.162"
"synth-1828-33-7-2-0.5-0-180_bdeu-10-5",33,181.06,5975,5,3.05,1,793,186.36,5,4.12,0.89,1,1,32,32,0,12,4.12,2.89,0,17,8.24,3.2,5,4.15,0.8,2,1,31,31,0,10,4.15,2.6,0,14,8.3,2.94,18.16,5,2.91,1.4,3,10,2.91,2.48,2,13,5.82,2.66,14.74,5,2.94,1.66,8,10,2.94,3.01,4,12,5.88,2.97,3.22,5,3.03,1.31,8,10,3.03,2.91,2,13,6.06,2.76,-1,5,4.15,0.8,2,10,4.15,2.6,0,14,8.3,2.94,0,0,0,2,5,5,6,"cpbayes"
"synth-1829-30-2-2-0.5-0-166_bdeu-100-4",30,2954.77,88643,4,3.63,0.61,8102,1828.23,4,4,0,7,3,14,7,6.24,24,4,5.02,0,28,8,5.02,4,4,0,5,3,18,7.33,9.24,25,4,4.99,0,29,8,4.99,13.1,4,3.63,0.96,6,23,3.63,4.87,1,23,7.27,4.2,9.3,4,3.6,1,7,19,3.6,4.24,1,21,7.2,3.96,-1,4,4,0,5,25,4,4.99,0,29,8,4.99,-1,4,4,0,5,25,4,4.99,0,29,8,4.99,0,0,0,4,5,6,6,"astar.comp"
"synth-1830-40-6-2-0.5-0-241_bdeu-100-2",40,187.12,7485,2,1.9,0.31,365,89.33,2,1.95,0.32,12,8,5,2.62,1.06,7,1.95,2,1,9,3.9,2.07,2,1.95,0.32,12,10,5,2.5,0.97,8,1.95,1.99,1,10,3.9,2.06,5.18,2,1.87,0.46,13,7,1.87,1.81,2,7,3.75,1.72,5.09,2,1.87,0.46,13,7,1.88,2,2,9,3.75,2.01,1.95,2,1.87,0.46,14,9,1.88,2.17,2,9,3.75,2.03,1.2,2,1.87,0.46,14,7,1.87,1.94,2,9,3.75,1.98,0,0,0,3,5,5,6,"astar.comp"
"synth-1831-26-6-2-0.5-0-1237_bdeu-0.1-5",26,116.65,3033,5,3.05,1.13,542,141.76,5,3.31,1.29,3,3,18,7.33,9.24,8,3.31,2.68,0,13,6.62,3.58,5,3.5,1.3,2,2,22,12,14.14,11,3.5,2.79,0,16,7,3.75,11.67,5,2.54,1.48,8,9,2.54,2.73,2,11,5.08,2.98,4.2,5,2.58,1.6,7,9,2.58,2.66,2,9,5.15,2.52,0.66,5,2.54,1.56,9,10,2.54,2.96,2,10,5.08,3.03,3.2,5,2.65,1.57,7,9,2.65,2.76,3,10,5.31,2.74,0,0,0,1,5,5,6,"astar.comp"
"synth-1832-44-2-2-0.5-0-6421_bdeu-10-2",44,35.16,1547,2,1.76,0.49,207,39.57,2,1.93,0.25,11,10,7,2.8,1.62,21,1.93,3.25,0,23,3.86,3.28,2,1.95,0.21,9,8,16,4.38,4.75,17,1.95,2.66,0,19,3.91,2.7,16.35,2,1.66,0.61,16,23,1.66,3.61,3,25,3.32,3.64,16.34,2,1.66,0.61,13,20,1.66,3.11,3,22,3.32,3.23,1.5,2,1.5,0.7,17,17,1.5,2.75,5,19,3,2.86,4.8,2,1.66,0.64,17,23,1.66,3.54,4,23,3.32,3.31,0,0,0,2,5,5,6,"ilp.162.nc"
"synth-1833-24-3-2-0.5-0-148_bic-5",24,9.46,227,3,1.58,0.83,34,8.57,3,1.58,0.97,9,5,5,2.6,1.34,7,1.58,1.95,4,9,3.17,2.46,3,1.58,0.97,7,5,5,3.2,1.64,5,1.58,1.5,4,8,3.17,2.26,13.47,2,1.08,0.83,9,4,1.08,1.14,7,5,2.17,1.31,9.22,3,1.08,0.83,9,4,1.08,1.14,6,6,2.17,1.55,0,3,1.04,0.86,9,4,1.04,1.12,7,6,2.08,1.47,0.1,3,1.08,0.88,10,5,1.08,1.32,7,6,2.17,1.52,0,0,0,0,5,0,6,"ilp.141"
"synth-1834-27-2-2-0.5-0-6798_bic-2",27,51.22,1383,2,1.78,0.46,135,45.31,2,1.41,0.84,8,4,11,4.25,4.5,6,1.41,1.42,6,8,2.81,2.04,2,1.44,0.85,7,7,5,2.86,1.21,4,1.44,1.25,6,6,2.89,1.95,12.84,2,1.3,0.87,11,5,1.3,1.49,7,7,2.59,2.06,9.61,2,1.07,0.83,12,5,1.07,1.41,8,6,2.15,1.75,0.07,2,1.07,0.83,13,5,1.07,1.52,8,6,2.15,1.75,1.1,2,1.07,0.83,13,5,1.07,1.52,8,6,2.15,1.75,0,0,0,1,5,2,6,"cpbayes"
"synth-1835-43-4-2-0.5-0-2577_bdeu-0.1-3",43,119.88,5155,3,2.46,0.68,568,131.72,3,2.74,0.62,6,2,35,18.5,23.33,8,2.74,2.16,1,11,5.49,2.51,3,2.74,0.62,5,2,35,19,22.63,8,2.74,2.01,1,11,5.49,2.36,24.42,3,2.28,0.93,12,10,2.28,2.38,4,12,4.56,2.59,24.17,3,1.95,1.07,12,9,1.95,2.16,5,12,3.91,2.2,1.59,3,2.12,1,15,8,2.12,2.25,4,10,4.23,2.28,-1,3,2.74,0.62,5,8,2.74,2.01,1,11,5.49,2.36,0,0,0,4,5,5,6,"ilp.162"
"synth-1838-25-8-2-0.5-0-590_bdeu-1-3",25,50.52,1263,3,2.28,0.77,190,47.52,3,2.64,0.7,2,1,23,23,0,6,2.64,1.58,0,9,5.28,1.86,3,2.8,0.5,3,1,22,22,0,7,2.8,1.76,0,10,5.6,2.04,10.16,3,2.16,0.99,4,6,2.16,1.65,2,9,4.32,1.7,6.42,3,2.2,1,4,8,2.2,1.91,2,10,4.4,1.94,0.3,3,2.28,0.94,6,9,2.28,2.26,1,10,4.56,2.12,2.1,3,2.16,1.03,4,7,2.16,1.84,2,8,4.32,1.68,0,0,0,1,5,5,6,"ilp.162.nc"
"synth-1839-59-2-2-0.5-0-103_bdeu-0.1-3",59,20.19,1191,3,2.35,0.93,73,18.41,3,1.88,1.07,12,5,36,8.8,15.21,5,1.88,1.47,8,8,3.76,2.22,3,1.93,1.06,12,4,37,11,17.34,6,1.93,1.48,8,8,3.86,2.25,14.85,3,1.17,1.02,18,4,1.17,1.02,18,5,2.34,1.54,13.66,3,1.36,1.09,18,7,1.36,1.41,16,8,2.71,1.78,1.26,3,1.47,1.22,21,5,1.47,1.51,17,8,2.95,1.64,-1,3,1.93,1.06,12,6,1.93,1.48,8,8,3.86,2.25,0,0,0,5,5,5,6,"ilp.162.nc"
"synth-1840-55-4-2-0.5-0-502_bdeu-10-2",55,65.09,3580,2,1.81,0.43,158,40.22,2,2,0,13,13,6,2.92,1.19,6,2,1.73,0,8,4,1.73,2,2,0,13,13,6,2.92,1.19,7,2,1.76,0,9,4,1.76,15.11,2,1.89,0.42,16,9,1.89,2.02,2,11,3.78,2.01,13.62,2,1.8,0.52,12,10,1.8,1.89,3,10,3.6,1.79,1.47,2,1.82,0.47,19,9,1.82,2.2,2,10,3.64,2.06,3.2,2,1.89,0.42,16,11,1.89,2.24,2,12,3.78,2.05,0,0,0,5,5,5,6,"ilp.162.nc"
"synth-1841-33-7-2-0.5-0-445_bic-5",33,47.45,1566,4,2.33,0.85,210,54.96,4,2.3,1.07,6,6,13,4.33,4.32,7,2.3,2.04,2,10,4.61,2.77,4,2.33,1.05,6,6,13,4.5,4.32,7,2.33,2.01,2,10,4.67,2.75,21.13,4,1.73,1.15,10,10,1.73,2.13,7,10,3.45,2.31,17.69,3,1.58,1.25,11,11,1.58,2.15,10,11,3.15,2.33,0.69,4,1.7,1.19,12,11,1.7,2.31,6,13,3.39,2.65,0.4,4,1.76,1.15,10,9,1.76,2.15,5,10,3.52,2.32,0,0,0,1,5,5,6,"cpbayes"
"synth-1843-47-3-2-0.5-0-3615_bic-5",47,339.15,15940,5,3.43,0.96,1598,456.59,5,1.91,1.5,17,2,26,14,16.97,6,1.91,2.02,9,10,3.83,3.37,5,2.02,1.55,17,1,29,29,0,7,2.02,2.07,9,11,4.04,3.51,23.42,4,1.4,1.19,22,7,1.4,1.92,12,9,2.81,2.49,23.02,3,1.15,1.08,18,5,1.15,1.27,19,6,2.3,1.97,4.81,4,1.15,1.02,23,6,1.15,1.55,15,7,2.3,2.04,-1,5,2.02,1.55,17,7,2.02,2.07,9,11,4.04,3.51,0,0,0,5,5,5,6,"ilp.162"
"synth-1845-21-5-2-0.5-0-1892_bic-3",21,78.19,1642,3,2.46,0.71,271,68.43,3,2.57,0.87,3,3,8,5.33,3.06,8,2.57,2.25,1,11,5.14,2.76,3,2.57,0.87,5,3,10,5,4.36,9,2.57,2.6,1,12,5.14,3.12,13.41,3,2.05,1.02,6,10,2.05,2.33,2,10,4.1,2.3,3.81,3,2.05,1.16,6,8,2.05,2.18,3,8,4.1,2.26,0.95,3,1.95,1.07,7,7,1.95,2.01,2,9,3.9,2.34,0,3,2.1,1.04,6,8,2.1,2.34,2,8,4.19,2.32,0,0,0,1,5,5,6,"cpbayes"
"synth-1846-54-2-2-0.5-0-3335_bdeu-10-2",54,49.8,2689,2,1.77,0.47,246,52.75,2,1.85,0.45,16,9,7,4,2.06,14,1.85,2.36,2,16,3.7,2.5,2,1.87,0.44,14,13,8,3,1.68,15,1.87,2.41,2,17,3.74,2.55,12.16,2,1.7,0.6,16,16,1.7,2.74,4,18,3.41,2.83,12.27,2,1.69,0.61,22,17,1.69,2.83,4,19,3.37,2.97,0.15,2,1.57,0.69,26,20,1.57,3.08,6,22,3.15,3.18,0.7,2,1.7,0.63,22,15,1.7,2.87,5,17,3.41,2.9,0,0,0,4,5,6,6,"ilp.141"
"synth-1847-45-5-2-0.5-0-983_bdeu-100-2",45,225.31,10139,2,1.9,0.31,603,117.63,2,2,0,9,8,15,4.12,4.45,6,2,1.75,0,8,4,1.75,2,2,0,9,13,4,2.54,0.78,6,2,1.75,0,8,4,1.75,8.67,2,1.91,0.36,11,11,1.91,2.12,1,11,3.82,1.87,7.08,2,1.93,0.33,14,7,1.93,1.96,1,9,3.87,1.88,0.93,2,1.93,0.33,18,14,1.93,2.56,1,16,3.87,2.53,1.3,2,1.93,0.33,14,9,1.93,1.99,1,10,3.87,1.82,0,0,0,5,5,5,6,"ilp.141"
"synth-1848-32-6-2-0.5-0-2663_bdeu-100-3",32,1208.25,38664,3,2.82,0.43,2194,550.63,3,3,0,6,2,23,12.5,14.85,7,3,2.37,0,10,6,2.37,3,3,0,4,2,26,14,16.97,7,3,2.18,0,10,6,2.18,15.67,3,2.81,0.64,7,9,2.81,2.75,1,11,5.62,2.43,13.71,3,2.78,0.71,9,10,2.78,2.66,1,10,5.56,2.31,5,3,2.75,0.67,11,10,2.75,2.78,1,11,5.5,2.55,-1,3,3,0,4,7,3,2.18,0,10,6,2.18,0,0,0,4,5,6,6,"ilp.141.nc"
"synth-1850-33-6-2-0.5-0-3528_bdeu-10-4",33,3082.73,101730,4,3.65,0.59,10662,2884.88,4,3.64,0.78,5,3,23,9,12.12,13,3.64,3.2,0,17,7.27,3.6,4,3.7,0.73,4,2,26,14,16.97,11,3.7,2.97,0,15,7.39,3.34,19.69,4,3.24,1.2,6,10,3.24,3.18,1,14,6.48,3.11,15.13,4,3,1.27,8,11,3,3.24,3,14,6,3.42,-1,4,3.7,0.73,4,11,3.7,2.97,0,15,7.39,3.34,-1,4,3.7,0.73,4,11,3.7,2.97,0,15,7.39,3.34,0,0,0,5,5,5,6,"astar.comp"
"synth-1851-55-7-2-0.5-0-2016_bdeu-100-2",55,271.47,14931,2,1.91,0.29,655,151.59,2,2,0,14,14,4,2.36,0.63,8,2,1.92,0,10,4,1.92,2,2,0,12,10,16,3.8,4.32,7,2,1.73,0,9,4,1.73,13.66,2,1.95,0.3,13,8,1.95,1.92,1,9,3.89,1.78,13.49,2,1.89,0.46,16,12,1.89,2.11,3,14,3.78,2.17,1.58,2,1.95,0.3,21,9,1.95,2.25,1,10,3.89,2.16,1.6,2,1.95,0.3,19,9,1.95,2.11,1,10,3.89,2.03,0,0,0,5,5,5,6,"ilp.141"
"synth-1852-28-3-2-0.5-0-2952_bdeu-10-4",28,592.25,16583,4,3.37,0.77,2214,568.65,4,2.96,1.2,7,1,21,21,0,9,2.96,2.77,2,13,5.93,3.56,4,3.07,1.21,5,2,21,11.5,13.44,10,3.07,2.75,2,14,6.14,3.64,17.93,4,2.46,1.23,8,8,2.46,2.3,3,11,4.93,2.68,15.23,4,2,1.15,10,7,2,2.14,4,9,4,2.26,3.28,4,2,1.12,9,6,2,2.04,3,9,4,2.26,3.6,3,1.86,1.01,10,5,1.86,1.86,4,7,3.71,1.9,0,0,0,3,5,5,6,"astar.comp"
