"id","EXIST_VARS","FORALL_VARS","TOTAL_VARS","CLAUSES","LITERALS","EXIST_SET","FORALL_SET","TOTAL_SET","UNARY_CLAUSES","BINARY_CLAUSES","TERNARY_MORE_CLAUSES","POS_HORN","NEG_HORN","EXIST_LIT_PER_CLAUSE","FORALL_LIT_PER_CLAUSE","EXIST_VARS_PER_SET","FORALL_POS_LITS_PER_CLAUSE","FORALL_NEG_LITS_PER_CLAUSE","OCCS_POS_NO_PER_VAR","OCCS_FORALL_NO_PER_VAR","OCCS_FORALL_POS_NO_PER_VAR","W_OCCS_POS_NO_PER_VAR","W_OCCS_FORALL_NO_PER_VAR","W_OCCS_FORALL_POS_NO_PER_VAR","W_PRODUCTS","LITN_LIT","LITEP_LIT","LITEN_LITE","LITEN_LITN","LITFN_LIT","LITFP_LITFN","OCCP_OCCN","OCCE_OCC","OCCEN_OCC","OCCFP_OCCF","OCCEN_OCCE","OCCEN_OCCN","OCCFP_OCCFN","TERMORE_CLAUSE","NEG_HORN_CLAUSE","WOCCN_WOCC","WOCCEP_WOCC","WOCCFN_WOCC","WOCCEP_WOCCE","WOCCEP_WOCCP","WOCCFN_WOCCN","aqua.s2v","caqe.minisat","caqe.picosat","depqbf.v2","ghostq.cegar","hiqqer3","iprover.QBF","iprover.QBF.bloqqer","squeezebf.struqs","struqs.10","aqua.s2v_success","caqe.minisat_success","caqe.picosat_success","depqbf.v2_success","ghostq.cegar_success","hiqqer3_success","iprover.QBF_success","iprover.QBF.bloqqer_success","squeezebf.struqs_success","struqs.10_success","base","Class"
"s298_d19_u",8536,2074,10610,27888,73021,2,1,3,14,20130,7744,16353,20758,1.566373,1.051994,4268,0.525997,0.525997,3.525919,14.145612,7.072806,7.714515,28.291225,14.145612,16.052484,0.487682,0.311431,0.479408,0.588077,0.200887,1,1.050518,0.743577,0.356477,0.5,0.479408,0.730962,1,0.277682,0.744334,0.479991,0.414682,0.953508,0.531901,0.797451,1.986512,1800,1800,1800,1800,17.73,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.08,"qsts"
"s298_d22_u",9937,2422,12359,32475,85051,2,1,3,14,23439,9022,19035,24178,1.562771,1.056197,4968.5,0.528099,0.528099,3.526013,14.16185,7.080925,7.724088,28.323699,14.16185,15.944853,0.487625,0.310731,0.479261,0.586478,0.201644,1,1.050756,0.742153,0.355685,0.5,0.479261,0.729423,1,0.277814,0.744511,0.479967,0.414391,0.953463,0.531987,0.796855,1.98652,1800,328.54,273.89,1800,24.31,1800,1800,1800,1800,1800,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.42,"qsts"
"s298_d25_u",11338,2770,14108,37062,97081,2,1,3,14,26748,10300,21717,27598,1.560062,1.05936,5669,0.52968,0.52968,3.526084,14.174007,7.087004,7.731287,28.348014,14.174007,15.863821,0.487583,0.310205,0.47915,0.585275,0.202213,1,1.050935,0.74108,0.355089,0.5,0.47915,0.728264,1,0.277913,0.744644,0.479949,0.414173,0.953426,0.532051,0.796408,1.986518,1800,591.56,538.9,1800,31.5,1800,1800,1800,1800,1800,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.2,"qsts"
"s298_d2_s",597,102,699,1895,4851,2,1,3,14,1379,502,1155,1378,1.916095,0.643799,298.5,0.3219,0.3219,3.516452,11.960784,5.980392,6.755365,23.921569,11.960784,26.204355,0.4933,0.380952,0.491049,0.74509,0.125747,1,1.027163,0.876391,0.430351,0.5,0.491049,0.872392,1,0.264908,0.727177,0.482747,0.449155,0.915827,0.523546,0.868346,1.897116,0.04,0.05,0.04,0.1,0.22,0.04,5.54,0.08,0.42,0.41,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.412,"qesto"
"s298_d4_s",1531,334,1865,4953,12871,2,1,3,14,3585,1354,2943,3658,1.684434,0.914193,765.5,0.457097,0.457097,3.522788,13.556886,6.778443,7.397319,27.113772,13.556886,19.545395,0.48955,0.334551,0.483879,0.640692,0.175899,1,1.042692,0.789612,0.382076,0.5,0.483879,0.780464,1,0.27337,0.738542,0.480826,0.424863,0.951477,0.529086,0.818345,1.978836,24.02,5.5,5.55,5.52,0.71,37.61,1800,5.53,133.35,133.73,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE",0.548,"qsts"
"s3330_d10_u",57688,15672,73360,173669,446424,2,1,3,132,125490,48047,104832,127284,1.557445,1.0131,28844,0.50655,0.50655,3.074155,11.226646,5.613323,6.702454,22.453292,11.226646,13.374116,0.49483,0.308111,0.491467,0.601764,0.197059,1,1.020896,0.77048,0.378666,0.5,0.491467,0.765244,1,0.276658,0.732911,0.488115,0.418017,0.85741,0.518756,0.816622,1.756573,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3.5,"xb.bid.qsts"
"s3330_d12_u",70088,19184,89272,211245,543400,2,1,3,132,152568,58545,127372,154886,1.552018,1.020351,35044,0.510175,0.510175,3.075813,11.235613,5.617807,6.72278,22.471226,11.235613,13.327189,0.494693,0.306978,0.491203,0.599086,0.198329,1,1.021457,0.768484,0.377482,0.5,0.491203,0.763064,1,0.277143,0.733206,0.488044,0.417891,0.85562,0.51891,0.816263,1.753161,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3.936,"qsts"
"s3330_d14_u",82488,22696,105184,248821,640376,2,1,3,132,179646,69043,149912,182488,1.548229,1.025412,41244,0.512706,0.512706,3.07697,11.241805,5.620902,6.736956,22.483609,11.241805,13.29437,0.494597,0.306189,0.491018,0.597219,0.199214,1,1.021848,0.76709,0.376655,0.5,0.491018,0.76154,1,0.277481,0.733411,0.487994,0.417806,0.854372,0.519018,0.816018,1.750783,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",4.492,"xb.bid.qsts"
"s3330_d2_s",8088,1624,9712,23365,58520,2,1,3,132,17178,6055,14672,16876,1.753734,0.750867,4044,0.375433,0.375433,3.01318,10.802956,5.401478,5.955107,21.605911,10.802956,15.000742,0.499932,0.350171,0.499902,0.700164,0.149897,1,1.000273,0.8408,0.420318,0.5,0.499902,0.840751,1,0.259148,0.722277,0.491059,0.42575,0.923252,0.512934,0.836543,1.880122,10.15,7.88,7.85,9.11,6.53,138.57,1800,7.85,1800,1800,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE",1.232,"qsts"
"s3330_d3_s",14288,3380,17668,42153,107008,2,1,3,132,30717,11304,25942,30677,1.652646,0.885916,7144,0.442958,0.442958,3.044827,11.048521,5.52426,6.342993,22.097041,11.048521,14.179801,0.497271,0.328237,0.495808,0.649102,0.174492,1,1.010975,0.805023,0.399137,0.5,0.495808,0.802655,1,0.268166,0.727754,0.489449,0.420953,0.889302,0.515993,0.824507,1.816945,1800,147.67,128.73,99.61,21.89,218.01,1800,1800,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",1.304,"qsts"
"s3330_d4_s",20488,5136,25624,60941,155496,2,1,3,132,44256,16553,37212,44478,1.613889,0.937694,10244,0.468847,0.468847,3.056822,11.126168,5.563084,6.490009,22.252336,11.126168,13.85572,0.49627,0.319983,0.494103,0.629743,0.183747,1,1.015032,0.791063,0.390867,0.5,0.494103,0.787609,1,0.271623,0.729853,0.488886,0.419585,0.876229,0.517131,0.820924,1.792296,1800,1800,432.6,1800,55.26,1800,1800,1800,1800,1800,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.58,"qsts"
"s3330_d5_s",26688,6892,33580,79729,203984,2,1,3,132,57795,21802,48482,58279,1.593398,0.965069,13344,0.482535,0.482535,3.063133,11.164248,5.582124,6.567362,22.328497,11.164248,13.682217,0.495745,0.315652,0.493168,0.619556,0.188603,1,1.017167,0.783626,0.386459,0.5,0.493168,0.779552,1,0.273451,0.730964,0.4886,0.418959,0.869359,0.517725,0.81924,1.779286,1800,1800,1800,1800,73.11,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",2.008,"ghostq.plain"
"s3330_d7_s",39088,10404,49492,117305,300960,2,1,3,132,84873,32300,71022,85881,1.572107,0.993513,19544,0.496756,0.496756,3.069668,11.201845,5.600923,6.647458,22.403691,11.201845,13.500333,0.495202,0.311178,0.49217,0.609007,0.19362,1,1.019378,0.775856,0.381853,0.5,0.49217,0.771106,1,0.275351,0.732117,0.48831,0.418378,0.862265,0.518337,0.817639,1.765813,1800,1800,1800,1800,259.64,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",2.54,"newJointClass"
"s3330_d8_s",45288,12160,57448,136093,349448,2,1,3,132,98412,37549,82292,99682,1.56587,1.001844,22644,0.500922,0.500922,3.071578,11.2125,5.60625,6.670868,22.425,11.2125,13.446741,0.495044,0.309872,0.491873,0.605924,0.195085,1,1.020024,0.773572,0.380499,0.5,0.491873,0.768617,1,0.275907,0.732455,0.488227,0.41822,0.860196,0.518516,0.817198,1.761878,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",2.46,"qsts"
"s3330_d9_s",51488,13916,65404,154881,397936,2,1,3,132,111951,42798,93562,113483,1.561147,1.008155,25744,0.504077,0.504077,3.073023,11.220466,5.610233,6.688582,22.440931,11.220466,13.406056,0.494924,0.308884,0.491646,0.603591,0.196192,1,1.020513,0.771839,0.379472,0.5,0.491646,0.766727,1,0.276328,0.732711,0.488164,0.418105,0.858633,0.51865,0.816873,1.758902,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",3.3,"xb.bid.qsts"
"s386_d10_u",6024,1425,7449,19903,52226,2,1,3,6,14288,5609,12796,14610,1.57313,1.050897,3012,0.525448,0.525448,3.540878,14.677895,7.338947,7.776883,29.355789,14.677895,17.567895,0.494964,0.304791,0.4916,0.595435,0.200245,1,1.020348,0.741326,0.364436,0.5,0.4916,0.736288,1,0.281817,0.73406,0.482537,0.408841,0.976647,0.527882,0.790088,2.023984,97.38,1800,181.57,210.21,5.96,1800,1800,1800,1800,1800,"TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",0.96,"qsts"
"s386_d11_u",6675,1584,8259,22059,57898,2,1,3,6,15834,6219,14170,16191,1.570243,1.054445,3337.5,0.527222,0.527222,3.541349,14.684343,7.342172,7.787626,29.368687,14.684343,17.510112,0.494836,0.304294,0.491368,0.594066,0.20087,1,1.020873,0.740228,0.363724,0.5,0.491368,0.73504,1,0.281926,0.733986,0.482467,0.408771,0.975861,0.528023,0.789844,2.022648,124.5,1800,95.92,183.41,7.3,582.81,1800,1800,1800,1800,"TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",1.016,"qsts"
"s386_d12_u",7326,1743,9069,24215,63570,2,1,3,6,17380,6829,15544,17772,1.567871,1.057361,3663,0.528681,0.528681,3.541736,14.689616,7.344808,7.796449,29.379231,14.689616,17.462599,0.49473,0.303885,0.491176,0.592941,0.201384,1,1.021304,0.739325,0.363139,0.5,0.491176,0.734014,1,0.282015,0.733925,0.482409,0.408713,0.975214,0.528139,0.789645,2.02155,1800,131.16,95.86,219.41,9.87,571.87,1800,1800,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",1.192,"qsts"
"s386_d2_s",816,153,969,2655,6850,2,1,3,6,1920,729,1804,1962,1.764972,0.815066,408,0.407533,0.407533,3.508772,14.143791,7.071895,7.044376,28.287582,14.143791,21.349265,0.50365,0.338394,0.505335,0.686377,0.157956,1,0.985507,0.812354,0.410511,0.5,0.505335,0.815072,1,0.274576,0.738983,0.487768,0.415438,1.028466,0.518115,0.811035,2.108513,0.49,1.04,1.03,0.91,0.28,0.51,1800,1.06,8.52,8.68,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE",0.364,"qsts"
"s386_d3_s",1467,312,1779,4811,12522,2,1,3,6,3466,1339,3178,3543,1.665766,0.937019,733.5,0.46851,0.46851,3.525576,14.448718,7.224359,7.427768,28.897436,14.448718,19.408316,0.499122,0.320875,0.498627,0.63936,0.180003,1,1.00352,0.776107,0.386988,0.5,0.498627,0.775338,1,0.278321,0.736437,0.484915,0.411537,1.00196,0.52326,0.798969,2.06626,1800,68.69,72.01,32.51,0.6,564.03,1800,1800,341.23,393.05,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE",0.56,"qsts"
"s386_d4_s",2118,471,2589,6967,18194,2,1,3,6,5012,1949,4552,5124,1.62796,0.983494,1059,0.491747,0.491747,3.531866,14.547771,7.273885,7.571263,29.095541,14.547771,18.660529,0.497417,0.314279,0.495856,0.621436,0.188304,1,1.010387,0.762022,0.377853,0.5,0.495856,0.759631,1,0.279747,0.735467,0.483913,0.410335,0.991632,0.525167,0.795089,2.049194,1800,3.95,4.54,19.01,1.12,291.7,1800,1800,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",0.484,"qsts"
"s386_d6_s",3420,789,4209,11279,29538,2,1,3,6,8104,3169,7300,8286,1.595709,1.02314,1710,0.51157,0.51157,3.537182,14.626109,7.313054,7.692564,29.252218,14.626109,18.019006,0.495971,0.308687,0.493388,0.606143,0.195342,1,1.016246,0.749887,0.369985,0.5,0.493388,0.745982,1,0.280965,0.73464,0.483093,0.409422,0.982811,0.526771,0.792061,2.034412,1800,13,13.76,76.51,2.51,27.82,1800,1800,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",0.616,"qsts"
"s386_d7_s",4071,948,5019,13435,35210,2,1,3,6,9650,3779,8674,9867,1.587346,1.03342,2035.5,0.51671,0.51671,3.538553,14.64557,7.322785,7.723849,29.291139,14.64557,17.852125,0.495598,0.307242,0.492732,0.602178,0.19716,1,1.017765,0.746723,0.367934,0.5,0.492732,0.742405,1,0.28128,0.734425,0.482886,0.409201,0.980526,0.527183,0.791317,2.030556,1800,18.6,20.42,21.41,3.29,127.16,1800,1800,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",0.716,"qsts"
"s386_d8_u",4722,1107,5829,15591,40882,2,1,3,6,11196,4389,10048,11448,1.581297,1.040857,2361,0.520428,0.520428,3.539544,14.65944,7.32972,7.74644,29.31888,14.65944,17.731258,0.495328,0.306198,0.492253,0.599309,0.198474,1,1.018864,0.744429,0.366447,0.5,0.492253,0.739807,1,0.281509,0.73427,0.482736,0.409046,0.978875,0.527481,0.790788,2.027762,1800,26.08,25.8,186.71,5.83,75.64,1800,1800,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",0.86,"qsts"
"s386_d9_u",5373,1266,6639,17747,46554,2,1,3,6,12742,4999,11422,13029,1.576717,1.046487,2686.5,0.523243,0.523243,3.540292,14.669826,7.334913,7.763519,29.339652,14.669826,17.63968,0.495124,0.305409,0.491888,0.597137,0.199467,1,1.019696,0.74269,0.36532,0.5,0.491888,0.737836,1,0.281681,0.734152,0.482624,0.408931,0.977625,0.527706,0.790394,2.025644,1800,82.73,66.62,104.91,5.12,539.26,1800,1800,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",0.776,"qsts"
"s499_d12_s",7259,1661,8920,24175,63429,2,1,3,22,17311,6842,12353,19404,1.577952,1.045791,3629.5,0.522896,0.522896,3.74417,15.220951,7.610476,8.044507,30.441902,15.220951,15.983469,0.473459,0.327248,0.455868,0.579068,0.199294,1,1.112117,0.739027,0.336899,0.5,0.455868,0.71157,1,0.28302,0.802647,0.472503,0.41982,0.998073,0.543764,0.795872,2.112311,1800,63.47,86.25,281.11,8.77,407.2,1800,1800,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",0.96,"qsts"
"s499_d15_s",9191,2120,11311,30628,80403,2,1,3,22,21931,8675,15653,24597,1.570687,1.05446,4595.5,0.52723,0.52723,3.742551,15.233962,7.616981,8.064008,30.467925,15.233962,15.903057,0.473502,0.325659,0.455713,0.575845,0.200838,1,1.111922,0.736333,0.335557,0.5,0.455713,0.70867,1,0.283238,0.803089,0.47254,0.419284,0.99644,0.543832,0.794913,2.108687,1800,97.45,146.5,486.51,13.81,1800,1800,1800,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1,"qsts"
"s499_d17_s",10479,2426,12905,34930,91719,2,1,3,22,25011,9897,17853,28059,1.567335,1.05846,5239.5,0.52923,0.52923,3.741806,15.239901,7.619951,8.072995,30.479802,15.239901,15.865922,0.473522,0.324927,0.455641,0.574359,0.20155,1,1.111833,0.735088,0.334936,0.5,0.455641,0.70733,1,0.283338,0.803292,0.472558,0.419039,0.995686,0.543863,0.794473,2.107015,1800,156.29,187.6,1800,17.88,1800,1800,1800,1800,1800,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.224,"qsts"
"s499_d18_s",11123,2579,13702,37081,97377,2,1,3,22,26551,10508,18953,29790,1.56595,1.060112,5561.5,0.530056,0.530056,3.741498,15.242342,7.621171,8.076704,30.484684,15.242342,15.85058,0.473531,0.324625,0.455612,0.573746,0.201844,1,1.111795,0.734573,0.33468,0.5,0.455612,0.706776,1,0.28338,0.803376,0.472565,0.418938,0.995375,0.543875,0.794293,2.106325,513.95,171.39,176.35,1800,18.72,1800,1800,1800,1800,1800,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.384,"qsts"
"s499_d19_s",11767,2732,14499,39232,103035,2,1,3,22,28091,11119,20053,31521,1.564718,1.061582,5883.5,0.530791,0.530791,3.741224,15.24451,7.622255,8.080006,30.489019,15.24451,15.836917,0.473538,0.324356,0.455585,0.5732,0.202106,1,1.111762,0.734115,0.334452,0.5,0.455585,0.706283,1,0.283417,0.803451,0.472571,0.418848,0.995098,0.543887,0.794132,2.105711,1800,301.03,286.25,1800,20.99,1800,1800,1800,1800,1800,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.216,"qsts"
"s499_d22_u",13699,3191,16890,45685,120009,2,1,3,22,32711,12952,23353,36714,1.561716,1.065164,6849.5,0.532582,0.532582,3.740557,15.249765,7.624882,8.08804,30.49953,15.249765,15.803635,0.473556,0.323701,0.45552,0.571871,0.202743,1,1.111682,0.732998,0.333895,0.5,0.45552,0.705081,1,0.283507,0.803634,0.472586,0.41863,0.994423,0.543915,0.793741,2.104215,1800,362.94,385.72,1800,29.36,1800,1800,1800,1800,1800,"FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.28,"qsts"
"s499_d24_u",14987,3497,18484,49987,131325,2,1,3,22,35791,14174,25553,40176,1.560146,1.067037,7493.5,0.533519,0.533519,3.740208,15.252502,7.626251,8.092242,30.505004,15.252502,15.786215,0.473566,0.323358,0.455486,0.571176,0.203076,1,1.11164,0.732413,0.333604,0.5,0.455486,0.704452,1,0.283554,0.803729,0.472594,0.418516,0.99407,0.543929,0.793538,2.103432,1800,1800,1800,1800,34.94,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.588,"qsts"
"s499_d25_u",15631,3650,19281,52138,136983,2,1,3,22,37331,14785,26653,41907,1.559458,1.067858,7815.5,0.533929,0.533929,3.740055,15.253699,7.626849,8.094082,30.507397,15.253699,15.778581,0.47357,0.323208,0.455471,0.570871,0.203222,1,1.111622,0.732157,0.333476,0.5,0.455471,0.704176,1,0.283574,0.803771,0.472598,0.418467,0.993916,0.543935,0.793449,2.10309,1800,1800,1800,1800,39.98,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.812,"qsts"
"s499_d7_s",4039,896,4935,13420,35139,2,1,3,22,9611,3787,6853,10749,1.605589,1.012817,2019.5,0.506408,0.506408,3.750355,15.169643,7.584821,7.97001,30.339286,15.169643,16.288438,0.473292,0.333305,0.456444,0.591366,0.193403,1,1.112862,0.749222,0.341978,0.5,0.456444,0.722552,1,0.282191,0.800969,0.472358,0.421905,1.004282,0.543508,0.799606,2.126102,1800,30.77,34.32,62.11,3.36,128.05,1800,1800,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",0.628,"qsts"
"s499_d9_s",5327,1202,6529,17722,46455,2,1,3,22,12691,5009,9053,14211,1.590509,1.030809,2663.5,0.515405,0.515405,3.746975,15.198003,7.599002,8.010721,30.396007,15.198003,16.122208,0.473383,0.329997,0.456132,0.584648,0.19662,1,1.112455,0.74367,0.339212,0.5,0.456132,0.71657,1,0.282643,0.801885,0.472438,0.420758,1.000895,0.543648,0.797551,2.118576,1800,19.67,26.3,77.71,5.39,165.24,1800,1800,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE",0.78,"qsts"
"s510_d11_s",8559,2224,10783,27037,70508,2,1,3,6,19038,7993,14855,20459,1.567112,1.040722,4279.5,0.520361,0.520361,3.363813,12.651978,6.325989,7.306037,25.303957,12.651978,14.911672,0.485562,0.3149,0.475974,0.589058,0.199538,1,1.05947,0.757071,0.360346,0.5,0.475974,0.742121,1,0.295632,0.756704,0.479945,0.421176,0.900587,0.531908,0.809869,1.876436,1800,83.39,87.72,480.01,12.45,1800,1800,1800,1800,1800,"FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.248,"qsts"
"s510_d23_s",18555,4900,23455,58741,153404,2,1,3,6,41358,17377,32231,44555,1.551523,1.060009,9277.5,0.530005,0.530005,3.365764,12.707347,6.353673,7.360691,25.414694,12.707347,14.554406,0.485385,0.311667,0.4754,0.581883,0.202948,1,1.06022,0.750995,0.357023,0.5,0.4754,0.735546,1,0.295824,0.758499,0.479856,0.420368,0.897965,0.532239,0.808178,1.87132,1800,1800,1800,1800,75.77,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.66,"qsts"
"s510_d24_s",19388,5123,24511,61383,160312,2,1,3,6,43218,18159,33679,46563,1.550951,1.060717,9694,0.530359,0.530359,3.365836,12.70935,6.354675,7.362694,25.4187,12.70935,14.541263,0.485379,0.311549,0.475379,0.58162,0.203073,1,1.060248,0.750772,0.356901,0.5,0.475379,0.735304,1,0.295831,0.758565,0.479853,0.420339,0.897868,0.532252,0.808117,1.87113,1800,1800,1800,1800,59.92,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",3.66,"qsts"
"s510_d28_s",22720,6015,28735,71951,187944,2,1,3,6,50658,21287,39471,54595,1.549082,1.063029,11360,0.531515,0.531515,3.366069,12.715877,6.357938,7.369236,25.431754,12.715877,14.498327,0.485357,0.311162,0.475309,0.580761,0.203481,1,1.060338,0.750042,0.356502,0.5,0.475309,0.734514,1,0.295854,0.75878,0.479843,0.420245,0.89755,0.532291,0.807918,1.870508,1800,1800,1800,1800,83.06,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.868,"qsts"
"s510_d31_s",25219,6684,31903,79877,208668,2,1,3,6,56238,23633,43815,60619,1.548005,1.064361,12609.5,0.532181,0.532181,3.366204,12.719629,6.359814,7.373006,25.439258,12.719629,14.473572,0.485345,0.310939,0.475269,0.580266,0.203716,1,1.060389,0.749621,0.356272,0.5,0.475269,0.734058,1,0.295867,0.758904,0.479837,0.42019,0.897366,0.532314,0.807804,1.870149,1800,1800,1800,1800,102.12,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.736,"qsts"
"s510_d32_s",26052,6907,32959,82519,215576,2,1,3,6,58098,24415,45263,62627,1.547692,1.064749,13026,0.532374,0.532374,3.366243,12.720718,6.360359,7.374101,25.441436,12.720718,14.466375,0.485342,0.310874,0.475257,0.580122,0.203784,1,1.060404,0.749499,0.356205,0.5,0.475257,0.733926,1,0.295871,0.75894,0.479835,0.420174,0.897313,0.53232,0.807771,1.870045,1800,1800,1800,1800,104.74,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",1.796,"qsts"
"s510_d35_s",28551,7576,36127,90445,236300,2,1,3,6,63678,26761,49607,68651,1.546863,1.065775,14275.5,0.532887,0.532887,3.366346,12.723601,6.3618,7.377003,25.447202,12.723601,14.447305,0.485332,0.310702,0.475226,0.579741,0.203965,1,1.060444,0.749175,0.356028,0.5,0.475226,0.733575,1,0.295881,0.759036,0.47983,0.420133,0.897171,0.532338,0.807684,1.869768,1800,1800,1800,1800,126.75,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",2.048,"qsts"
"s510_d36_s",29384,7799,37183,93087,243208,2,1,3,6,65538,27543,51055,70659,1.546618,1.066078,14692,0.533039,0.533039,3.366377,12.724452,6.362226,7.377861,25.448904,12.724452,14.441669,0.485329,0.310652,0.475217,0.579628,0.204019,1,1.060456,0.749079,0.355975,0.5,0.475217,0.733471,1,0.295884,0.759064,0.479829,0.42012,0.897129,0.532343,0.807658,1.869686,1800,1800,1800,1800,170.3,1800,1800,1800,1800,1800,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",2.092,"qsts"
"s510_d3_s",1895,440,2335,5901,15244,2,1,3,6,4158,1737,3271,4395,1.670564,0.912727,947.5,0.456363,0.456363,3.350749,12.240909,6.120455,6.940043,24.481818,12.240909,17.243799,0.486749,0.336591,0.479509,0.637062,0.17666,1,1.054447,0.796833,0.382089,0.5,0.479509,0.784981,1,0.294357,0.744789,0.480576,0.427305,0.916165,0.529668,0.822651,1.906391,86.34,1.44,1.9,3.51,0.83,10.45,1800,1800,70.36,73.29,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE",0.564,"qsts"
