"id","f_1","f_2","f_3","f_8","f_9","f_10","f_11","f_12","f_13","f_14","f_15","f_16","f_17","f_18","f_19","f_20","f_21","f_22","f_23","f_24","f_25","f_29","f_30","f_31","f_32","f_34","f_35","f_36","f_37","CCEHC2akms","CCLS2akms","Naps.1.02.ms","WMaxSatz.","WMaxSatz09","ahms.1.70","ahms.ls.1.70","CCEHC2akms_success","CCLS2akms_success","Naps.1.02.ms_success","WMaxSatz._success","WMaxSatz09_success","ahms.1.70_success","ahms.ls.1.70_success","base","Class"
"normalized-f20c10b_025_area_delay.wcnf",16199,124995,0.06377,0.1296,0.00016,2.66752,2e-05,0.02651,0.0265,0.00016,0.73419,6e-05,0.01543,0.01537,0.25089,0.63053,0.00174,0.98462,0.98287,0.13707,1.57763,0.06379,0.39178,0.94565,0.00016,1e-05,0.02651,0.02651,0.99739,1800,1800,23.09,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.14,"mscg2015a"
"normalized-f51m.b.wcnf",210,407,0.51597,0.51597,0.0354,0.75354,0,0.12285,0.12285,0.0354,1.03039,0.00476,0.16667,0.1619,0.75428,0.28011,0,0.98,0.98,0.4529,1.03374,0.53071,0.53563,0.53563,0.00253,0,0.00491,0.00491,0.53071,1800,1800,3.97,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,"WPM3.2015.co"
"normalized-f600.wcnf",1200,4350,0.27586,0.27586,0.00193,0.29845,0.00046,0.00414,0.00368,0.00193,0.37875,0.00083,0.0025,0.00167,0.73498,0.13458,0,0.88889,0.88889,0.58621,0.84015,0.27586,0.41379,1,0.00046,0.00046,0.00046,0,0.41379,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"maxino16.c10"
"normalized-fir06_area_delay.wcnf",5537,18501,0.14302,0.29928,0.00042,1.72679,0.00016,0.02011,0.01994,0.00042,1.34741,0.00018,0.02294,0.02276,0.37243,0.31708,0.01351,0.9697,0.95618,0.37018,0.58034,0.15702,0.84331,0.90346,0.00037,0.00011,0.02011,0.02,0.98314,1800,1800,87.77,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,"Optiriss6"
"normalized-fir07_area_delay.wcnf",12615,57809,0.10545,0.21822,2e-04,2.65941,3e-05,0.01733,0.0173,2e-04,1.22534,8e-05,0.02021,0.02013,0.30526,0.4607,0.0017,0.98462,0.98291,0.2705,0.89856,0.10549,0.64241,0.90789,0.00018,2e-05,0.01733,0.01732,0.99137,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06,"maxino16.c10"
"normalized-fir08_area_delay.wcnf",124856,583176,0.10555,0.2141,2e-05,5.7163,1e-05,0.00832,0.00831,2e-05,1.97057,1e-05,0.00819,0.00819,0.30466,0.38092,0.00021,0.99611,0.9959,0.26329,0.90734,0.10569,0.65931,0.91161,2e-05,0,0.00832,0.00831,0.99659,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.68,"mscg2015a"
"normalized-fir08_area_opers.wcnf",203287,570325,0.17753,0.35644,1e-05,7.31598,0,0.01346,0.01346,1e-05,2.1615,0,0.00503,0.00503,0.34793,0.13387,0.33333,0.99611,0.66278,0.37343,0.52194,0.17753,0.82104,0.87655,1e-05,0,0.01346,0.01346,0.99652,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.63,"Optiriss6"
"normalized-fir08_area_partials.wcnf",40727,176371,0.01032,0.23092,6e-05,4.23082,1e-05,0.0134,0.01339,6e-05,2.92463,2e-05,0.025,0.02497,0.42345,0.20693,0.33333,0.99611,0.66278,0.462,0.19904,0.01056,0.77935,0.99385,5e-05,1e-05,0.01287,0.01286,0.99384,1800,1800,12.61,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.2,"mscg2015a"
"normalized-fir09_area_delay.wcnf",13487,64286,0.10089,0.2098,0.00019,2.78268,3e-05,0.01736,0.01733,0.00019,1.19613,7e-05,0.01883,0.01876,0.30512,0.47442,0.00118,0.98462,0.98343,0.26718,0.91189,0.10091,0.63339,0.90354,0.00017,2e-05,0.01736,0.01734,0.99137,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.07,"WPM3.2015.co"
"normalized-fir09_area_opers.wcnf",25134,71696,0.17189,0.35056,9e-05,6.89669,3e-05,0.07805,0.07802,9e-05,1.2595,4e-05,0.01011,0.01007,0.34837,0.17618,0.33333,0.98462,0.65128,0.37646,0.52521,0.17191,0.82111,0.84427,8e-05,1e-05,0.07805,0.07804,0.99226,1800,1800,38.15,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.08,"Optiriss6"
"normalized-fout.r.wcnf",209,344,0.60756,0.60756,0.01458,0.31243,0.00581,0.03198,0.02616,0.01458,1.05138,0.00478,0.08134,0.07656,0.7817,0.08631,0.5,0.90909,0.40909,0.39244,1.24424,0.61047,0.65407,0.69767,0.00292,0.00291,0.00581,0.00291,0.61047,25.63,24.27,959.01,1800,1800,1800,1800,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,"maxino16.c10"
"normalized-g125.17.wcnf",4250,72647,0.0585,0.0585,0.00046,0.91757,4e-05,0.00106,0.00102,0.00046,0.33876,0.00024,0.004,0.00376,0.651,0.48798,0.33333,0.97403,0.64069,0.91225,0.31034,0.0585,0.99828,0.99828,3e-05,3e-05,3e-05,0,0.08775,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.07,"maxino16.c10"
"normalized-g125.18.wcnf",4500,76913,0.05851,0.05851,0.00044,0.91754,4e-05,0.001,0.00096,0.00044,0.34963,0.00022,0.004,0.00378,0.651,0.48798,0.33333,0.97403,0.64069,0.91224,0.31036,0.05851,0.99837,0.99837,3e-05,3e-05,3e-05,0,0.08776,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.07,"maxino16.c10"
"normalized-g250.15.wcnf",7500,245215,0.03059,0.03059,0.00026,0.95738,1e-05,0.00061,6e-04,0.00026,0.22663,0.00013,0.002,0.00187,0.65874,0.494,0.33333,0.98658,0.65324,0.95412,0.21891,0.03059,0.99898,0.99898,1e-05,1e-05,1e-05,0,0.04588,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.23,"maxino16.c10"
"normalized-g250.29.wcnf",14500,476372,0.03044,0.03044,0.00014,0.95768,1e-05,0.00031,0.00031,0.00014,0.32466,7e-05,0.002,0.00193,0.65878,0.49403,0.33333,0.98658,0.65324,0.95434,0.21841,0.03044,0.99948,0.99948,0,0,0,0,0.04566,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.45,"maxino16.c10"
"normalized-hanoi5.wcnf",3862,20261,0.19061,0.19061,0.00056,0.71343,0.00015,0.00168,0.00153,0.00056,0.37375,0.00026,0.00207,0.00181,0.74533,0.17629,0.33333,0.94118,0.60784,0.71408,0.63282,0.20863,0.6588,0.99541,1e-04,1e-04,2e-04,1e-04,0.30393,1800,1800,11.87,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.02,"maxino16.c10"
"normalized-ii16a1.wcnf",3300,24318,0.1357,0.1357,0.00064,0.84102,8e-05,0.00222,0.00214,0.00064,0.87019,3e-04,0.00485,0.00455,0.68621,0.40387,0,0.96296,0.96296,0.79645,0.50562,0.1357,0.98322,0.98322,8e-05,8e-05,8e-05,0,0.20355,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,"maxino16.c10"
"normalized-ii16a2.wcnf",3204,28087,0.11407,0.11407,0.00066,1.49042,7e-05,0.0052,0.00513,0.00066,0.8134,0.00031,0.00499,0.00468,0.64975,0.44151,0,0.9863,0.9863,0.82889,0.45437,0.11407,0.97775,0.97775,7e-05,7e-05,7e-05,0,0.17111,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,"Open.WBO15"
"normalized-ii16b1.wcnf",3456,29976,0.11529,0.11529,0.00068,1.27529,1e-04,0.00407,0.00397,0.00068,1.06389,0.00029,0.00463,0.00434,0.66459,0.43134,0.33333,0.98361,0.65027,0.82706,0.45744,0.11529,0.9629,0.9629,7e-05,7e-05,7e-05,0,0.17294,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.03,"maxino16.c10"
"normalized-ii16c1.wcnf",3160,21207,0.14901,0.14901,0.00082,0.61907,0.00014,0.00179,0.00165,0.00082,1.23961,0.00032,0.00633,0.00601,0.73782,0.35757,0.33333,0.94737,0.61404,0.77649,0.53661,0.14901,0.9478,0.9478,9e-05,9e-05,9e-05,0,0.22351,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,"maxino16.c10"
"normalized-ii16c2.wcnf",1848,16575,0.11149,0.11149,0.0014,1.43755,0.00018,0.00911,0.00893,0.0014,1.17765,0.00054,0.00866,0.00812,0.66216,0.43424,0.33333,0.98675,0.65342,0.83276,0.44812,0.11149,0.93949,0.93949,0.00012,0.00012,0.00012,0,0.16724,1800,1800,8.97,404.6,392.13,448.45,384.75,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.01,"QMaxSAT16UC"
"normalized-ii16d1.wcnf",2460,19591,0.12557,0.12557,0.00109,0.94381,0.00015,0.00419,0.00403,0.00109,1.22408,0.00041,0.0065,0.0061,0.70194,0.40436,0.33333,0.97561,0.64228,0.81165,0.48174,0.12557,0.93972,0.93972,1e-04,1e-04,1e-04,0,0.18835,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,"maxino16.c10"
"normalized-ii16d2.wcnf",1672,14969,0.1117,0.1117,0.00164,1.41917,2e-04,0.01129,0.01109,0.00164,1.22306,6e-04,0.00957,0.00897,0.6675,0.43144,0.33333,0.98817,0.65483,0.83245,0.44864,0.1117,0.92859,0.92859,0.00013,0.00013,0.00013,0,0.16755,1800,1800,8.99,294.37,283.06,401.68,382.75,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.01,"QMaxSAT14"
"normalized-ii16e1.wcnf",2490,18501,0.13459,0.13459,0.00144,0.98479,0.00016,0.00492,0.00476,0.00144,1.29821,4e-04,0.00643,0.00602,0.74173,0.3689,0.33333,0.97802,0.64469,0.79812,0.50295,0.13459,0.87644,0.87644,0.00011,0.00011,0.00011,0,0.20188,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.02,"Open.WBO16"
"normalized-ii32c1.wcnf",450,1955,0.23018,0.23018,0.00794,0.57259,0.00153,0.01739,0.01586,0.00794,2.01231,0.00222,0.07111,0.06889,0.7986,0.20202,0.33333,0.94118,0.60784,0.65473,0.72618,0.23018,0.93453,0.94015,0.00102,0.00102,0.00102,0,0.34527,249.81,1800,10.84,1800,1800,1800,1800,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,"Open.WBO16"
"normalized-ii32c2.wcnf",498,2929,0.17002,0.17002,0.00869,0.62795,0.00102,0.01809,0.01707,0.00869,1.9264,0.00201,0.06426,0.06225,0.83057,0.23412,0.33333,0.96226,0.62893,0.74496,0.58509,0.17002,0.91055,0.91704,0.00068,0.00068,0.00068,0,0.25504,318.29,593.74,37.84,1800,1800,1800,1800,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,"Open.WBO16"
"normalized-ii32c3.wcnf",558,4109,0.1358,0.1358,0.0081,0.69887,0.00073,0.01874,0.01801,0.0081,1.89351,0.00179,0.05735,0.05556,0.83178,0.26755,0.33333,0.97403,0.64069,0.7963,0.50579,0.1358,0.9046,0.91166,0.00049,0.00049,0.00049,0,0.2037,1800,1800,56.04,64.33,63.27,32.11,40.71,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,"mscg2015a"
"normalized-ii32c4.wcnf",1518,23139,0.0656,0.0656,0.00336,1.66603,0.00013,0.02131,0.02118,0.00336,1.80996,0.00066,0.02108,0.02042,0.72446,0.41941,0.33333,0.99594,0.66261,0.90159,0.3303,0.0656,0.88668,0.89485,9e-05,9e-05,9e-05,0,0.09841,1800,1800,9.07,1220.22,1220.94,1800,1800,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0.03,"QMaxSAT14"
"normalized-ii32d1.wcnf",664,3699,0.17951,0.17951,0.00427,0.51443,0.00081,0.00919,0.00838,0.00427,1.92042,0.00151,0.04819,0.04669,0.80819,0.2171,0.33333,0.94118,0.60784,0.73074,0.60704,0.17951,0.96134,0.96134,0.00054,0.00054,0.00054,0,0.26926,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Open.WBO16"
"normalized-ii32d2.wcnf",808,6365,0.12694,0.12694,0.0038,0.48908,0.00047,0.00691,0.00644,0.0038,1.91529,0.00124,0.0396,0.03837,0.81726,0.28148,0.33333,0.95455,0.62121,0.80958,0.48497,0.12694,0.9546,0.9546,0.00031,0.00031,0.00031,0,0.19042,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Open.WBO16"
"normalized-ii32d3.wcnf",1648,21950,0.07508,0.07508,0.00203,0.99698,0.00014,0.00747,0.00733,0.00203,1.90264,0.00061,0.01942,0.01881,0.74322,0.40051,0.33333,0.9878,0.65447,0.88738,0.35627,0.07508,0.94651,0.94651,9e-05,9e-05,9e-05,0,0.11262,1800,1800,24.59,1800,1800,1800,1800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.03,"QMaxSAT16UC"
"normalized-ii32e5.wcnf",1044,13202,0.07908,0.07908,0.00374,1.02701,0.00023,0.01379,0.01356,0.00374,1.91211,0.00096,0.03065,0.02969,0.7615,0.38284,0.33333,0.98901,0.65568,0.88138,0.3669,0.07908,0.92577,0.9341,0.00015,0.00015,0.00015,0,0.11862,1800,1800,175.89,246.16,242.99,841.84,798.58,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.01,"mscg2015b"
"normalized-ii8a2.wcnf",360,1340,0.26866,0.26866,0.00575,0.42036,0.00224,0.01119,0.00896,0.00575,0.7177,0.00278,0.02222,0.01944,0.66422,0.29028,0.33333,0.86667,0.53333,0.59701,0.82158,0.26866,0.9403,0.9403,0.00149,0.00149,0.00149,0,0.40299,180.82,812.92,1800,11.11,11.14,0.94,1.47,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,"Open.WBO16"
"normalized-ii8a3.wcnf",528,2344,0.22526,0.22526,0.00409,0.6032,0.00128,0.01195,0.01067,0.00409,0.71977,0.00189,0.01515,0.01326,0.66934,0.34831,0.33333,0.92857,0.59524,0.66212,0.71436,0.22526,0.93174,0.93174,0.00085,0.00085,0.00085,0,0.33788,64.74,1800,1800,1.32,1.31,0.44,0.65,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,"Open.WBO16"
"normalized-ii8a4.wcnf",792,3986,0.1987,0.1987,0.00291,0.88627,0.00075,0.01179,0.01104,0.00291,0.75422,0.00126,0.0101,0.00884,0.65204,0.38887,0.33333,0.95745,0.62411,0.70196,0.65159,0.1987,0.91219,0.91219,5e-04,5e-04,5e-04,0,0.29804,1051.47,1800,1800,40.16,40.27,3.76,6.07,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,"Open.WBO16"
"normalized-ii8b2.wcnf",1152,5816,0.19807,0.19807,0.00172,1.09117,0.00034,0.0098,0.00946,0.00172,0.54394,0.00087,0.00694,0.00608,0.6129,0.41451,0,0.96491,0.96491,0.70289,0.65013,0.19807,0.96561,0.96561,0.00034,0.00034,0.00034,0,0.29711,617.78,1800,1800,6.84,6.89,31.98,53.12,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,"Open.WBO16"
"normalized-ii8b3.wcnf",1632,8556,0.19074,0.19074,0.00122,1.36171,0.00023,0.01017,0.00993,0.00122,0.54368,0.00061,0.0049,0.00429,0.60264,0.41951,0,0.97701,0.97701,0.71389,0.63311,0.19074,0.96494,0.96494,0.00023,0.00023,0.00023,0,0.28612,1800,1800,1800,19,18.73,103.67,112.23,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,"Open.WBO16"
"normalized-ii8b4.wcnf",2136,11418,0.18707,0.18707,0.00093,1.59744,0.00018,0.01007,0.0099,0.00093,0.53491,0.00047,0.00375,0.00328,0.59537,0.42057,0,0.98261,0.98261,0.71939,0.62455,0.18707,0.96584,0.96584,0.00018,0.00018,0.00018,0,0.28061,1800,1800,1800,20.96,20.74,59.55,69.73,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.01,"Open.WBO16"
"normalized-ii8c2.wcnf",1900,9539,0.19918,0.19918,0.00105,1.07878,0.00021,0.00608,0.00587,0.00105,0.61698,0.00053,0.00526,0.00474,0.61282,0.41506,0,0.96552,0.96552,0.70123,0.65271,0.19918,0.9697,0.9697,0.00021,0.00021,0.00021,0,0.29877,1800,1800,1800,1800,1800,59.23,56.16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.01,"Open.WBO16"
"normalized-ii8d1.wcnf",1060,4797,0.22097,0.22097,0.00189,0.70062,0.00042,0.00563,0.00521,0.00189,0.64896,0.00094,0.00943,0.00849,0.6308,0.40055,0,0.92593,0.92593,0.66854,0.70412,0.22097,0.96519,0.96519,0.00042,0.00042,0.00042,0,0.33146,1800,1800,1800,1800,1800,15.5,14.8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,"maxino16.c10"
"normalized-ii8d2.wcnf",1860,9337,0.19921,0.19921,0.00108,1.05388,0.00021,0.00568,0.00546,0.00108,0.63046,0.00054,0.00538,0.00484,0.61448,0.41519,0,0.96226,0.96226,0.70119,0.65276,0.19921,0.96712,0.96712,0.00021,0.00021,0.00021,0,0.29881,1800,1800,1800,1388.07,1422.86,42.72,33.53,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.01,"maxino16.c10"
"normalized-ii8e1.wcnf",1040,4696,0.22147,0.22147,0.00194,0.68245,0.00043,0.00596,0.00554,0.00194,0.66185,0.00096,0.00962,0.00865,0.64246,0.37801,0,0.92857,0.92857,0.6678,0.7053,0.22147,0.96252,0.96252,0.00043,0.00043,0.00043,0,0.3322,1800,1800,1800,675.96,662.06,11.95,13.71,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,"maxino16.c10"
"normalized-ii8e2.wcnf",1740,8731,0.19929,0.19929,0.00119,1.00154,0.00023,0.0063,0.00607,0.00119,0.66944,0.00057,0.00575,0.00517,0.62483,0.4063,0,0.96364,0.96364,0.70107,0.65298,0.19929,0.95865,0.95865,0.00023,0.00023,0.00023,0,0.29893,1800,1800,1800,1800,1800,39.65,38.77,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,"Open.WBO16"
"normalized-jac3.wcnf",1280,2209,0.57945,0.57945,0.00678,2.45131,0.00091,0.10819,0.10729,0.00678,2.87362,0.00078,0.29609,0.29531,0.74156,0.15765,0.33333,0.99582,0.66248,0.3375,1.22226,0.57945,0.66908,0.67587,0.00059,0.00045,0.06157,0.06111,0.66908,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"mscg2015a"
"normalized-lin.rom.r.wcnf",657,1251,0.52518,0.52518,0.00471,0.3702,8e-04,0.01439,0.01359,0.00471,0.89544,0.00152,0.02435,0.02283,0.80467,0.10374,0,0.94444,0.94444,0.47482,1.0517,0.52998,0.56914,0.64029,0.00081,8e-04,0.0016,8e-04,0.52998,1800,1800,1800,1800,1800,5.57,4.95,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,"LMHS.2016"
"normalized-m100_100_10_10.r.wcnf",100,200,0.5,0.5,0.055,0.27634,0.025,0.09,0.065,0.055,0.81818,0.01,0.1,0.09,0.90112,0.0342,0.8,0.94444,0.14444,0.5,1,0.5,0.5,0.5,0.005,0.005,0.005,0,0.5,175.07,169.84,1800,163.67,160.67,421.8,473.69,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,"LMHS.2016"
"normalized-m100_100_10_15.r.wcnf",100,200,0.5,0.5,0.06695,0.23709,0.03,0.115,0.085,0.06695,0.87109,0.01,0.15,0.14,0.92081,0.02201,0.83333,0.95652,0.12319,0.5,1,0.5,0.5,0.5,0.005,0.005,0.005,0,0.5,64.34,62.8,1800,64.39,63.07,30.59,26.84,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,"LMHS.2016"
"normalized-m100_100_10_30.r.wcnf",100,200,0.5,0.5,0.1034,0.19341,0.04,0.165,0.125,0.1034,0.99896,0.01,0.3,0.29,0.94957,0.01238,0.875,0.9697,0.0947,0.5,1,0.5,0.5,0.5,0.005,0.005,0.005,0,0.5,18.62,18.5,18.06,40.71,39.98,10.37,10.51,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,"LMHS.2016"
"normalized-m100_100_30_30.r.wcnf",100,200,0.5,0.5,0.155,0.14061,0.095,0.22,0.125,0.155,0.93548,0.01,0.3,0.29,0.96708,0.00498,0.94737,0.97727,0.0299,0.5,1,0.5,0.5,0.5,0.005,0.005,0.005,0,0.5,7.71,7.49,230.36,17.85,17.49,26.77,27.38,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,"maxhs.b"
"normalized-m100_300_10_10.r.wcnf",236,336,0.70238,0.70238,0.01457,0.32535,0.00893,0.03571,0.02679,0.01457,1.09824,0.00424,0.04237,0.03814,0.77547,0.0863,0.66667,0.91667,0.25,0.29762,1.53623,0.70238,0.70238,0.70238,0.00298,0.00298,0.00298,0,0.70238,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"LMHS.2016"
"normalized-m100_300_10_14.r.wcnf",257,357,0.71989,0.71989,0.01501,0.33683,0.0084,0.03922,0.03081,0.01501,1.20434,0.00389,0.05447,0.05058,0.79322,0.08202,0.66667,0.92857,0.2619,0.28011,1.60312,0.71989,0.71989,0.71989,0.0028,0.0028,0.0028,0,0.71989,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"LMHS.2016"
"normalized-m100_300_10_15.r.wcnf",261,361,0.72299,0.72299,0.01571,0.33426,0.00831,0.03878,0.03047,0.01571,1.24391,0.00383,0.05747,0.05364,0.80481,0.07615,0.66667,0.92857,0.2619,0.27701,1.61555,0.72299,0.72299,0.72299,0.00277,0.00277,0.00277,0,0.72299,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"LMHS.2016"
"normalized-m100_300_10_20.r.wcnf",270,370,0.72973,0.72973,0.01679,0.33615,0.00811,0.03784,0.02973,0.01679,1.32051,0.0037,0.07407,0.07037,0.8198,0.07539,0.66667,0.92857,0.2619,0.27027,1.64317,0.72973,0.72973,0.72973,0.0027,0.0027,0.0027,0,0.72973,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"LMHS.2016"
"normalized-m200_500_10_10.r.wcnf",442,642,0.68847,0.68847,0.00839,0.32895,0.00467,0.02025,0.01558,0.00839,1.08874,0.00226,0.02262,0.02036,0.79446,0.08247,0.66667,0.92308,0.25641,0.31153,1.48661,0.68847,0.68847,0.68847,0.00156,0.00156,0.00156,0,0.68847,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"LMHS.2016"
"normalized-m4.r.wcnf",320,609,0.52545,0.52545,0.00822,0.41612,0,0.02135,0.02135,0.00822,0.88656,0.00313,0.03438,0.03125,0.76032,0.154,0,0.92308,0.92308,0.47455,1.05227,0.55337,0.63054,0.70936,0.00173,0,0.00328,0.00328,0.55337,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"maxino16.c10"
"normalized-maincont.r.wcnf",61,111,0.54955,0.54955,0.1372,0.31466,0.02703,0.22523,0.1982,0.1372,1.10711,0.01639,0.47541,0.45902,0.92438,0.04388,0.66667,0.96,0.29333,0.45045,1.10454,0.54955,0.54955,0.55856,0.00901,0.00901,0.00901,0,0.54955,0.35,0.3,0.01,0.09,0.09,0.02,0.01,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,"Open.WBO15"
"normalized-max1024.pi.wcnf",974,1952,0.49898,0.49898,0.00344,0.57793,0.00102,0.01537,0.01434,0.00344,1.00936,0.00103,0.01848,0.01745,0.80166,0.1333,0.5,0.96667,0.46667,0.50102,0.99794,0.52049,0.58811,0.6373,0.00053,0.00051,0.00102,0.00051,0.52049,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"LMHS.2016"
"normalized-max1024.r.wcnf",960,1924,0.49896,0.49896,0.00353,0.56998,0.00104,0.01559,0.01455,0.00353,1.00286,0.00104,0.01875,0.01771,0.80606,0.12554,0.5,0.96667,0.46667,0.50104,0.99792,0.51351,0.58212,0.63202,0.00053,0.00052,0.00104,0.00052,0.51351,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"LMHS.2016"
"normalized-max512.r.wcnf",327,648,0.50463,0.50463,0.00769,0.52137,0.00309,0.02315,0.02006,0.00769,0.94485,0.00306,0.04587,0.04281,0.7462,0.15934,0.5,0.93333,0.43333,0.49537,1.00931,0.54784,0.65895,0.75309,0.00168,0.00154,0.00309,0.00154,0.54784,1800,1800,1800,1800,1800,0.14,0.17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,"maxino16.dis"
"normalized-mlp4.r.wcnf",370,712,0.51966,0.51966,0.00689,0.42248,0,0.02107,0.02107,0.00689,0.81733,0.0027,0.02432,0.02162,0.76105,0.126,0,0.93333,0.93333,0.48034,1.04013,0.53792,0.62921,0.70506,0.00145,0,0.00281,0.00281,0.53792,1800,1800,1800,1800,1800,0.4,0.88,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,"maxino16.dis"
"normalized-par32-1-c.wcnf",2630,9199,0.2859,0.2859,0.00085,1.1963,0.00043,0.00891,0.00848,0.00085,0.38752,0.00038,0.00114,0.00076,0.69031,0.07733,0.5,0.97561,0.47561,0.57115,0.86655,0.2859,0.46929,1,0.00022,0.00022,0.00022,0,0.42885,1800,1800,1800,1800,1800,1800,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.01,"maxino16.c10"
