"id","nvarsOrig","nclausesOrig","nvars","nclauses","reducedVars","reducedClauses","vars_clauses_ratio","POSNEG_RATIO_CLAUSE_mean","POSNEG_RATIO_CLAUSE_coeff_variation","POSNEG_RATIO_CLAUSE_min","POSNEG_RATIO_CLAUSE_entropy","VCG_CLAUSE_mean","VCG_CLAUSE_coeff_variation","VCG_CLAUSE_min","VCG_CLAUSE_max","VCG_CLAUSE_entropy","BINARYp","TRINARYp","VCG_VAR_mean","VCG_VAR_coeff_variation","VCG_VAR_min","VCG_VAR_max","VCG_VAR_entropy","POSNEG_RATIO_VAR_mean","POSNEG_RATIO_VAR_stdev","POSNEG_RATIO_VAR_min","POSNEG_RATIO_VAR_max","POSNEG_RATIO_VAR_entropy","HORNY_VAR_mean","HORNY_VAR_coeff_variation","HORNY_VAR_min","HORNY_VAR_max","HORNY_VAR_entropy","horn_clauses_fraction","VG_mean","VG_coeff_variation","VG_min","VG_max","CG_mean","CG_coeff_variation","CG_min","CG_max","CG_entropy","cluster_coeff_mean","cluster_coeff_coeff_variation","cluster_coeff_min","cluster_coeff_max","cluster_coeff_entropy","clasp1","clasp2","cryptominisat2011","ebglucose","ebminisat","glucose2","glueminisat","lingeling","lrglshr","marchrw","minisatpsm","mphaseSAT","mphaseSATm","mxc09","picosat","precosat","qutersat","rcl","restartsat","sapperlot","sol","spear.hw","spear.sw","clasp1_success","clasp2_success","cryptominisat2011_success","ebglucose_success","ebminisat_success","glucose2_success","glueminisat_success","lingeling_success","lrglshr_success","marchrw_success","minisatpsm_success","mphaseSAT_success","mphaseSATm_success","mxc09_success","picosat_success","precosat_success","qutersat_success","rcl_success","restartsat_success","sapperlot_success","sol_success","spear.hw_success","spear.sw_success","Pre","Basic","KLB","CG","Class"
"SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S1757451736-02-UNSAT.cnf",5500,14684,3966,12449,0.3868,0.1795,0.3186,0.4729,0.7621,0,1.3932,8e-04,0.27,5e-04,0.002,1.1379,0.2513,0.8001,8e-04,0.4113,1e-04,0.003,2.6235,0.2929,0.2114,0,1,3.063,4e-04,0.51,0,0.0015,2.1641,0.5161,0.0015,0.4429,1e-04,0.0058,0.0011,0.4261,2e-04,0.0043,3.1284,0.1552,0.4234,0.0377,0.6667,2.837,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.09,0.01,0.06,0.14,"sparrow"
"SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S1962059985-11-UNSAT.cnf",5500,14684,4015,12493,0.3699,0.1754,0.3214,0.4696,0.7627,0,1.3947,7e-04,0.2784,5e-04,0.0025,1.143,0.2536,0.8073,7e-04,0.4258,1e-04,0.0031,2.6188,0.2956,0.2157,0,1,3.0523,4e-04,0.4957,0,0.0014,2.1685,0.5272,0.0015,0.471,1e-04,0.007,0.0011,0.4523,2e-04,0.006,3.1538,0.1571,0.4327,0.0291,0.6667,2.867,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.06,0,0.04,0.14,"sparrow"
"SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S30788164-07-SAT.cnf",5500,14684,3946,12378,0.3938,0.1863,0.3188,0.4729,0.7643,0,1.4025,8e-04,0.2744,5e-04,0.0023,1.1414,0.2505,0.8002,8e-04,0.4231,1e-04,0.0027,2.6247,0.2953,0.2111,0,1,3.0614,4e-04,0.508,0,0.0015,2.1659,0.5202,0.0015,0.4616,1e-04,0.006,0.0011,0.4475,2e-04,0.0046,3.1625,0.1561,0.4311,0.0345,0.6667,2.8562,40.71,10.78,78.4,60.08,9.66,9.2,60.34,31.81,28.57,2.41,4.35,180.57,171.06,3.56,5.46,16.82,694.13,6.05,102.52,42.72,27.12,20.4,103.21,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.09,0,0.04,0.14,"tnm"
"SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S499481065-10-SAT.cnf",5500,14684,4000,12525,0.375,0.1724,0.3194,0.4774,0.7592,0,1.377,7e-04,0.2637,5e-04,0.002,1.1197,0.2566,0.8059,7e-04,0.3948,1e-04,0.0024,2.5895,0.2892,0.2108,0,1,3.0403,4e-04,0.4862,0,0.0012,2.1384,0.5174,0.0015,0.4277,1e-04,0.0052,0.0011,0.4237,2e-04,0.0042,3.1076,0.1575,0.4215,0.0377,0.6667,2.8273,1200,303.59,1200,1200,1200,1200,1200,1200,1200,1200,1200,87.7,87.13,1200,1200,1200,1200,596.51,1200,1200,1200,1200,1200,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",0.1,0,0.04,0.14,"newJointClass"
"SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S915337037-05-SAT.cnf",5500,14684,3944,12427,0.3945,0.1816,0.3174,0.4693,0.766,0,1.42,8e-04,0.2823,5e-04,0.0023,1.1671,0.2515,0.7931,8e-04,0.4264,1e-04,0.0037,2.6438,0.294,0.2127,0,1,3.0715,4e-04,0.5006,0,0.0017,2.1602,0.5148,0.0016,0.4654,1e-04,0.0077,0.0012,0.4478,2e-04,0.0047,3.1713,0.1543,0.4298,0.0333,0.6667,2.8621,703.1,1200,1200,1200,1200,1200,1200,1200,1200,39.1,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.06,0,0.04,0.15,"sparrow"
"SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S1097641288-15-SAT.cnf",6500,17354,4798,15027,0.3547,0.1549,0.3193,0.4794,0.7575,0,1.3757,6e-04,0.2741,4e-04,0.0021,1.1269,0.2525,0.8121,6e-04,0.4218,1e-04,0.0025,2.6233,0.2923,0.2098,0,1,3.0474,3e-04,0.5013,0,0.0013,2.1556,0.5188,0.0013,0.4603,1e-04,0.0056,9e-04,0.4475,1e-04,0.0041,3.1513,0.1561,0.4289,0.0323,0.6667,2.8551,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.08,0,0.07,0.17,"tnm"
"SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S1326526519-03-SAT.cnf",6500,17354,4710,14774,0.38,0.1746,0.3188,0.4751,0.7606,0,1.4024,6e-04,0.2737,4e-04,0.0017,1.1465,0.2544,0.7988,6e-04,0.4203,1e-04,0.0026,2.6287,0.2913,0.2132,0,1,3.0399,3e-04,0.501,0,0.0014,2.1629,0.5232,0.0013,0.4602,1e-04,0.0057,0.001,0.4409,1e-04,0.0045,3.1496,0.1557,0.4326,0.0294,0.6667,2.8569,1200,1200,1200,1200,1200,1200,1200,1200,1200,523.9,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.08,0,0.06,0.17,"sparrow"
"SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S152598520-02-SAT.cnf",6500,17354,4700,14875,0.383,0.1667,0.316,0.4765,0.7603,0,1.4023,6e-04,0.2807,4e-04,0.0021,1.158,0.2505,0.7977,6e-04,0.4195,1e-04,0.0026,2.6357,0.2939,0.2149,0,1,3.1041,3e-04,0.4906,0,0.0013,2.1555,0.519,0.0013,0.4626,1e-04,0.0056,0.001,0.4468,1e-04,0.0035,3.1662,0.1545,0.4305,0.0385,0.6667,2.8547,1200,1200,1200,1200,1200,1200,1200,1200,1200,958.6,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.08,0,0.06,0.18,"sparrow"
"SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S2060375179-19-SAT.cnf",6500,17354,4732,14753,0.3736,0.1763,0.3207,0.4775,0.7609,0,1.3836,6e-04,0.2692,4e-04,0.0019,1.1252,0.2527,0.8097,6e-04,0.402,1e-04,0.002,2.6073,0.2919,0.2136,0,1,3.0517,3e-04,0.4857,0,0.0014,2.139,0.5265,0.0013,0.4394,1e-04,0.0042,9e-04,0.4261,1e-04,0.0035,3.1094,0.1578,0.4223,0.0377,0.6667,2.8347,6.96,6.49,1200,1200,569.57,861.28,480.65,255.8,132.72,11.63,311.87,354.34,356.29,619.6,185.44,164.74,1200,230.31,616.82,89.29,394.97,342.64,1200,"TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",0.08,0,0.07,0.17,"sparrow"
"SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S211365596-08-UNSAT.cnf",6500,17354,4818,15049,0.3491,0.1532,0.3202,0.4748,0.7637,0,1.3748,6e-04,0.2679,4e-04,0.0021,1.1191,0.2553,0.8125,6e-04,0.4071,1e-04,0.0023,2.613,0.2926,0.218,0,1,3.0364,3e-04,0.4888,0,0.0012,2.1524,0.5247,0.0012,0.4388,1e-04,0.0045,9e-04,0.4264,1e-04,0.0033,3.0973,0.1575,0.4103,0.04,0.6667,2.824,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.07,0,0.06,0.17,"sparrow"
"SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S365559754-09-UNSAT.cnf",6500,17354,4746,14894,0.3696,0.1652,0.3187,0.47,0.7676,0,1.3815,6e-04,0.2746,4e-04,0.0021,1.1353,0.2536,0.8065,6e-04,0.41,1e-04,0.0025,2.6169,0.2939,0.215,0,1,3.067,3e-04,0.4992,0,0.0012,2.1564,0.5195,0.0013,0.4451,1e-04,0.0051,9e-04,0.4265,1e-04,0.004,3.1122,0.1565,0.4194,0.0339,0.6667,2.8319,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.07,0,0.06,0.16,"sparrow"
"SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S376181597-04-UNKNOWN.cnf",6500,17354,4724,14803,0.376,0.1723,0.3191,0.4708,0.7702,0,1.3989,6e-04,0.276,4e-04,0.0019,1.1492,0.2548,0.7994,6e-04,0.4179,1e-04,0.0025,2.6269,0.2913,0.2153,0,1,3.0472,3e-04,0.4949,0,0.0011,2.1339,0.5094,0.0013,0.4635,1e-04,0.0057,0.001,0.4461,1e-04,0.0037,3.1541,0.1564,0.4347,0.0357,0.6667,2.8557,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.08,0,0.06,0.18,"sparrow"
"SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S384567560-10-UNKNOWN.cnf",6500,17354,4763,14968,0.3647,0.1594,0.3182,0.4739,0.7615,0,1.3876,6e-04,0.2744,4e-04,0.0019,1.1386,0.2531,0.8067,6e-04,0.4121,1e-04,0.0023,2.6241,0.2909,0.2154,0,1,3.0731,3e-04,0.491,0,0.0014,2.1375,0.5145,0.0013,0.4518,1e-04,0.0048,9e-04,0.4284,1e-04,0.0032,3.1162,0.1565,0.4189,0.0408,0.6667,2.8337,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.07,0,0.06,0.16,"sparrow"
"SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S464355209-20-UNKNOWN.cnf",6500,17354,4733,14947,0.3733,0.161,0.3167,0.4812,0.7535,0,1.408,6e-04,0.2825,4e-04,0.0019,1.1575,0.252,0.8004,6e-04,0.4216,1e-04,0.0023,2.6276,0.2903,0.2113,0,1,3.0666,3e-04,0.4968,0,0.0013,2.1528,0.5189,0.0013,0.4616,1e-04,0.0048,0.001,0.4461,1e-04,0.0034,3.1597,0.1548,0.4318,0.0392,0.6667,2.8509,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.09,0.01,0.06,0.18,"sattime"
"SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S549070267-05-SAT.cnf",6500,17354,4676,14666,0.3901,0.1833,0.3188,0.4748,0.7611,0,1.4011,6e-04,0.2782,4e-04,0.0026,1.1484,0.2516,0.8024,6e-04,0.4216,1e-04,0.0027,2.62,0.2892,0.2123,0,1,3.0397,3e-04,0.4999,0,0.0015,2.148,0.5176,0.0013,0.4572,1e-04,0.0057,0.001,0.438,1e-04,0.0042,3.1465,0.1556,0.4308,0.0328,0.6667,2.8478,1200,570.19,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.08,0,0.06,0.16,"sparrow"
"SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1209647106-12-SAT.cnf",1295,4026,1105,3771,0.1719,0.0676,0.293,0.4772,0.7212,0,1.2375,0.0027,0.2169,0.0018,0.0063,0.9289,0.1832,0.8592,0.0027,0.3702,3e-04,0.0074,2.6095,0.2726,0.1907,0,1,3.1302,0.0013,0.4274,0,0.0032,2.1245,0.5131,0.0054,0.3897,5e-04,0.0154,0.004,0.3733,5e-04,0.013,3.0945,0.1431,0.3871,0.0433,0.6667,2.7751,12.08,6.89,27.46,12.42,0.87,18.05,51.61,23.46,3.88,0.85,5.73,7.1,7.42,5.33,1.1,32.71,10.3,1.28,6.67,1.75,1.8,7.04,1111.54,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.01,0,0,0.05,"sattimep"
"SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1476745538-08-SAT.cnf",1295,4026,1128,3831,0.148,0.0509,0.2944,0.4891,0.6976,0,1.1742,0.0026,0.1982,0.0018,0.0053,0.856,0.1835,0.8831,0.0026,0.3495,3e-04,0.007,2.5883,0.2731,0.204,0,1,3.0975,0.0013,0.4509,0,0.0047,2.1669,0.5223,0.0051,0.364,5e-04,0.0151,0.0038,0.3472,5e-04,0.0107,2.9979,0.1467,0.3677,0.0499,0.6667,2.7371,1.41,10.29,155.69,8.18,12.33,27.78,13.12,10.57,2.3,0.04,15.82,6.24,6.24,8.01,5.39,10.82,54.57,0.85,8.64,7.94,17.47,7.1,66.7,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.01,0,0,0.05,"sparrow"
"SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1665384822-14-SAT.cnf",1295,4026,1103,3764,0.1741,0.0696,0.293,0.4728,0.717,0,1.2265,0.0027,0.2194,0.0018,0.0073,0.9305,0.1828,0.8608,0.0027,0.3971,5e-04,0.0104,2.6169,0.2701,0.1901,0,1,3.0994,0.0013,0.4677,0,0.0056,2.2073,0.5218,0.0054,0.4229,8e-04,0.0223,0.0041,0.4195,0.0011,0.0189,3.1294,0.1433,0.3749,0.0312,0.5,2.7959,4.39,0.68,855.84,72.12,8.94,89.61,13.17,29.09,0.14,0.12,58.39,7.75,7.72,9.78,21.07,21.84,1200,14.39,0.09,26.45,1.91,1.07,220.42,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.01,0,0,0.05,"sparrow"
"SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1679085272-10-SAT.cnf",1295,4026,1122,3834,0.1542,0.0501,0.2926,0.4873,0.7072,0,1.1729,0.0026,0.2004,0.0018,0.0053,0.8606,0.1826,0.8832,0.0026,0.3594,3e-04,0.0073,2.6233,0.2626,0.1987,0,1,3.058,0.0013,0.4677,0,0.0037,2.2131,0.5128,0.0052,0.3806,5e-04,0.0154,0.0039,0.361,5e-04,0.0107,3.0422,0.1435,0.3618,0.0526,0.6667,2.7426,175.26,51.02,1200,970.86,498.9,407.66,481.91,1200,1200,13.46,92.09,170.91,171.99,92.42,356.61,719.95,1200,1200,541.65,104.86,1200,202.07,1200,"TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE",0.01,0,0,0.05,"sparrow"
"SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1762612346-15-SAT.cnf",1295,4026,1117,3771,0.1594,0.0676,0.2962,0.4869,0.7099,0,1.2025,0.0026,0.2054,0.0018,0.0063,0.88,0.1832,0.8772,0.0026,0.3545,3e-04,0.0077,2.5762,0.2651,0.1994,0,1,3.0919,0.0013,0.4506,0,0.0037,2.1909,0.5256,0.0052,0.3746,5e-04,0.0146,0.0039,0.3652,5e-04,0.0125,3.0409,0.147,0.3783,0.0417,0.6667,2.7523,18.5,2.36,9.47,10.84,10,4.8,18.14,69.38,68.06,2.64,2.87,24.44,24.5,6.67,0.01,12.27,103.03,15.94,20.5,28.19,4.65,26.45,778.68,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.01,0,0,0.05,"newJointClass"
"SAT_Competition2007/random/2+p/p0.8/v1665/unif2p-p0.8-v1665-c5178-S1363528912-04-SAT.cnf",1665,5177,1452,4888,0.1467,0.0591,0.2971,0.4859,0.6999,0,1.1546,0.002,0.1981,0.0014,0.0055,0.8426,0.1806,0.8897,0.002,0.3563,2e-04,0.0055,2.5861,0.2626,0.1948,0,1,3.0369,0.001,0.4439,0,0.0035,2.1709,0.5274,0.004,0.3726,4e-04,0.0106,0.003,0.3545,4e-04,0.0096,3.006,0.1454,0.3573,0.0488,0.6667,2.7221,289.74,757.05,1200,1200,1200,1200,1200,1200,1200,29.01,1200,119.98,125.59,527.33,934.17,1200,1200,1200,1200,1093.01,1200,1200,1200,"TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",0.01,0,0.01,0.05,"tnm"
"SAT_Competition2007/random/2+p/p0.8/v1665/unif2p-p0.8-v1665-c5178-S1386858597-08-SAT.cnf",1665,5177,1414,4843,0.1775,0.069,0.292,0.4978,0.6976,0,1.214,0.0021,0.2104,0.0014,0.005,0.9017,0.1784,0.8633,0.0021,0.3702,2e-04,0.0066,2.6138,0.2723,0.1942,0,1,3.1072,0.001,0.4743,0,0.0054,2.2031,0.5117,0.0042,0.3857,2e-04,0.0132,0.0031,0.3751,6e-04,0.0097,3.0748,0.1417,0.3651,0.0434,0.5,2.7538,13.95,28.55,1200,105.44,6.33,6.09,52.33,23.29,64.55,0.09,18.93,147.77,147.97,12.37,7.89,18.45,1200,29.56,14.18,5.48,67.4,11.76,356.29,"TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",0.01,0,0.01,0.05,"sparrow"
"SAT_Competition2007/random/2+p/p0.8/v1665/unif2p-p0.8-v1665-c5178-S1404069132-16-SAT.cnf",1665,5177,1427,4864,0.1668,0.0644,0.2934,0.4786,0.7125,0,1.226,0.0021,0.2214,0.0014,0.0063,0.9097,0.1826,0.8694,0.0021,0.3835,2e-04,0.008,2.6344,0.2692,0.1944,0,1,3.1069,0.001,0.4533,0,0.0033,2.1877,0.5164,0.0042,0.4118,4e-04,0.0173,0.0031,0.3868,4e-04,0.0107,3.0984,0.1425,0.3843,0.0385,0.6667,2.7661,242.7,55.24,1200,1200,85.08,11.47,128.7,1200,1200,103.51,165.29,184.95,185.66,1200,1200,1200,1200,1200,23.09,1080.25,1200,1200,1200,"TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE",0.01,0,0.01,0.05,"satime11"
"SAT_Competition2007/random/2+p/p0.8/v1665/unif2p-p0.8-v1665-c5178-S1939769766-11-SAT.cnf",1665,5177,1441,4932,0.1554,0.0497,0.2922,0.4857,0.7061,0,1.2325,0.0021,0.2269,0.0014,0.0056,0.9339,0.1835,0.8646,0.0021,0.3805,2e-04,0.0061,2.6271,0.2744,0.2093,0,1,3.124,0.001,0.4717,0,0.0041,2.1978,0.5178,0.0041,0.4085,4e-04,0.0136,0.003,0.3907,4e-04,0.0091,3.0967,0.1441,0.3809,0.0444,0.6667,2.7657,17.99,37.3,304.25,208.69,20.36,5.79,78.07,11.26,27.05,11.02,22.82,4.46,4.48,7.59,9.84,63.16,235.6,9.02,2.04,88.65,52.68,9.66,1200,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE",0.01,0,0.01,0.06,"sparrow"
"SAT_Competition2007/random/2+p/p0.8/v1665/unif2p-p0.8-v1665-c5178-S64317265-01-SAT.cnf",1665,5177,1466,4923,0.1357,0.0516,0.2978,0.485,0.706,0,1.1683,0.002,0.1972,0.0014,0.0041,0.8514,0.1818,0.884,0.002,0.3617,2e-04,0.0077,2.5731,0.2653,0.2005,0,1,3.0213,0.001,0.4808,0,0.0043,2.203,0.5196,0.0039,0.3779,4e-04,0.0154,0.0029,0.3719,4e-04,0.0091,3.0385,0.1477,0.3834,0.0444,0.6667,2.7499,395.14,125.72,1200,1200,256.01,1200,1200,1200,640.34,3.3,164.4,48.17,46.98,737.58,148.33,477.12,1200,1200,144.24,105.28,411.2,305.54,1200,"TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE",0.01,0,0.01,0.05,"sparrow"
"SAT_Competition2007/random/2+p/p0.8/v2035/unif2p-p0.8-v2035-c6328-S1137479270-03-SAT.cnf",2035,6327,1763,5976,0.1543,0.0587,0.295,0.4804,0.7174,0,1.211,0.0017,0.2126,0.0011,0.0045,0.9035,0.1842,0.8703,0.0017,0.3637,2e-04,0.0054,2.6053,0.2693,0.1995,0,1,3.1079,8e-04,0.4505,0,0.0027,2.1952,0.5246,0.0033,0.3873,3e-04,0.0105,0.0025,0.3689,3e-04,0.0079,3.0478,0.1446,0.3707,0.0426,0.6667,2.7526,1200,1200,1200,1200,1200,1200,1200,1200,1200,96.44,1200,61.6,56.3,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",0.01,0,0.01,0.07,"tnm"
