"id","f_1","f_2","f_3","f_4","f_5","f_6","f_7","f_8","f_9","f_10","f_11","f_12","f_13","f_14","f_15","f_16","f_17","f_18","f_19","f_20","f_21","f_22","f_23","f_24","f_25","f_29","f_30","f_31","f_32","f_33","f_34","f_35","f_36","f_37","CCEHC2akms","CCLS2akms","Naps.1.02.ms","WMaxSatz.","WMaxSatz09","WPM3.2015.co","ahms.1.70","ahms.ls.1.70","maxino16.dis","CCEHC2akms_success","CCLS2akms_success","Naps.1.02.ms_success","WMaxSatz._success","WMaxSatz09_success","WPM3.2015.co_success","ahms.1.70_success","ahms.ls.1.70_success","maxino16.dis_success","base","Class"
"ped2.B.recomb1-0.01-2.wcnf",169735,354583,0.00615,426.68808,256.30075,1,581,0.47869,2e-05,11.09758,0,0.00501,0.00501,2e-05,4.66103,1e-05,0.00341,0.00341,0.68933,0.25643,0,1,1,0.73241,0.35106,0.08743,0.64247,0.99859,1e-05,0,0,0.00166,0.00166,0.45675,1800,1800,9.36,1800,1800,0.39,1800,1800,0.52,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.42,"Open.WBO16"
"ped2.B.recomb1-0.01-3.wcnf",169018,340599,0.0064,426.68808,256.30075,1,581,0.49624,2e-05,11.34396,0,0.00519,0.00519,2e-05,4.69007,1e-05,0.00343,0.00342,0.68118,0.26598,0,1,1,0.73102,0.35146,0.07795,0.64622,0.99854,1e-05,0,0,0.00172,0.00172,0.45128,276.9,1800,5.72,1800,1800,0.4,248.49,1800,0.42,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.4,"Open.WBO16"
"ped2.B.recomb1-0.01-4.wcnf",168236,325222,0.0067,426.68808,256.30075,1,581,0.5173,2e-05,11.38045,0,0.00537,0.00537,2e-05,4.88314,1e-05,0.00344,0.00344,0.66405,0.28278,0,1,1,0.73368,0.35118,0.09747,0.65578,0.99851,1e-05,0,0,0.00181,0.00181,0.4685,1800,1800,6.98,1800,1800,0.39,1800,1800,0.65,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.39,"Open.WBO16"
"ped2.B.recomb1-0.01-5.wcnf",168514,337490,0.00646,426.68808,256.30075,1,581,0.49932,2e-05,11.06205,0,0.00505,0.00505,2e-05,4.80868,1e-05,0.00344,0.00344,0.67361,0.27352,0,1,1,0.73444,0.35024,0.08899,0.67499,0.99853,1e-05,0,0,0.00175,0.00175,0.46699,1800,1800,7.58,1800,1800,0.43,354.07,1800,0.49,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0.39,"Open.WBO16"
"ped2.B.recomb1-0.10-10.wcnf",171862,448845,0.00486,426.68808,256.30075,1,581,0.3829,2e-05,9.41084,0,0.00396,0.00396,2e-05,4.3872,1e-05,0.00337,0.00336,0.70543,0.20689,0,1,1,0.6946,0.35554,0.06212,0.64441,0.99882,1e-05,0,0,0.00131,0.00131,0.5029,1800,1800,6.1,1800,1800,0.5,1800,1800,0.76,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.53,"Open.WBO16"
"ped2.B.recomb1-0.10-6.wcnf",171591,481698,0.00453,426.68808,256.30075,1,581,0.35622,2e-05,9.34728,0,0.00385,0.00385,2e-05,4.182,1e-05,0.00337,0.00337,0.72236,0.20875,0,1,1,0.6985,0.35419,0.0505,0.61005,0.9989,1e-05,0,0,0.00122,0.00122,0.46947,1800,1800,7.47,1800,1800,0.56,1800,1800,0.9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.55,"Open.WBO16"
"ped2.B.recomb1-0.10-7.wcnf",171378,485553,0.00449,426.68808,256.30075,1,581,0.35295,2e-05,9.5913,0,0.00378,0.00378,2e-05,4.10637,1e-05,0.00338,0.00337,0.72496,0.2048,0,1,1,0.69848,0.3557,0.04699,0.57856,0.9989,1e-05,0,0,0.00121,0.00121,0.45571,1800,1800,8.35,1800,1800,0.58,1800,1800,0.9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.56,"Open.WBO16"
"ped2.B.recomb1-0.10-8.wcnf",171525,470643,0.00463,426.68808,256.30075,1,581,0.36445,2e-05,9.32258,0,0.00384,0.00384,2e-05,4.24992,1e-05,0.00338,0.00337,0.71568,0.20683,0,1,1,0.69198,0.3546,0.04999,0.61686,0.99888,1e-05,0,0,0.00126,0.00126,0.48313,1800,1800,7.17,1800,1800,0.56,1800,1800,0.84,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.54,"Open.WBO16"
"ped2.B.recomb1-0.10-9.wcnf",171883,461717,0.00472,426.68808,256.30075,1,581,0.37227,2e-05,9.25952,0,0.00383,0.00383,2e-05,4.2894,1e-05,0.00337,0.00336,0.71323,0.20881,0,1,1,0.69912,0.35262,0.05625,0.63951,0.99884,1e-05,0,0,0.00127,0.00127,0.48416,1800,1800,7.93,1800,1800,0.52,1800,1800,0.73,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.53,"Open.WBO16"
"ped2.B.recomb1-0.20-11.wcnf",172729,562812,0.00387,426.68808,256.30075,1,581,0.3069,2e-05,8.23861,0,0.00328,0.00328,2e-05,3.96637,1e-05,0.00335,0.00335,0.74051,0.18549,0,1,1,0.67742,0.34368,0.04111,0.60215,0.99903,1e-05,0,0,0.00104,0.00104,0.48251,1800,1800,11.13,1800,1800,0.92,1800,1800,1.46,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.64,"Open.WBO16"
"ped2.B.recomb1-0.20-12.wcnf",172671,553591,0.00394,426.68808,256.30075,1,581,0.31191,2e-05,8.33276,0,0.00333,0.00333,2e-05,3.97292,1e-05,0.00336,0.00335,0.73987,0.18375,0,1,1,0.68507,0.34458,0.03814,0.59678,0.99901,1e-05,0,0,0.00107,0.00107,0.46304,1800,1800,11.69,1800,1800,0.82,1800,1800,1.3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.64,"Open.WBO16"
"ped2.B.recomb1-0.20-13.wcnf",173198,570925,0.00382,426.68808,256.30075,1,581,0.30336,2e-05,8.21398,0,0.00329,0.00329,2e-05,3.92779,1e-05,0.00334,0.00334,0.74432,0.16963,0,1,1,0.67269,0.34193,0.03577,0.58983,0.99903,1e-05,0,0,0.00103,0.00103,0.47841,1800,1800,10.1,1800,1800,0.9,1800,1800,1.51,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.66,"Open.WBO16"
"ped2.B.recomb1-0.20-14.wcnf",172723,525646,0.00415,426.68808,256.30075,1,581,0.32859,2e-05,8.53319,0,0.00357,0.00357,2e-05,4.04809,1e-05,0.00336,0.00335,0.73266,0.18577,0,1,1,0.68012,0.34524,0.04222,0.59764,0.99897,1e-05,0,0,0.00112,0.00112,0.47765,1800,1800,9.24,1800,1800,0.76,1800,1800,1.15,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.6,"Open.WBO16"
"ped2.B.recomb1-0.20-15.wcnf",172830,606412,0.00359,426.68808,256.30075,1,581,0.285,2e-05,8.21095,0,0.00308,0.00308,2e-05,3.80882,1e-05,0.00335,0.00334,0.75322,0.17245,0,1,1,0.67766,0.34451,0.03411,0.57357,0.99909,1e-05,0,0,0.00097,0.00097,0.46629,1800,1800,9.96,1800,1800,0.9,1800,1800,1.4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.69,"Open.WBO16"
"ped2.G.recomb1-0.01-1.wcnf",208173,1961220,0.00968,563.27606,99.85713,1,581,0.10614,1e-05,5.29405,0,0.00087,0.00087,1e-05,2.33382,0,0.00278,0.00278,0.75185,0.28056,0,1,1,0.71784,0.35592,0.04023,0.62739,0.99972,0,0,0,0.00029,0.00029,0.42247,1800,1800,1800,1800,1800,3.93,1800,1800,2.26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.18,"Optiriss6"
"ped2.G.recomb1-0.01-2.wcnf",208001,1827810,0.01038,563.27606,99.85713,1,581,0.1138,1e-05,5.61943,0,0.00097,0.00097,1e-05,2.37507,0,0.00279,0.00278,0.76036,0.27393,0,1,1,0.71612,0.35828,0.04038,0.60808,0.9997,0,0,0,0.00031,0.00031,0.41683,1800,1800,1800,1800,1800,3.26,1800,1800,2.57,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,"Optiriss6"
"ped2.G.recomb1-0.01-3.wcnf",208528,1942065,0.00977,563.27606,99.85713,1,581,0.10737,1e-05,5.32826,0,0.00087,0.00087,1e-05,2.35538,0,0.00278,0.00277,0.74828,0.27968,0,1,1,0.71748,0.35594,0.04068,0.62377,0.99971,0,0,0,0.00029,0.00029,0.4221,1800,1800,1800,1800,1800,2.5,1800,1800,2.53,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.12,"Open.WBO16"
"ped2.G.recomb1-0.01-4.wcnf",208193,1758879,0.01079,563.27606,99.85713,1,581,0.11837,1e-05,5.73805,0,0.001,0.001,1e-05,2.42259,0,0.00278,0.00278,0.75932,0.26959,0,1,1,0.71604,0.35845,0.04049,0.60046,0.99968,0,0,0,0.00032,0.00032,0.41332,1800,1800,1800,1800,1800,3.36,1800,1800,3.42,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1.94,"Optiriss6"
"ped2.G.recomb1-0.01-5.wcnf",208642,2027674,0.00936,563.27606,99.85713,1,581,0.1029,1e-05,5.37672,0,0.00083,0.00083,1e-05,2.24748,0,0.00278,0.00277,0.76295,0.27535,0,1,1,0.71643,0.3568,0.03603,0.60299,0.99973,0,0,0,0.00027,0.00027,0.4114,1800,1800,1800,1800,1800,2.4,1800,1800,1.97,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.22,"Optiriss6"
"ped2.G.recomb1-0.10-10.wcnf",213118,2684849,0.00707,563.27606,99.85713,1,581,0.07938,1e-05,4.2425,0,0.00063,0.00063,1e-05,2.06748,0,0.00272,0.00271,0.75773,0.28869,0.0429,0.98947,0.94658,0.72181,0.34677,0.028,0.65079,0.99979,0,0,0,2e-04,2e-04,0.40589,1800,1800,1800,1800,1800,3.65,1800,1800,3.29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.97,"Optiriss6"
"ped2.G.recomb1-0.10-6.wcnf",211746,2708069,0.00701,563.27606,99.85713,1,581,0.07819,1e-05,4.27396,0,0.00067,0.00066,1e-05,2.05633,0,0.00273,0.00273,0.76194,0.28633,0,1,1,0.71847,0.34667,0.02725,0.63556,0.99979,0,0,0,0.00021,0.00021,0.40652,1800,1800,1800,1800,1800,4.41,1800,1800,3.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.97,"Open.WBO16"
"ped2.G.recomb1-0.10-7.wcnf",212823,2719252,0.00698,563.27606,99.85713,1,581,0.07827,1e-05,4.30674,0,0.00065,0.00065,1e-05,2.04432,0,0.00272,0.00272,0.76559,0.28351,0.02083,0.98947,0.96864,0.71563,0.34762,0.02609,0.63673,0.99979,0,0,0,0.00021,0.00021,0.41113,1800,1800,1800,1800,1800,6.6,1800,1800,3.94,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.96,"Optiriss6"
"ped2.G.recomb1-0.10-8.wcnf",212006,2909325,0.00652,563.27606,99.85713,1,581,0.07287,1e-05,4.19941,0,0.00061,0.00061,1e-05,1.98557,0,0.00273,0.00273,0.77809,0.27718,0,1,1,0.72024,0.34567,0.02293,0.63721,0.9998,0,0,0,2e-04,2e-04,0.39909,1800,1800,1800,1800,1800,5.68,1800,1800,6.08,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3.24,"Optiriss6"
"ped2.G.recomb1-0.10-9.wcnf",212398,2823823,0.00672,563.27606,99.85713,1,581,0.07522,1e-05,4.1994,0,0.00063,0.00063,1e-05,2.00811,0,0.00273,0.00272,0.76067,0.28931,0.03226,0.98947,0.95722,0.71591,0.34747,0.02645,0.62773,0.9998,0,0,0,2e-04,2e-04,0.40764,1800,1800,1800,1800,1800,3.92,1800,1800,3.16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3.08,"Optiriss6"
"ped2.G.recomb1-0.20-11.wcnf",214066,3611532,0.00526,563.27606,99.85713,1,581,0.05927,1e-05,3.45073,0,5e-04,5e-04,1e-05,1.78413,0,0.0027,0.0027,0.77068,0.29192,0.10317,0.98947,0.8863,0.71627,0.33208,0.02002,0.61474,0.99984,0,0,0,0.00016,0.00016,0.38335,1800,1800,1800,1800,1800,12.59,1800,1800,5.86,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4.08,"Optiriss6"
"ped2.G.recomb1-0.20-12.wcnf",214813,3681009,0.00516,563.27606,99.85713,1,581,0.05836,1e-05,3.46602,0,0.00049,0.00049,1e-05,1.76334,0,0.0027,0.00269,0.77642,0.28839,0.03922,0.98947,0.95026,0.7182,0.33049,0.0188,0.61547,0.99984,0,0,0,0.00016,0.00016,0.37921,1800,1800,1800,1800,1800,9.39,1800,1800,7.88,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4,"Optiriss6"
"ped2.G.recomb1-0.20-13.wcnf",216117,3639068,0.00522,563.27606,99.85713,1,581,0.05939,1e-05,3.4643,0,5e-04,5e-04,1e-05,1.77109,0,0.00268,0.00267,0.76653,0.29427,0.1,0.98947,0.88947,0.71839,0.3301,0.02011,0.61821,0.99984,0,0,0,0.00016,0.00016,0.38037,1800,1800,1800,1800,1800,8.34,1800,1800,8.25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4.04,"Optiriss6"
"ped2.G.recomb1-0.20-14.wcnf",214550,3908664,0.00486,563.27606,99.85713,1,581,0.05489,1e-05,3.39235,0,0.00047,0.00047,1e-05,1.70982,0,0.0027,0.00269,0.78331,0.2845,0.10448,0.98947,0.885,0.7193,0.33026,0.01703,0.60427,0.99985,0,0,0,0.00015,0.00015,0.37232,1800,1800,1800,1800,1800,9.37,1800,1800,8.17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4.4,"Optiriss6"
"ped2.G.recomb1-0.20-15.wcnf",214438,4105508,0.00462,563.27606,99.85713,1,581,0.05223,1e-05,3.36045,0,0.00044,0.00044,1e-05,1.6585,0,0.0027,0.0027,0.7811,0.28697,0.09091,0.98947,0.89856,0.7197,0.33172,0.01666,0.5879,0.99986,0,0,0,0.00014,0.00014,0.36923,1800,1800,1800,1800,1800,8.04,1800,1800,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4.56,"Optiriss6"
"ped2.G.recomb10-0.01-1.wcnf",207876,1611419,0.01178,563.27606,99.85713,1,581,0.129,1e-05,5.73566,0,0.00106,0.00106,1e-05,2.57287,0,0.00279,0.00278,0.73435,0.28304,0,1,1,0.72064,0.35747,0.05163,0.61768,0.99965,0,0,0,0.00035,0.00035,0.42063,1800,1800,1800,1800,1800,17.77,1800,1800,16.29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1.76,"Optiriss6"
"ped2.G.recomb10-0.01-2.wcnf",208409,1743948,0.01088,563.27606,99.85713,1,581,0.1195,1e-05,5.58782,0,0.00097,0.00097,1e-05,2.46112,0,0.00278,0.00277,0.74461,0.27923,0,1,1,0.71768,0.35721,0.04517,0.62093,0.99968,0,0,0,0.00032,0.00032,0.423,1800,1800,1800,1800,1800,14.05,1800,1800,12.46,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1.89,"Optiriss6"
"ped2.G.recomb10-0.01-3.wcnf",208782,1672973,0.01135,563.27606,99.85713,1,581,0.1248,1e-05,5.47032,0,0.00096,0.00096,1e-05,2.55055,0,0.00277,0.00277,0.72648,0.2904,0,1,1,0.72235,0.35764,0.05282,0.64385,0.99967,0,0,0,0.00032,0.00032,0.42944,1800,1800,1800,1800,1800,14.25,1800,1800,11.57,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1.81,"Open.WBO16"
"ped2.G.recomb10-0.01-4.wcnf",208016,1876953,0.01011,563.27606,99.85713,1,581,0.11083,1e-05,5.43239,0,0.00091,0.00091,1e-05,2.38412,0,0.00278,0.00278,0.7458,0.28197,0,1,1,0.71683,0.35783,0.04277,0.61719,0.9997,0,0,0,3e-04,3e-04,0.42221,1800,1800,1800,1800,1800,17.07,1800,1800,12.89,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.06,"Optiriss6"
"ped2.G.recomb10-0.01-5.wcnf",208271,1706439,0.01112,563.27606,99.85713,1,581,0.12205,1e-05,5.56039,0,0.001,0.001,1e-05,2.51871,0,0.00278,0.00278,0.73668,0.28229,0,1,1,0.71753,0.35774,0.04786,0.63279,0.99967,0,0,0,0.00032,0.00032,0.43025,1800,1800,1800,1800,1800,19.13,1800,1800,16.51,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1.87,"Open.WBO16"
"ped2.G.recomb10-0.10-10.wcnf",211356,2679720,0.00708,563.27606,99.85713,1,581,0.07887,1e-05,4.21703,0,0.00065,0.00065,1e-05,2.0795,0,0.00274,0.00273,0.76044,0.28764,0.04598,0.98947,0.9435,0.72077,0.34665,0.028,0.6481,0.99979,0,0,0,0.00021,0.00021,0.40725,1800,1800,1800,1800,1800,45.19,1800,1800,22.73,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.9,"Optiriss6"
"ped2.G.recomb10-0.10-6.wcnf",211596,2599607,0.0073,563.27606,99.85713,1,581,0.0814,1e-05,4.18154,0,0.00067,0.00067,1e-05,2.10852,0,0.00274,0.00273,0.7407,0.29974,0.01961,0.98947,0.96987,0.71908,0.34682,0.03248,0.64466,0.99978,0,0,0,0.00021,0.00021,0.41226,1800,1800,1800,1800,1800,14.04,1800,1800,12.58,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.81,"Optiriss6"
"ped2.G.recomb10-0.10-7.wcnf",211110,2833564,0.0067,563.27606,99.85713,1,581,0.0745,1e-05,4.14803,0,0.00062,0.00062,1e-05,2.01683,0,0.00274,0.00274,0.76509,0.28681,0.06471,0.98947,0.92477,0.716,0.34698,0.02588,0.63313,0.9998,0,0,0,2e-04,2e-04,0.40857,1800,1800,1800,1800,1800,33.11,1800,1800,22.14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3.08,"Optiriss6"
"ped2.G.recomb10-0.10-8.wcnf",211991,2614208,0.00726,563.27606,99.85713,1,581,0.08109,1e-05,4.23322,0,0.00068,0.00068,1e-05,2.09317,0,0.00273,0.00273,0.74848,0.29388,0.03896,0.98947,0.95051,0.71972,0.34725,0.03062,0.63886,0.99978,0,0,0,0.00022,0.00022,0.40816,1800,1800,1800,1800,1800,21.19,1800,1800,18.03,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.84,"Optiriss6"
"ped2.G.recomb10-0.10-9.wcnf",211564,2464414,0.0077,563.27606,99.85713,1,581,0.08585,1e-05,4.26899,0,0.00071,0.00071,1e-05,2.15847,0,0.00274,0.00273,0.73532,0.30095,0.03659,0.98947,0.95289,0.71836,0.34786,0.03515,0.63996,0.99977,0,0,0,0.00023,0.00023,0.41567,1800,1800,1800,1800,1800,19.37,1800,1800,14.74,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.67,"Optiriss6"
"ped2.G.recomb10-0.20-11.wcnf",213655,3695461,0.00514,563.27606,99.85713,1,581,0.05782,1e-05,3.43285,0,0.00049,0.00049,1e-05,1.7604,0,0.00271,0.00271,0.76789,0.29379,0.05128,0.98947,0.93819,0.7198,0.3313,0.02009,0.603,0.99984,0,0,0,0.00015,0.00015,0.37228,1800,1800,1800,1800,1800,519.84,1800,1800,342.05,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4.09,"mscg2015b"
"ped2.G.recomb10-0.20-12.wcnf",214302,3502505,0.00542,563.27606,99.85713,1,581,0.06119,1e-05,3.46171,0,5e-04,5e-04,1e-05,1.80191,0,0.0027,0.0027,0.75407,0.30155,0.07895,0.98947,0.91053,0.71673,0.33297,0.02289,0.60778,0.99984,0,0,0,0.00016,0.00016,0.38204,1800,1800,1800,1800,1800,55.63,1800,1800,26.81,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3.95,"Optiriss6"
"ped2.G.recomb10-0.20-13.wcnf",215039,3700524,0.00513,563.27606,99.85713,1,581,0.05811,1e-05,3.42862,0,5e-04,5e-04,1e-05,1.74921,0,0.00269,0.00269,0.77098,0.29178,0.10101,0.98947,0.88846,0.71948,0.33042,0.01944,0.60921,0.99984,0,0,0,0.00015,0.00015,0.37401,1800,1800,1800,1800,1800,1644.54,1800,1800,99.17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4.12,"mscg2015b"
"ped2.G.recomb10-0.20-14.wcnf",214997,3696921,0.00513,563.27606,99.85713,1,581,0.05816,1e-05,3.44873,0,0.00051,0.00051,1e-05,1.75246,0,0.00269,0.00269,0.77275,0.2903,0,0.98947,0.98947,0.72023,0.33099,0.01921,0.60929,0.99984,0,0,0,0.00015,0.00015,0.37313,1800,1800,1800,1800,1800,30.59,1800,1800,22.22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4.07,"Optiriss6"
"ped2.G.recomb10-0.20-15.wcnf",214821,3504563,0.00542,563.27606,99.85713,1,581,0.0613,1e-05,3.48111,0,0.00052,0.00052,1e-05,1.80018,0,0.0027,0.00269,0.76229,0.29656,0.03333,0.98947,0.95614,0.71605,0.33165,0.02159,0.61244,0.99984,0,0,0,0.00016,0.00016,0.38193,1800,1800,1800,1800,1800,72.43,1800,1800,34.9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3.81,"mscg2015a"
"ped2.G.recomb5-0.01-1.wcnf",208381,1714577,0.01107,563.27606,99.85713,1,581,0.12153,1e-05,5.74447,0,0.00105,0.00105,1e-05,2.4769,0,0.00278,0.00277,0.74879,0.27512,0,1,1,0.71488,0.35943,0.04322,0.60791,0.99967,0,0,0,0.00033,0.00033,0.42091,1800,1800,1800,1800,1800,8.03,1800,1800,9.82,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1.88,"Optiriss6"
"ped2.G.recomb5-0.01-2.wcnf",208141,2088672,0.00909,563.27606,99.85713,1,581,0.09965,1e-05,5.29752,0,0.00085,0.00085,1e-05,2.24478,0,0.00278,0.00278,0.75917,0.27506,0,1,1,0.71395,0.35689,0.03526,0.59087,0.99973,0,0,0,0.00027,0.00027,0.41123,1800,1800,1800,1800,1800,9.34,1800,1800,9.12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.36,"Open.WBO16"
"ped2.G.recomb5-0.01-3.wcnf",208501,1818461,0.01044,563.27606,99.85713,1,581,0.11466,1e-05,5.55023,0,0.00093,0.00093,1e-05,2.42558,0,0.00278,0.00277,0.7454,0.28048,0,1,1,0.71842,0.35652,0.04166,0.62318,0.9997,0,0,0,0.00031,0.00031,0.41963,1800,1800,1800,1800,1800,6.55,1800,1800,8.62,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1.99,"Optiriss6"
"ped2.G.recomb5-0.01-4.wcnf",208233,1768677,0.01073,563.27606,99.85713,1,581,0.11773,1e-05,5.4888,0,0.00088,0.00088,1e-05,2.47511,0,0.00278,0.00278,0.73912,0.28288,0,1,1,0.71885,0.35672,0.04625,0.63351,0.99969,0,0,0,3e-04,3e-04,0.42698,1800,1800,1800,1800,1800,4.34,1800,1800,5.74,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1.96,"Open.WBO16"
"ped2.G.recomb5-0.01-5.wcnf",208489,1666534,0.01139,563.27606,99.85713,1,581,0.1251,1e-05,5.73724,0,0.00104,0.00104,1e-05,2.55911,0,0.00278,0.00277,0.73974,0.27818,0,1,1,0.71982,0.3571,0.0468,0.63511,0.99966,0,0,0,0.00035,0.00035,0.42513,1800,1800,1800,1800,1800,5.27,1800,1800,5.7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1.85,"Open.WBO16"
"ped2.G.recomb5-0.10-10.wcnf",212787,2560920,0.00741,563.27606,99.85713,1,581,0.08309,1e-05,4.24505,0,7e-04,7e-04,1e-05,2.12316,0,0.00272,0.00272,0.7501,0.29185,0.04947,1,0.95053,0.72261,0.34667,0.0306,0.65716,0.99978,0,0,0,0.00022,0.00022,0.40818,1800,1800,1800,1800,1800,8.67,1800,1800,10.11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.77,"Optiriss6"
"ped2.G.recomb5-0.10-6.wcnf",212211,2576648,0.00737,563.27606,99.85713,1,581,0.08236,1e-05,4.19022,0,0.00067,0.00067,1e-05,2.11547,0,0.00273,0.00272,0.74081,0.29857,0.0354,0.98947,0.95408,0.72059,0.34706,0.03256,0.64959,0.99978,0,0,0,0.00022,0.00022,0.41217,1800,1800,1800,1800,1800,9.37,1800,1800,9.97,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.79,"Optiriss6"
"ped2.G.recomb5-0.10-7.wcnf",212648,2525326,0.00752,563.27606,99.85713,1,581,0.08421,1e-05,4.2791,0,7e-04,7e-04,1e-05,2.12818,0,0.00272,0.00272,0.75028,0.29193,0.02913,0.98947,0.96035,0.71654,0.34807,0.03096,0.6456,0.99977,0,0,0,0.00023,0.00023,0.41588,1800,1800,1800,1800,1800,13.02,1800,1800,11.46,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.75,"Optiriss6"
"ped2.G.recomb5-0.10-8.wcnf",212735,2718228,0.00698,563.27606,99.85713,1,581,0.07826,1e-05,4.20931,0,0.00066,0.00066,1e-05,2.04452,0,0.00272,0.00272,0.75642,0.29066,0.06709,0.98947,0.92239,0.71625,0.34758,0.02796,0.6321,0.99979,0,0,0,0.00021,0.00021,0.40944,1800,1800,1800,1800,1800,13.22,1800,1800,12.62,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3.04,"Optiriss6"
"ped2.G.recomb5-0.10-9.wcnf",212153,2610397,0.00727,563.27606,99.85713,1,581,0.08127,1e-05,4.26626,0,0.00066,0.00066,1e-05,2.0949,0,0.00273,0.00272,0.75491,0.29079,0.03509,0.98947,0.95439,0.71527,0.34819,0.02937,0.64206,0.99978,0,0,0,0.00021,0.00021,0.41608,1800,1800,1800,1800,1800,15.03,1800,1800,19.99,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2.84,"Optiriss6"
